oli	بود	olla	بود#باش	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
britannia	بریتانیا	britanni	None	N;NOM;SG	N;SG
britannia	بریتانیا	britanni	None	N;NOM;SG	N;SG
arkisto	بایگانی	arkisto	بایگانی	N;NOM;SG	N;SG
arkisto	بایگانی	arkisto	بایگانی	N;NOM;SG	N;SG
org	org	org	org	N;NOM;SG	N;SG
pisteitä	نقاط	piste	نقطه	N;PRT;PL	N;PL
lahti	خلیج	lahti	None	N;NOM;SG	N;SG
lahti	خلیج	lahti	None	N;NOM;SG	N;SG
lahti	لاختی	lahti	لاخت	N;NOM;SG	N;SG
talon	خانه	talo	خانه	N;GEN;SG	N;SG
talon	تالون	talo	تالون	N;GEN;SG	N;SG
työtä	شغل	työ	شغل	N;PRT;SG	N;SG
työtä	کار	työ	کار	N;PRT;SG	N;SG
työtä	ایوب	työ	ایوب	N;PRT;SG	N;SG
työtä	کار	työ	کار	N;PRT;SG	N;SG
työtä	کاری	työ	کار	N;PRT;SG	N;SG
pdf	pdf	pdf	pdf	N;NOM;SG	N;SG
leveys	عرض	leveys	عرض	N;NOM;SG	N;SG
omistaja	مالک	omistaja	مالک	N;NOM;SG	N;SG
omistaja	صاحب	omistaja	صاحب	N;NOM;SG	N;SG
omistaja	صاحبش	omistaja	صاحبش	N;NOM;SG	N;SG
risto	کریستوفر	risto	کریستوفر	N;NOM;SG	N;SG
risto	ریکی	risto	ریک	N;NOM;SG	N;SG
laina	قرض	laina	قرض	N;NOM;SG	N;SG
laina	وام	laina	وام	N;NOM;SG	N;SG
rakennuksen	ساختن	rakennus	ساختن	N;GEN;SG	N;SG
rakennuksen	ساختمانی	rakennus	ساختمان	N;GEN;SG	N;SG
rakennuksen	ساختمان	rakennus	ساختمان	N;GEN;SG	N;SG
alkuun	ابتدای	alku	ابتدا	N;IN+ALL;SG	N;SG
alkuun	آغاز	alku	آغاز	N;IN+ALL;SG	N;SG
ohjaus	مهار	ohjaus	مهار	N;NOM;SG	N;SG
ohjaus	کنترل	ohjaus	کنترل	N;NOM;SG	N;SG
ohjaus	کنترول	ohjaus	کنترول	N;NOM;SG	N;SG
ohjaus	هدایت	ohjaus	هدایت	N;NOM;SG	N;SG
ohjaus	رهنمود	ohjaus	رهنمود	N;NOM;SG	N;SG
jatkuvasti	دائماً	jatkuvasti	دائماً	ADV	ADV
jatkuvasti	دائما	jatkuvasti	دائما	ADV	ADV
jatkuvasti	دائما	jatkuvasti	دائما	ADV	ADV
kysymys	سؤال	kysymys	سؤال	N;NOM;SG	N;SG
kysymys	سوال	kysymys	None	N;NOM;SG	N;SG
kysymys	پرسش	kysymys	پرسش	N;NOM;SG	N;SG
seurakunnan	جماعت	seura#kunta	جماعت	N;GEN;SG	N;SG
seurakunnan	آدینه	seura#kunta	آدینه	N;GEN;SG	N;SG
tunnus	نماد	tunnus	نماد	N;NOM;SG	N;SG
esimerkki	مثلی	esi#merkki	مثلی	N;NOM;SG	N;SG
esimerkki	مثال	esi#merkki	مثال	N;NOM;SG	N;SG
esimerkki	نمونه	esi#merkki	نمونه	N;NOM;SG	N;SG
valittu	برگزیده	valita	برگزیده	V;NOM;SG;V.PTCP;PASS	V;SG;3;V.PTCP
valittu	برگزیده	valita	برگزیده	V;NOM;SG;V.PTCP;PASS	V;SG;3;V.PTCP
sivulla	صفحۀ	sivu	صفحۀ	N;AT+ESS
;SG	N;SG
sivulla	صفحه	sivu	صفحه	N;AT+ESS
;SG	N;SG
asukkaat	ساکنین	asukas	ساکنین	N;NOM;PL	N;PL
asukkaat	یاران	asukas	یار	N;NOM;PL	N;PL
vaatii	میگیرد	vaatia	گرفت#گیر	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
vaatii	خاسته	vaatia	خاست#خاه	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;V.PTCP
muutoksia	اصلاحات	muutos	اصلاح	N;PRT;PL	N;PL
muutoksia	تغییرات	muutos	تغییر	N;PRT;PL	N;PL
vesi	آب	vesi	آب	N;NOM;SG	N;SG
opettaja	معلم	opettaja	معلم	N;NOM;SG	N;SG
opettaja	معلمی	opettaja	معلم	N;NOM;SG	N;SG
opettaja	teacher	opettaja	teacher	N;NOM;SG	N;SG
opettaja	آموزگار	opettaja	آموزگار	N;NOM;SG	N;SG
gustaf	گوستاف	gustaf	گوستاف	N;NOM;SG	N;SG
kohta	نکته	kohta	نکته	N;NOM;SG	N;SG
kohta	نقطه	kohta	نقطه	N;NOM;SG	N;SG
kohta	پوینت	kohta	پوینت	N;NOM;SG	N;SG
lehdet	برگها	lehti	برگ	N;NOM;PL	N;PL
linna	قصر	linna	None	N;NOM;SG	N;SG
linna	کاستل	linna	کاستل	N;NOM;SG	N;SG
linna	کستل	linna	کستل	N;NOM;SG	N;SG
linna	قلعه	linna	قلعه	N;NOM;SG	N;SG
teatteri	theater	teatteri	theater	N;NOM;SG	N;SG
sveitsin	سوئیسی	sveitsi	سوئیسی	N;GEN;SG	N;SG
sveitsin	سوئیس	sveitsi	سوئیس	N;GEN;SG	N;SG
sveitsin	سویس	sveitsi	سویس	N;GEN;SG	N;SG
sveitsin	سوییس	sveitsi	سوییس	N;GEN;SG	N;SG
sveitsin	سوئیس	sveitsi	سوئیس	N;GEN;SG	N;SG
keskustelua	بحثش	keskustelu	بحثش	N;PRT;SG	N;SG
keskustelua	بحث	keskustelu	بحث	N;PRT;SG	N;SG
keskustelua	گفتگو	keskustelu	گفتگو	N;PRT;SG	N;SG
keskustelua	مکالمه	keskustelu	مکالمه	N;PRT;SG	N;SG
keskustelua	گفتگوی	keskustelu	گفتگو	N;PRT;SG	N;SG
keskustelua	مناظره	keskustelu	مناظره	N;PRT;SG	N;SG
moottori	موتور	moottori	موتور	N;NOM;SG	N;SG
moottori	موتوری	moottori	موتوری	N;NOM;SG	N;SG
moottori	موتور	moottori	موتور	N;NOM;SG	N;SG
matkan	سفر	matka	سفر	N;GEN;SG	N;SG
matkan	سفری	matka	سفر	N;GEN;SG	N;SG
matkan	مسافرت	matka	مسافرت	N;GEN;SG	N;SG
matkan	سفر	matka	سفر	N;GEN;SG	N;SG
etelään	ساوت	etelä	ساوت	N;IN+ALL;SG	N;SG
etelään	جنوب	etelä	جنوب	N;IN+ALL;SG	N;SG
etelään	جنوبی	etelä	جنوبی	N;IN+ALL;SG	N;SG
leo	لئو	leo	لئو	N;NOM;SG	N;SG
leo	leo	leo	leo	N;NOM;SG	N;SG
tukholman	استکهلم	tukholma	استکهلم	N;GEN;SG	N;SG
mahdollisuus	شانس	mahdollisuus	شانس	N;NOM;SG	N;SG
mahdollisuus	فرصت	mahdollisuus	فرصت	N;NOM;SG	N;SG
mahdollisuus	فرصتی	mahdollisuus	فرصت	N;NOM;SG	N;SG
mahdollisuus	فرصت	mahdollisuus	فرصت	N;NOM;SG	N;SG
mahdollisuus	احتمال	mahdollisuus	احتمال	N;NOM;SG	N;SG
mahdollisuus	امکان	mahdollisuus	امکان	N;NOM;SG	N;SG
kuudes	ششمین	kuudes	ششمین	ADJ;NOM;SG	ADJ;RL
kuudes	ششم	kuudes	ششم	ADJ;NOM;SG	ADJ
kanava	کانال	kanava	None	N;NOM;SG	N;SG
kanava	مجرا	kanava	None	N;NOM;SG	N;SG
kanava	مجرای	kanava	None	N;NOM;SG	N;SG
kanava	کانال	kanava	None	N;NOM;SG	N;SG
kanava	مجرا	kanava	None	N;NOM;SG	N;SG
kanava	مجرای	kanava	None	N;NOM;SG	N;SG
kanava	چنل	kanava	چنل	N;NOM;SG	N;SG
kanava	channel	kanava	channel	N;NOM;SG	N;SG
liisa	لیسا	liisa	لیسا	N;NOM;SG	N;SG
liisa	لیزا	liisa	لیزا	N;NOM;SG	N;SG
liisa	آلیس	liisa	آلیس	N;NOM;SG	N;SG
liisa	لیز	liisa	لیز	N;NOM;SG	N;SG
alfred	آلفرد	alfred	آلفرد	N;NOM;SG	N;SG
alfred	الفرد	alfred	الفرد	N;NOM;SG	N;SG
erikseen	جداگانه	erikseen	جداگانه	ADV	ADV
jäseniä	اعضای	jäsen	عضو	N;PRT;PL	N;PL
jäseniä	اعضا	jäsen	عضو	N;PRT;PL	N;PL
aleksanteri	اسکندر	aleksanteri	اسکندر	N;NOM;SG	N;SG
aleksanteri	الکساندر	aleksanteri	الکساندر	N;NOM;SG	N;SG
jumala	خداوند	jumala	خداوند	N;NOM;SG	N;SG
jumala	خدا	jumala	خدا	N;NOM;SG	N;SG
jumala	خدایی	jumala	خدا	N;NOM;SG	N;SG
sanat	شعرای	sana	شاعر	N;NOM;PL	N;PL
sanat	کلمات	sana	None	N;NOM;PL	N;PL
syy	دلیلی	syy	دلیل	N;NOM;SG	N;SG
syy	علت	syy	علت	N;NOM;SG	N;SG
syy	دلیل	syy	دلیل	N;NOM;SG	N;SG
syy	علت	syy	علت	N;NOM;SG	N;SG
syy	دلیل	syy	دلیل	N;NOM;SG	N;SG
syy	cause	syy	cause	N;NOM;SG	N;SG
sanoo	میگوید	sanoa	گفت#گو	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
japani	ژاپن	japani	ژاپن	N;NOM;SG	N;SG
japani	ژاپنی	japani	ژاپنی	N;NOM;SG	N;SG
wilhelm	ویلهلم	wilhelm	ویلهلم	N;NOM;SG	N;SG
hyökkääjä	استرایکر	hyökkääjä	استرایکر	N;NOM;SG	N;SG
hyökkääjä	مهاجم	hyökkääjä	None	N;NOM;SG	N;SG
jazz	جاز	jazz	جاز	N;NOM;SG	N;SG
kuningatar	queen	kuningatar	queen	N;NOM;SG	N;SG
kuningatar	ملکه	kuningatar	ملکه	N;NOM;SG	N;SG
kuningatar	بیبی	kuningatar	بیبی	N;NOM;SG	N;SG
vaimo	زن	vaimo	زن	N;NOM;SG	N;SG
vaimo	همسر	vaimo	همسر	N;NOM;SG	N;SG
vaimo	عیال	vaimo	عیال	N;NOM;SG	N;SG
divisioona	تقسیم	divi#sioo	تقسیم	N;NOM;SG	N;SG
divisioona	واحد	divi#sioo	واحد	N;NOM;SG	N;SG
piste	دات	piste	دات#ده	N;NOM;SG	N;SG
piste	نکته	piste	نکته	N;NOM;SG	N;SG
piste	نقطه	piste	نقطه	N;NOM;SG	N;SG
piste	پوینت	piste	پوینت	N;NOM;SG	N;SG
käsikirjoittaja	نویسنده	käsikirjoittaja	نویسنده	N;NOM;SG	N;SG
tuntia	ساعت	tunti	ساعت	N;PRT;SG	N;SG
menestys	کامیابی	menestys	کامیابی	N;NOM;SG	N;SG
menestys	success	menestys	success	N;NOM;SG	N;SG
menestys	موفقیت	menestys	موفقیت	N;NOM;SG	N;SG
silta	پل	silta	پل	N;NOM;SG	N;SG
silta	پلی	silta	پلی	N;NOM;SG	N;SG
kpl	pcs	kpl	pcs	N;GEN;SG	N;SG
kpl	قطعه	kpl	قطعه	N;GEN;SG	N;SG
pisteen	نکته	piste	نکته	N;GEN;SG	N;SG
pisteen	نقطه	piste	نقطه	N;GEN;SG	N;SG
pisteen	پوینت	piste	پوینت	N;GEN;SG	N;SG
melkein	تقریباً	melkein	تقریباً	ADV	ADV
melkein	تقریبا	melkein	None	ADV	ADV
saksalaiset	آلمانیها	saksalainen	آلمانی	N;NOM;PL	N;PL
saksalaiset	آلمانها	saksalainen	آلمان	N;NOM;PL	N;PL
tampereella	تامپره	tampere	تامپره	N;AT+ESS
;SG	N;SG
viittaus	ارجاع	viittaus	None	N;NOM;SG	N;SG
viittaus	مرجع	viittaus	None	N;NOM;SG	N;SG
house	خانه	house	خانه	N;NOM;SG	N;SG
pietari	پتر	pietari	پتر	N;NOM;SG	N;SG
pietari	پیتر	pietari	پیتر	N;NOM;SG	N;SG
pietari	پطرس	pietari	پطرس	N;NOM;SG	N;SG
pietari	پترزبورگ	pietari	پترزبورگ	N;NOM;SG	N;SG
käytännön	تمرین	käytäntö	تمرین	N;GEN;SG	N;SG
simon	سیمون	simo	سیمون	N;GEN;SG	N;SG
simon	سایمن	simo	سایمن	N;GEN;SG	N;SG
simon	سایمون	simo	سایمون	N;GEN;SG	N;SG
työ	شغل	työ	شغل	N;NOM;SG	N;SG
työ	کار	työ	کار	N;NOM;SG	N;SG
työ	ایوب	työ	ایوب	N;NOM;SG	N;SG
työ	کار	työ	کار	N;NOM;SG	N;SG
työ	کاری	työ	کار	N;NOM;SG	N;SG
urheilu	sport	urheilu	sport	N;NOM;SG	N;SG
urheilu	اسپورت	urheilu	اسپورت	N;NOM;SG	N;SG
urheilu	ورزش	urheilu	ورزش	N;NOM;SG	N;SG
urheilu	ورزشی	urheilu	ورزشی	N;NOM;SG	N;SG
urheilu	ورزشکار	urheilu	ورزشکار	N;NOM;SG	N;SG
urheilu	اسپرت	urheilu	اسپرت	N;NOM;SG	N;SG
urheilu	اسپورت	urheilu	اسپورت	N;NOM;SG	N;SG
urheilu	ورزشی	urheilu	ورزشی	N;NOM;SG	N;SG
urheilu	ورزش	urheilu	ورزش	N;NOM;SG	N;SG
kiinassa	چین	kiina	چین	N;IN+ESS;SG	N;SG
kanadassa	کانادا	kanada	کانادا	N;IN+ESS;SG	N;SG
piano	piano	piano	piano	N;NOM;SG	N;SG
piano	پیانوی	piano	پیانوی	N;NOM;SG	N;SG
piano	پیانو	piano	پیانو	N;NOM;SG	N;SG
august	آگوست	august	آگوست	N;NOM;SG	N;SG
august	آگست	august	آگست	N;NOM;SG	N;SG
august	اوت	august	اوت	N;NOM;SG	N;SG
enimmäkseen	غالبا	enimmäkseen	غالبا	ADV	ADV
lajit	گونههای	laji	گونه	N;NOM;PL	N;PL
profiili	profile	profiili	profile	N;NOM;SG	N;SG
profiili	نمایه	profiili	نمایه	N;NOM;SG	N;SG
profiili	پروفایل	profiili	پروفایل	N;NOM;SG	N;SG
itään	شرق	itä	شرق	N;IN+ALL;SG	N;SG
itään	شرقی	itä	شرقی	N;IN+ALL;SG	N;SG
pää	هد	pää	هد	N;NOM;SG	N;SG
pää	سر	pää	سر	N;NOM;SG	N;SG
tammi	اوک	tammi	اوک	N;NOM;SG	N;SG
tammi	بلوط	tammi	بلوط	N;NOM;SG	N;SG
osia	قطعات	osa	قطعه	N;PRT;PL	N;PL
pysyi	ماند	pysyä	ماند#مان	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
pysyi	ماند	pysyä	ماند#مان	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
muotoon	شکل	muoto	شکل	N;IN+ALL;SG	N;SG
wikimedia	ویکیمدیا	wikimedia	ویکیمدیا	N;NOM;SG	N;SG
arthur	آرتور	arthur	آرتور	N;NOM;SG	N;SG
poliisi	پولیس	poliisi	پولیس	N;NOM;SG	N;SG
poliisi	پلیس	poliisi	پلیس	N;NOM;SG	N;SG
kaupungit	شهرها	kaupunki	شهر	N;NOM;PL	N;PL
kaupungit	شهرها	kaupunki	شهر	N;NOM;PL	N;PL
rata	شیار	rata	شیار	N;NOM;SG	N;SG
adolf	آدولف	adolf	آدولف	N;NOM;SG	N;SG
adolf	آدولف	adolf	آدولف	N;NOM;SG	N;SG
yhteistyötä	همکاری	yhteis#työ	همکاری	N;PRT;SG	N;SG
yhteistyötä	همکاری	yhteis#työ	همکاری	N;PRT;SG	N;SG
poliittinen	سیاسی	poliittinen	سیاسی	ADJ;NOM;SG	ADJ
sata	صد	sata	صد	NUM;NOM;SG	NUM
ahl	اهل	ahl	اهل	N;NOM;SG	N;SG
christian	کریستین	christian	کریستین	N;NOM;SG	N;SG
christian	کریستیان	christian	کریستی	N;NOM;SG	N;SG
christian	مسیحی	christian	مسیحی	N;NOM;SG	N;SG
christian	کریستن	christian	کریستن	N;NOM;SG	N;SG
washington	واشینگتون	washington	واشینگتون	N;GEN;SG	N;SG
washington	واشنگتون	washington	واشنگتون	N;GEN;SG	N;SG
washington	واشینگتن	washington	واشینگتن	N;GEN;SG	N;SG
washington	واشنگتن	washington	واشنگتن	N;GEN;SG	N;SG
rumpali	درامر	rumpali	درامر	N;NOM;SG	N;SG
perustaja	بنیانگذار	perustaja	بنیانگذار	N;NOM;SG	N;SG
perustaja	موسس	perustaja	موسس	N;NOM;SG	N;SG
turkin	ترکیه	turkki	ترکیه	N;GEN;SG	N;SG
turkin	ترکی	turkki	ترکی	N;GEN;SG	N;SG
turkin	بوقلمون	turkki	بوقلمون	N;GEN;SG	N;SG
turkin	ترکیه	turkki	ترکیه	N;GEN;SG	N;SG
turkin	ترکی	turkki	ترکی	N;GEN;SG	N;SG
pisteet	نقاط	piste	نقطه	N;NOM;PL	N;PL
pisteet	امتیازهای	piste	امتیاز	N;NOM;PL	N;PL
pisteet	امتیازات	piste	امتیاز	N;NOM;PL	N;PL
pisteet	نمرات	piste	نمرت	N;NOM;PL	N;PL
maailma	جهان	maailma	جهان	N;NOM;SG	N;SG
maailma	دنیا	maailma	دنیا	N;NOM;SG	N;SG
maailma	جهانی	maailma	جهانی	N;NOM;SG	N;SG
den	لانه	den	لانه	N;NOM;SG	N;SG
den	den	den	den	N;NOM;SG	N;SG
väestö	جمعیت	väestö	جمعیت	N;NOM;SG	N;SG
väestö	جمعیتی	väestö	جمعیتی	N;NOM;SG	N;SG
stanley	استنلی	stanley	استنلی	N;NOM;SG	N;SG
otettu	گرفته	ottaa	گرفت#گیر	V;NOM;SG;V.PTCP;PASS	V;SG;3;V.PTCP
rap	rap	rap	rap	N;NOM;SG	N;SG
rap	رپ	rap	رپ	N;NOM;SG	N;SG
tukea	مکمل	tuki	None	N;PRT;SG	N;SG
tukea	پشتیبان	tuki	پشتیب	N;PRT;SG	N;SG
tukea	پشتیبانی	tuki	پشتیبانی	N;PRT;SG	N;SG
tukea	حمایت	tuki	حمایت	N;PRT;SG	N;SG
tähden	استار	tähti	استار	N;GEN;SG	N;SG
tähden	ستاره	tähti	ستاره	N;GEN;SG	N;SG
suhde	رابطه	suhde	رابطه	N;NOM;SG	N;SG
ateenan	آتن	ateetta	None	N;GEN;SG	N;SG
yhteisön	اجتماع	yhteisö	None	N;GEN;SG	N;SG
yhteisön	ملتی	yhteisö	ملت	N;GEN;SG	N;SG
yhteisön	جامعه	yhteisö	جامعه	N;GEN;SG	N;SG
yhteisön	انجمن	yhteisö	انجمن	N;GEN;SG	N;SG
yhteisön	امت	yhteisö	امت	N;GEN;SG	N;SG
prinssi	پرنس	prinssi	پرنس	N;NOM;SG	N;SG
prinssi	پرینس	prinssi	پرینس	N;NOM;SG	N;SG
prinssi	شاهزاده	prinssi	شاهزاده	N;NOM;SG	N;SG
kuvaus	شرح	kuvaus	شرح	N;NOM;SG	N;SG
kuvaus	توصیف	kuvaus	توصیف	N;NOM;SG	N;SG
aihe	مبحث	aihe	مبحث	N;NOM;SG	N;SG
aihe	موضوع	aihe	موضوع	N;NOM;SG	N;SG
aihe	چهره	aihe	چهره	N;NOM;SG	N;SG
aihe	چهرۀ	aihe	چهرۀ	N;NOM;SG	N;SG
aihe	تم	aihe	تم	N;NOM;SG	N;SG
aihe	سوژه	aihe	None	N;NOM;SG	N;SG
aihe	فاعل	aihe	None	N;NOM;SG	N;SG
aihe	موضوع	aihe	موضوع	N;NOM;SG	N;SG
tulokset	نتایج	tulos	نتیجه	N;NOM;PL	N;PL
tulokset	نتایجی	tulos	None	N;NOM;PL	N;PL
tappaa	میکشد	tappaa	کرد#کن	V;IND;SG;PRS;FIN;ACT	V;SG;3;PRS
filosofi	فیلسوف	filosofi	فیلسوف	N;NOM;SG	N;SG
sisältö	رضایت	sisältö	رضایت	N;NOM;SG	N;SG
sisältö	محتوای	sisältö	محتوا	N;NOM;SG	N;SG
sisältö	محتوا	sisältö	محتوا	N;NOM;SG	N;SG
herra	لرد	herra	None	N;NOM;SG	N;SG
herra	آقا	herra	آقا	N;NOM;SG	N;SG
herra	اقا	herra	اقا	N;NOM;SG	N;SG
herra	قربان	herra	قربان	N;NOM;SG	N;SG
televisio	تلویزیون	televisio	تلویزیون	N;NOM;SG	N;SG
lauluntekijä	songwriter	laulun#tekijä	songwriter	N;NOM;SG	N;SG
nba	nb	nba	nb	N;NOM;SG	N;SG
matka	مسافرت	matka	مسافرت	N;NOM;SG	N;SG
matka	travel	matka	travel	N;NOM;SG	N;SG
matka	سفر	matka	سفر	N;NOM;SG	N;SG
matka	سفر	matka	سفر	N;NOM;SG	N;SG
matka	سفری	matka	سفر	N;NOM;SG	N;SG
matka	مسافرت	matka	مسافرت	N;NOM;SG	N;SG
matka	سفر	matka	سفر	N;NOM;SG	N;SG
eversti	سرهنگ	eversti	سرهنگ	N;NOM;SG	N;SG
unionin	یونیون	unioni	یونیون	N;GEN;SG	N;SG
unionin	اتحادیه	unioni	اتحادیه	N;GEN;SG	N;SG
unionin	اتحاد	unioni	اتحاد	N;GEN;SG	N;SG
lapsen	کودک	lapsi	کودک	N;GEN;SG	N;SG
lapsen	فرزند	lapsi	فرزند	N;GEN;SG	N;SG
lapsen	بچه	lapsi	بچه	N;GEN;SG	N;SG
henkilöiden	اشخاص	henkilö	شخص	N;GEN;PL	N;PL
tarinan	داستان	tarina	داستان	N;GEN;SG	N;SG
tarinan	داستانی	tarina	داستان	N;GEN;SG	N;SG
tarinan	قصه	tarina	None	N;GEN;SG	N;SG
tasavalta	جمهوری	tasa#valta	جمهوری	N;NOM;SG	N;SG
levinneisyys	شیوع	levinneisyys	شیوع	N;NOM;SG	N;SG
hyvää	خوشبخت	hyvä	خوشبخت	ADJ;PRT;SG	ADJ
hyvää	خوش	hyvä	خوش	ADJ;PRT;SG	ADJ
hyvää	شاد	hyvä	شاد	ADJ;PRT;SG	ADJ
hyvää	خوشحال	hyvä	None	ADJ;PRT;SG	ADJ
elokuvat	فیلمهایی	elo#kuva	فیلم	N;NOM;PL	N;PL
elokuvat	فیلمها	elo#kuva	فیلم	N;NOM;PL	N;PL
elokuvat	فیلمهایی	elo#kuva	فیلم	N;NOM;PL	N;PL
elokuvat	فیلمهای	elo#kuva	فیلم	N;NOM;PL	N;PL
varmasti	قطعاً	varmasti	قطعاً	ADV	ADV
varmasti	قطعا	varmasti	قطعاً	ADV	ADV
osoite	آدرس	osoite	آدرس	N;NOM;SG	N;SG
osoite	نشانی	osoite	None	N;NOM;SG	N;SG
rajan	لبه	raja	لبه	N;GEN;SG	N;SG
rajan	مرزی	raja	مرز	N;GEN;SG	N;SG
rajan	مرز	raja	مرز	N;GEN;SG	N;SG
rajan	لبۀ	raja	لبۀ	N;GEN;SG	N;SG
league	لیگ	league	لیگ	N;NOM;SG	N;SG
vapaasti	آزادانه	vapaasti	None	ADV	ADV
pelaajat	بازیکنان	pelaaja	بازیکن	N;NOM;PL	N;PL
tapauksissa	موارد	tapaus	مورد	N;IN+ESS;PL	N;PL
kuningaskunta	فرمانروایی	kuningas#kunta	فرمانروایی	N;NOM;SG	N;SG
kuningaskunta	پادشاهی	kuningas#kunta	پادشاه	N;NOM;SG	N;SG
julkaisu	نشر	julkaisu	نشر	N;NOM;SG	N;SG
julkaisu	پست	julkaisu	پست	N;NOM;SG	N;SG
julkaisu	پستی	julkaisu	پستی	N;NOM;SG	N;SG
julkaisu	post	julkaisu	post	N;NOM;SG	N;SG
julkaisu	چاپخانه	julkaisu	چاپخانه	N;NOM;SG	N;SG
julkaisu	نشر	julkaisu	نشر	N;NOM;SG	N;SG
julkaisu	انتشار	julkaisu	انتشار	N;NOM;SG	N;SG
itävalta	اتریش	itä#valta	اتریش	N;NOM;SG	N;SG
itävalta	اتریشی	itä#valta	اتریشی	N;NOM;SG	N;SG
itävalta	اتریش	itä#valta	اتریش	N;NOM;SG	N;SG
auringon	آفتاب	aurinko	آفتاب	N;GEN;SG	N;SG
auringon	خورشید	aurinko	خورشید	N;GEN;SG	N;SG
auringon	سون	aurinko	سون	N;GEN;SG	N;SG
auringon	خورشیدی	aurinko	خورشید#خور	N;GEN;SG	N;SG
julkaisuja	پستها	julkaisu	پست	N;PRT;PL	N;PL
julkaisuja	نشریات	julkaisu	نشریه	N;PRT;PL	N;PL
käyttäjien	کاربران	käyttäjä	کاربر	N;GEN;PL	N;PL
jalkapallo	soccer	jalka#pallo	soccer	N;NOM;SG	N;SG
jalkapallo	فوتبال	jalka#pallo	فوتبال	N;NOM;SG	N;SG
jalkapallo	football	jalka#pallo	football	N;NOM;SG	N;SG
jalkapallo	فوتبال	jalka#pallo	فوتبال	N;NOM;SG	N;SG
tähti	استار	tähti	استار	N;NOM;SG	N;SG
tähti	ستاره	tähti	ستاره	N;NOM;SG	N;SG
tila	وضعیت	tila	وضعیت	N;NOM;SG	N;SG
tila	مزرعه	tila	None	N;NOM;SG	N;SG
tila	فارم	tila	فارم	N;NOM;SG	N;SG
tila	حالت	tila	حالت	N;NOM;SG	N;SG
tila	فضای	tila	فضا	N;NOM;SG	N;SG
tila	فضا	tila	فضا	N;NOM;SG	N;SG
tila	فضایی	tila	فضا	N;NOM;SG	N;SG
tila	فاصله	tila	فاصله	N;NOM;SG	N;SG
tason	تراز	taso	تراز	N;GEN;SG	N;SG
tason	لول	taso	None	N;GEN;SG	N;SG
tason	سطح	taso	سطح	N;GEN;SG	N;SG
johnson	جانسن	john#son	جانسن	N;NOM;SG	N;SG
johnson	جانسون	john#son	جانسون	N;NOM;SG	N;SG
walter	والتر	walter	None	N;NOM;SG	N;SG
tapaa	ملاقات	tapa	ملاقات	N;PRT;SG	N;SG
tapaa	دیدار	tapa	دیدار	N;PRT;SG	N;SG
tapahtumat	رویدادهای	tapahtuma	رویداد	N;NOM;PL	N;PL
tapahtumat	رویدادها	tapahtuma	رویداد	N;NOM;PL	N;PL
tapahtumat	حوادث	tapahtuma	حوادث	N;NOM;PL	N;PL
tapahtumat	اتفاقات	tapahtuma	اتفاق	N;NOM;PL	N;PL
tapahtumat	معاملات	tapahtuma	معامله	N;NOM;PL	N;PL
pikku	اندکی	pikku	اندکی	ADJ	ADJ
pikku	کوچک	pikku	کوچک	ADJ	ADJ
pikku	کم	pikku	کم	ADJ	ADJ
johnny	جانی	johtaa	جانی	N;NOM;SG	N;SG
rahaa	پول	raha	پول	N;PRT;SG	N;SG
rahaa	پولی	raha	پولی	N;PRT;SG	N;SG
rahaa	نقد	raha	نقد	N;PRT;SG	N;SG
rahaa	نقدی	raha	نقد	N;PRT;SG	N;SG
rahaa	کش	raha	None	N;PRT;SG	N;SG
aalto	موج	aalto	موج	N;NOM;SG	N;SG
aalto	موجی	aalto	موج	N;NOM;SG	N;SG
tapahtumia	رویدادهای	tapahtuma	رویداد	N;PRT;PL	N;PL
tapahtumia	رویدادها	tapahtuma	رویداد	N;PRT;PL	N;PL
tapahtumia	حوادث	tapahtuma	حوادث	N;PRT;PL	N;PL
tapahtumia	اتفاقات	tapahtuma	اتفاق	N;PRT;PL	N;PL
yhtiöt	شرکتها	yhtiö	شرکت	N;NOM;PL	N;PL
yhtiöt	شرکتهای	yhtiö	شرکت	N;NOM;PL	N;PL
yhtiöt	احزاب	yhtiö	حزب	N;NOM;PL	N;PL
espoon	espoo	espo	espoo	N;GEN;SG	N;SG
toivo	امیدی	toivo	امیدی	N;NOM;SG	N;SG
toivo	هوپ	toivo	هوپ	N;NOM;SG	N;SG
toivo	hope	toivo	hope	N;NOM;SG	N;SG
toivo	امید	toivo	امید	N;NOM;SG	N;SG
kartanon	عمارت	kartano	عمارت	N;GEN;SG	N;SG
apua	کمک	apu	کمک	N;PRT;SG	N;SG
helsinkiin	هلسینکی	helsin	هلسینکی	N;IN+ALL;SG	N;SG
järjestö	سازمان	järjestö	سازمان	N;NOM;SG	N;SG
järjestö	سازماندهی	järjestö	سازماندهی	N;NOM;SG	N;SG
järjestö	سازمان	järjestö	سازمان	N;NOM;SG	N;SG
järjestö	سازماندهی	järjestö	سازماندهی	N;NOM;SG	N;SG
korean	کره	korea	کره	N;GEN;SG	N;SG
