और	en	और	en		CONJ
चित्रण	tekenen	चित्रण	tekenen	N;NOM;MASC;SG;3	V;NFIN
चित्रण	trekken	चित्रण	trekken	N;NOM;MASC;SG;3	V;NFIN
यातायात	luchtwegen	यातायात	luchtwegen	N;NOM;MASC;SG;3	N;PL
सूक्ष्म	subtiele	सूक्ष्म	subtiel		ADJ
सूक्ष्म	subtiel	सूक्ष्म	subtiel		ADJ
सूक्ष्म	micro	सूक्ष्म	micro		N;MASC+FEM;SG
हेनरी	hendrik	हे	hendrik	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
हेनरी	henry	हे	henry	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
समीक्षा	reviews	समीक्षा	review	N;NOM;FEM;SG;3	N;PL
समीक्षा	beoordelingen	समीक्षा	beoordeling	N;NOM;FEM;SG;3	N;PL
समीक्षा	recensies	समीक्षा	recensie	N;NOM;FEM;SG;3	N;PL
मोटर	motorische	मोटर	motorisch	N;NOM;FEM;SG;3	ADJ
हमले	attack	हमला	attack	N;NOM;MASC;PL;3	
हमले	aanval	हमला	aanval	N;NOM;MASC;PL;3	N;MASC+FEM;SG
अक्षर	letteren	अक्षर	letteren	N;NOM;MASC;SG;3	N;PL
अक्षर	letters	अक्षर	letter	N;NOM;MASC;SG;3	N;PL
अक्षर	brieven	अक्षर	brief	N;NOM;MASC;SG;3	N;PL
अक्षर	personages	अक्षर	personage	N;NOM;MASC;SG;3	N;PL
अक्षर	tekens	अक्षर	teken	N;NOM;MASC;SG;3	N;PL
अक्षर	karakters	अक्षर	karakter	N;NOM;MASC;SG;3	N;PL
कारक	factoren	कारक	factor	N;NOM;MASC;SG;3	N;PL
किंगडम	koninkrijk	किंगडम	koninkrijk	PROPN;NOM;MASC;SG;3	N;NEUT;SG
हिन्द	indo	हिन्द	indo	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
हिन्द	hind	हिन्द	hind	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बीज	zaden	बीज	zaad	N;NOM;MASC;SG;3	N;PL
बीज	zaden	बीज	zaad	N;NOM;MASC;SG;3	N;PL
जल्दी	snel	जल्दी	snel	ADV	ADJ
जल्दी	snelle	जल्दी	snel	ADV	ADJ
जल्दी	vlug	जल्दी	vlug	ADV	ADJ
जल्दी	early	जल्दी	early	ADV	
जल्दी	vroeg	जल्दी	vroeg	ADV	ADJ
जल्दी	vroege	जल्दी	vroeg	ADV	ADJ
जल्दी	snel	जल्दी	snel	ADV	ADJ
जल्दी	vlug	जल्दी	vlug	ADV	ADJ
यंत्र	instrumenten	यंत्र	instrument	N;NOM;MASC;SG;3	N;PL
कदम	step	कदम	step	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कदम	stap	कदम	stap	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कदम	stapje	कदम	stap	N;NOM;MASC;PL;3	N;NEUT;SG
कदम	treden	कदम	treden	N;NOM;MASC;PL;3	V;NFIN
साथी	medeplichtige	साथी	medeplichtig	N;NOM;MASC;SG;3	ADJ
ऊपरी	upper	ऊपरी	upper	ADJ;NOM	N;MASC+FEM;SG
ऊपरी	opper	ऊपरी	opper	ADJ;NOM	N;MASC+FEM;SG
ऊपरी	hoofdletters	ऊपरी	hoofdletter	ADJ;NOM	N;PL
ऊपरी	hoofdletter	ऊपरी	hoofdletter	ADJ;NOM	N;MASC+FEM;SG
आशा	hoop	आशा	hoop	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
आशा	hopen	आशा	hopen	PROPN;NOM;FEM;SG;3	V;NFIN
आशा	hope	आशा	hope	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
नौ	nine	नौ	nine	NUM	N;MASC+FEM;SG
रचित	gecomponeerd	रचित	componeren		V;V.PTCP
रचित	samengesteld	रचित	samenstellen		V;V.PTCP
शिक्षण	onderwijzen	शिक्षण	onderwijzen	N;NOM;MASC;SG;3	V;NFIN
आकर्षण	charmes	आकर्षण	charme	N;NOM;MASC;SG;3	N;PL
आकर्षण	charmes	आकर्षण	charme	N;NOM;MASC;SG;3	N;PL
आकर्षण	attracties	आकर्षण	attractie	N;NOM;MASC;SG;3	N;PL
सर्वेक्षण	enquêtes	सर्वेक्षण	enquotes	N;NOM;MASC;SG;3	N;PL
हद	extravagante	हद	extravagant	N;NOM;FEM;SG;3	ADJ
हद	limieten	हद	limiet	N;NOM;FEM;SG;3	N;PL
हद	grenzen	हद	grens	N;NOM;FEM;SG;3	N;PL
मुहम्मद	muhammad	मुहम्मद	muhammad	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मुहम्मद	mohammed	मुहम्मद	mohammed	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मुहम्मद	muhammed	मुहम्मद	muhammed	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
राज्यपाल	gouverneur	राज्यपाल	gouverneur	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पुस्तकालय	bibliotheken	पुस्तकालय	bibliotheek	N;NOM;MASC;SG;3	N;PL
बॉलीवुड	bollywood	बॉलीवुड	bollywood	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सिनेमा	bioscopen	सिनेमा	bioscoop	N;NOM;MASC;SG;3	N;PL
प्राणी	wezen	प्राणी	wezen	N;NOM;MASC;SG;3	V;NFIN
अंग्रेजों	britse	अंग्रेज	brits	N;ACC;MASC;PL;3	ADJ
अंग्रेजों	brits	अंग्रेज	brits	N;ACC;MASC;PL;3	ADJ
कर्मचारी	werknemer	कर्मचारी	werknemer	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कर्मचारी	medewerker	कर्मचारी	medewerker	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कर्मचारी	werker	कर्मचारी	werker	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कर्मचारी	werknemer	कर्मचारी	werknemer	N;NOM;MASC;PL;3	N;MASC+FEM;SG
कर्मचारी	arbeider	कर्मचारी	arbeider	N;NOM;MASC;PL;3	N;MASC+FEM;SG
काले	black	काला	black	ADJ;NOM;MASC;PL	
तीसरा	third	तीसरा	third	ADJ;NOM;MASC;SG	
हिमाचल	himachal	हिमाचल	himachal	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तुरंत	onmiddellijk	तुरंत	onmiddellijk	ADV	ADJ
तुरंत	direct	तुरंत	direct	ADV	ADJ
तुरंत	onmiddelijk	तुरंत	onmiddelijk	ADV	ADJ
अकबर	akbar	अकबर	akbar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
शुरूआत	lanceert	शुरूआत	lanceren	N;NOM;FEM;SG;3	V;SG;PRS;FIN
कृत्रिम	kunstmatige	कृत्रिम	kunstmatig	PROPN;NOM;SG;3	ADJ
कृत्रिम	kunstmatig	कृत्रिम	kunstmatig	PROPN;NOM;SG;3	ADJ
आजकल	tegenwoordig	आजकल	tegenwoordig		ADJ
फिल्में	bioscoop	फिल्म	bioscoop	N;NOM;FEM;PL;3	N;MASC+FEM;SG
यात्री	passagier	यात्री	passagier	N;NOM;MASC;PL;3	N;MASC+FEM;SG
यात्री	reiziger	यात्री	reiziger	N;NOM;MASC;PL;3	N;MASC+FEM;SG
यात्री	reiziger	यात्री	reiziger	N;NOM;MASC;PL;3	N;MASC+FEM;SG
चार्ल्स	karel	चार्ल्स	karel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
चार्ल्स	charles	चार्ल्स	charles	PROPN;NOM;MASC;SG;3	N;PL
रामायण	ramayana	रामायण	ramayana	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
प्रगति	vorderingen	प्रगति	vordering	N;NOM;FEM;SG;3	N;PL
विद्वान	geleerde	विद्वान	geleerd	N;NOM;MASC;SG;3	ADJ
जहाज	schepen	जहाज	schip	N;NOM;MASC;SG;3	N;PL
बचपन	kinderjaren	बचपन	kinderjaar	N;NOM;MASC;SG;3	ADJ
बातचीत	gesprekken	बातचीत	gesprek	N;NOM;FEM;SG;3	N;PL
बातचीत	conversaties	बातचीत	conversatie	N;NOM;FEM;SG;3	N;PL
केंद्रित	gecentreerd	केंद्रित	centreren	ADJ	V;V.PTCP
केंद्रित	gecentreerd	केंद्रित	centreren	ADJ	V;V.PTCP
केंद्रित	gefocust	केंद्रित	focusten	ADJ	V;V.PTCP
केंद्रित	geconcentreerd	केंद्रित	concentreren	ADJ	V;V.PTCP
नर	mannelijk	नर	mannelijk	N;NOM;MASC;SG;3	ADJ
नर	mannelijke	नर	mannelijk	N;NOM;MASC;SG;3	ADJ
असम	assam	असम	assam	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जानी	jani	जान	jani	V;FEM;NFIN;ACT	N;MASC+FEM;SG
बाबा	baba	बाबा	baba	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
फ्रेंच	frans	फ्रेंच	frans		PROPN;MASC+FEM;SG
फ्रेंच	fransen	फ्रेंच	frans		PROPN;MASC+FEM;SG
फ्रेंच	franse	फ्रेंच	frans		ADJ
पंजाबी	punjabi	पंजाबी	punjabi	PROPN;NOM;MASC;SG;3	ADJ
वीर	vir	वीर	vir	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
वीर	moedig	वीर	moedig	PROPN;NOM;MASC;SG;3	ADJ
वीर	dapper	वीर	dapper	PROPN;NOM;MASC;SG;3	ADJ
वीर	dappere	वीर	dapper	PROPN;NOM;MASC;SG;3	ADJ
वीर	heldhaftig	वीर	heldhaftig	PROPN;NOM;MASC;SG;3	ADJ
वीर	heldhaftige	वीर	heldhaftig	PROPN;NOM;MASC;SG;3	ADJ
वीर	heroïsche	वीर	heroïsche	PROPN;NOM;MASC;SG;3	ADJ
वीर	veer	वीर	veer	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
उपयोगकर्ता	gebruiker	उपयोगकर्ता	gebruiker	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्रैंड	grand	ग्रैंड	grand	PROPN;NOM;MASC;SG;3	
निर्देशित	geregisseerd	निर्देशित	regisseren	PROPN;NOM;SG;3	V;V.PTCP
निर्देशित	gerichte	निर्देशित	richten	PROPN;NOM;SG;3	V;V.PTCP
निर्देशित	regisseerde	निर्देशित	regisseren	PROPN;NOM;SG;3	V;SG;PST;FIN
निर्देशित	geleid	निर्देशित	leiden	PROPN;NOM;SG;3	V;V.PTCP
निर्देशित	begeleide	निर्देशित	begeleiden	PROPN;NOM;SG;3	V;V.PTCP
निर्देशित	geleide	निर्देशित	leiden	PROPN;NOM;SG;3	V;V.PTCP
निर्देशित	begeleid	निर्देशित	begeleiden	PROPN;NOM;SG;3	V;V.PTCP
प्रोटीन	eiwitten	प्रोटीन	eiwit	N;NOM;MASC;SG;3	N;PL
प्रोटीन	proteïnen	प्रोटीन	proteïn	N;NOM;MASC;SG;3	N;PL
प्रोटीन	proteïnen	प्रोटीन	proteïn	N;NOM;MASC;SG;3	N;PL
प्रोटीन	eiwitten	प्रोटीन	eiwit	N;NOM;MASC;SG;3	N;PL
ग्राहक	klant	ग्राहक	klant	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्राहक	afnemer	ग्राहक	afnemer	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्राहक	client	ग्राहक	client	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्राहक	klant	ग्राहक	klant	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्राहक	opdrachtgever	ग्राहक	opdrachtgever	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ग्राहक	cliënt	ग्राहक	cliënt	N;NOM;MASC;PL;3	N;MASC+FEM;SG
तृतीय	iii	तृतीय	iii	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तृतीय	derde	तृतीय	drie	PROPN;NOM;MASC;SG;3	ADJ
तृतीय	third	तृतीय	third	PROPN;NOM;MASC;SG;3	
हैदराबाद	hyderabad	हैदराबाद	hyderabad	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
खाते	accounts	खाता	accounts	N;NOM;MASC;SG;3	N;PL
खाते	rekeningen	खाता	rekening	N;NOM;MASC;SG;3	N;PL
नवीन	vernieuwend	नवीन	vernieuwen		V;V.PTCP
नवीन	innovatief	नवीन	innovatief		ADJ
नवीन	innovatieve	नवीन	innovatief		ADJ
खाड़ी	golf	खाड़ी	golf	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
खाड़ी	baai	खाड़ी	baai	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
खाड़ी	bay	खाड़ी	bay	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
अर्जुन	arjun	अर्जुन	arjun	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अर्जुन	arjuna	अर्जुन	arjuna	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तरल	vloeibaar	तरल	vloeibaar	N;NOM;MASC;SG;3	ADJ
तरल	vloeibare	तरल	vloeibaar	N;NOM;MASC;SG;3	ADJ
संबद्ध	aansluiting	संबद्ध	aansluiting	PROPN;NOM;SG;3	N;MASC+FEM;SG
संबद्ध	filiaal	संबद्ध	filiaal	PROPN;NOM;SG;3	N;NEUT;SG
संबद्ध	affiliate	संबद्ध	affiliate	PROPN;NOM;SG;3	N;MASC+FEM;SG
संबद्ध	verbonden	संबद्ध	verbinden	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	gelieerd	संबद्ध	liëren	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	aangesloten	संबद्ध	aansluiten	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	geassocieerd	संबद्ध	associëren	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	geassocieerde	संबद्ध	geassocieerd	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	geassocieerde	संबद्ध	geassocieerd	PROPN;NOM;SG;3	V;V.PTCP
संबद्ध	associëren	संबद्ध	associër	PROPN;NOM;SG;3	V;NFIN
संबद्ध	medewerker	संबद्ध	medewerker	PROPN;NOM;SG;3	N;MASC+FEM;SG
संयोजन	compositie	संयोजन	compositie		N;MASC+FEM;SG
संयोजन	samenstelling	संयोजन	samenstelling		N;MASC+FEM;SG
संयोजन	combinatie	संयोजन	combinatie		N;MASC+FEM;SG
संयोजन	integratie	संयोजन	integratie		N;MASC+FEM;SG
सामान	spullen	सामान	spul	N;NOM;MASC;SG;3	N;PL
मंगल	mars	मंगल	mars		N;MASC+FEM;SG
अन्तर्राष्ट्रीय	internationaal	अन्तर्राष्ट्रीय	internationaal	PROPN;NOM;SG;3	ADJ
थोड़ा	lichtjes	थोड़ा	licht	ADJ;NOM;MASC;SG	N;PL
थोड़ा	enigszins	थोड़ा	enigszins	ADJ;NOM;MASC;SG	ADV
शुल्क	vergoedingen	शुल्क	vergoeding	N;NOM;MASC;SG;3	N;PL
शुल्क	honoraria	शुल्क	honoraria	N;NOM;MASC;SG;3	N;PL
लोगो	logo	लोग	logo		N;NEUT;SG
लोगो	logos	लोग	logos		N;MASC+FEM;SG
माह	maandenlang	माह	maandenlang	N;NOM;MASC;SG;3	ADJ
माह	maanden	माह	maanden	N;NOM;MASC;SG;3	N;PL
सलाह	adviezen	सलाह	advies	N;NOM;FEM;SG;3	N;PL
सलाह	adviseren	सलाह	adviseren	N;NOM;FEM;SG;3	V;NFIN
गृह	thuis	गृह	thuis	N;NOM;MASC;SG;3	ADV
छवि	beelden	छवि	beeld	N;NOM;FEM;SG;3	N;PL
छवि	afbeeldingen	छवि	afbeelding	N;NOM;FEM;SG;3	N;PL
पुष्टि	bevestigd	पुष्टि	bevestigen	N;NOM;FEM;SG;3	V;V.PTCP
पुष्टि	bevestigde	पुष्टि	bevestigen	N;NOM;FEM;SG;3	V;SG;PST;FIN
वित्त	financien	वित्त	financien	PROPN;NOM;MASC;SG;3	N;PL
वित्त	financiën	वित्त	financiën	PROPN;NOM;MASC;SG;3	N;PL
वित्त	financieren	वित्त	financieren	PROPN;NOM;MASC;SG;3	V;NFIN
मध्यम	medium	मध्यम	medium		N;NEUT;SG
मध्यम	middellange	मध्यम	middellang		ADJ
मध्यम	middelgrote	मध्यम	middelgrote		ADJ
मध्यम	middelgroot	मध्यम	middelgroot		ADJ
मध्यम	matig	मध्यम	matig		ADJ
मध्यम	gematigd	मध्यम	matigen		V;V.PTCP
द्रव	vloeibaar	द्रव	vloeibaar	N;NOM;MASC;SG;3	ADJ
द्रव	vloeibare	द्रव	vloeibaar	N;NOM;MASC;SG;3	ADJ
अनुरोध	aanvragen	अनुरोध	aanvragen	N;NOM;MASC;SG;3	V;NFIN
अनुरोध	verzoeken	अनुरोध	verzoek	N;NOM;MASC;SG;3	N;PL
अनुरोध	aanvragen	अनुरोध	aanvragen	N;NOM;MASC;SG;3	V;NFIN
अनुरोध	verzoeken	अनुरोध	verzoek	N;NOM;MASC;SG;3	N;PL
जोर	luidruchtig	जोर	luidruchtig	N;NOM;MASC;SG;3	ADJ
जोर	luid	जोर	luid	N;NOM;MASC;SG;3	ADJ
संभावित	waarschijnlijke	संभावित	waarschijnlijk	PROPN;NOM;SG;3	ADJ
संभावित	waarschijnlijk	संभावित	waarschijnlijk	PROPN;NOM;SG;3	ADJ
संभावित	potentieel	संभावित	potentieel	PROPN;NOM;SG;3	N;NEUT;SG
संभावित	potentie	संभावित	potentie	PROPN;NOM;SG;3	N;MASC+FEM;SG
संभावित	potentiële	संभावित	potentiel	PROPN;NOM;SG;3	ADJ
संभावित	mogelijke	संभावित	mogelijk	PROPN;NOM;SG;3	ADJ
संभावित	mogelijk	संभावित	mogelijk	PROPN;NOM;SG;3	ADJ
हमारी	ons	हम	ons	PRO;FEM;PL;1	PRO;ACC;1
मनाया	vierden	मना	vier	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
मूल्यांकन	meten	मूल्यांकन	meten	N;NOM;MASC;SG;3	V;NFIN
मूल्यांकन	metingen	मूल्यांकन	meting	N;NOM;MASC;SG;3	N;PL
मूल्यांकन	opmeten	मूल्यांकन	opmeten	N;NOM;MASC;SG;3	V;NFIN
वाक्य	zinnen	वाक्य	zin	N;NOM;MASC;SG;3	N;PL
वाक्य	vonnissen	वाक्य	vonnis	N;NOM;MASC;SG;3	N;PL
डाटा	gegevens	डाटा	gegeven	N;NOM;MASC;SG;3	N;PL
अनुरूप	medeklinker	अनुरूप	medeklinker	CONJ	N;MASC+FEM;SG
अनुरूप	passen	अनुरूप	passen	CONJ	V;NFIN
अनुरूप	fit	अनुरूप	fit	CONJ	ADJ
ध्वज	vlaggen	ध्वज	vlaggen	N;NOM;MASC;SG;3	N;PL
ध्वज	banners	ध्वज	banner	N;NOM;MASC;SG;3	N;PL
ध्वज	luxemburgs	ध्वज	luxemburgs	N;NOM;MASC;SG;3	ADJ
ध्वज	luxemburgse	ध्वज	luxemburgs	N;NOM;MASC;SG;3	ADJ
ध्वज	luxemburg	ध्वज	luxemburg	N;NOM;MASC;SG;3	PROPN;NEUT;SG
पुल	bruggen	पुल	bruggen	N;NOM;MASC;SG;3	N;PL
मोहन	mohan	मोहन	mohan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डाल	cast	डाल	cast	V;ACT	N;MASC+FEM;SG
डाल	gips	डाल	gips	V;ACT	N;NEUT;SG
फीट	voeten	फुट	voet	N;NOM;MASC;SG;3	N;PL
फीट	voetjes	फुट	voet	N;NOM;MASC;SG;3	N;PL
हल	ploegen	हल	ploeg	N;NOM;MASC;SG;3	N;PL
हल	ploegen	हल	ploeg	N;NOM;MASC;SG;3	N;PL
हल	opgelost	हल	oplossen	N;NOM;MASC;SG;3	V;V.PTCP
मास	mas	मास	mas		N;MASC+FEM;SG
मास	mass	मास	mass		
मास	massa	मास	massa		N;MASC+FEM;SG
पॉल	paulus	पॉल	paulus	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पॉल	paul	पॉल	paul	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तारों	ster	तारा	ster	N;ACC;MASC;PL;3	N;MASC+FEM;SG
तारों	star	तारा	star	N;ACC;MASC;PL;3	N;MASC+FEM;SG
करेगा	will	कर	will	V;MASC;IND;SG;3;FUT;FIN;ACT	
करेगा	zal	कर	zullen	V;MASC;IND;SG;3;FUT;FIN;ACT	V;SG;PRS;FIN
करेगा	zullen	कर	zullen	V;MASC;IND;SG;3;FUT;FIN;ACT	V;PL;PRS;FIN
साक्षात्कार	interviewen	साक्षात्कार	interviewen	N;NOM;MASC;SG;3	V;NFIN
साक्षात्कार	interviews	साक्षात्कार	interview	N;NOM;MASC;SG;3	N;PL
सेवाएं	dienstverlening	सेवा	dienstverlening	N;NOM;FEM;PL;3	N;MASC+FEM;SG
काउंटी	county	काउंटी	county	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
काउंटी	graafschap	काउंटी	graafschap	PROPN;NOM;MASC;SG;3	N;NEUT;SG
काउंटी	provincies	काउंटी	provincie	PROPN;NOM;MASC;SG;3	N;PL
काउंटी	cowboy	काउंटी	cowboy	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बीमा	verzekeringen	बीमा	verzekering	N;NOM;MASC;SG;3	N;PL
सुबह	morgen	सुबह	morgen	N;NOM;FEM;SG;3	ADV
सुबह	goeiemorgen	सुबह	goeiemorgen	N;NOM;FEM;SG;3	N;PL
सुबह	goedemorgen	सुबह	goedemorgen	N;NOM;FEM;SG;3	N;PL
मानचित्र	kaarten	मानचित्र	kaarten	N;NOM;MASC;SG;3	N;PL
खर्च	besteed	खर्च	besteden	N;NOM;MASC;SG;3	V;V.PTCP
खर्च	bestede	खर्च	bestede	N;NOM;MASC;SG;3	V;V.PTCP
खर्च	uitgegeven	खर्च	uitgeven	N;NOM;MASC;SG;3	V;V.PTCP
खर्च	uitgaven	खर्च	uitgave	N;NOM;MASC;SG;3	N;PL
खर्च	onkosten	खर्च	onkosten	N;NOM;MASC;SG;3	N;PL
खर्च	besteden	खर्च	besteden	N;NOM;MASC;SG;3	V;NFIN
खर्च	uitgeven	खर्च	uitgeven	N;NOM;MASC;SG;3	V;NFIN
खर्च	besteedt	खर्च	besteden	N;NOM;MASC;SG;3	V;SG;PRS;FIN
जातियाँ	gemeenschap	जाति	gemeenschap	N;NOM;FEM;PL;3	N;MASC+FEM;SG
जातियाँ	community	जाति	community	N;NOM;FEM;PL;3	N;MASC+FEM;SG
हाई	high	हाई	high	N;NOM	
हाई	hoog	हाई	hoog	N;NOM	ADJ
हाई	hoge	हाई	hoog	N;NOM	ADJ
विख्यात	opgemerkt	विख्यात	opmerken	PROPN;NOM;MASC;SG;3	V;V.PTCP
विख्यात	genoteerd	विख्यात	noteren	PROPN;NOM;MASC;SG;3	V;V.PTCP
फैला	spread	फैल	spread	V;PFV;MASC;SG;V.PTCP;ACT	
फैला	verspreiding	फैल	verspreiding	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
जंगल	bossen	जंगल	bossen	N;NOM;MASC;SG;3	N;PL
पैर	voet	पैर	voet	N;NOM;MASC;PL;3	N;MASC+FEM;SG
