douro	douro	douro	douro	N;MASC;SG	PROPN;NOM;MASC;SG
definidas	opredeljena	definido	opredeljen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
circuitos	vezja	circuito	vezja	N;MASC;PL	N;NOM;FEM;SG
circuitos	vezja	circuito	vezja	N;MASC;PL	N;NOM;FEM;SG
circuitos	vezje	circuito	vezja	N;MASC;PL	N;NOM;NEUT;SG
circuitos	dirkališče	circuito	dirkališče	N;MASC;PL	N;NOM;NEUT;SG
aeronáutica	letalskih	aeronáutico	letalski	N;FEM;SG	ADJ;GEN;MASC;PL
consecutivos	zaporedna	consecutivo	zaporeden	N;MASC;PL	ADJ;NOM;FEM;SG
consecutivos	zaporedoma	consecutivo	zaporedoma	N;MASC;PL	ADV
consecutivos	zaporedno	consecutivo	zaporeden	N;MASC;PL	ADJ;NOM;NEUT;SG
consecutivos	zaporedni	consecutivo	zaporeden	N;MASC;PL	ADJ;NOM;MASC;SG
esqui	smučarski	esqui	smučarski	N;MASC;SG	ADJ;NOM;MASC;SG
esqui	smučarskih	esqui	smučarski	N;MASC;SG	ADJ;GEN;MASC;PL
editada	urejena	editar	urejen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
editada	urejeni	editar	urejen	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
editada	izpuščeni	editar	izpuščen	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
divulgado	sproščeno	divulgar	sproščeno	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
divulgado	izpuščeni	divulgar	izpuščen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
divulgado	izpuščen	divulgar	izpuščen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
divulgado	izpuščena	divulgar	izpuščen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
divulgado	razkrita	divulgar	razkriti	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adulta	odraslih	adulta	odrasel	N;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
adulta	odrasel	adulta	odrasel	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
adulta	odrasli	adulta	odrasel	N;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
trilogia	trilogije	trilogia	trilogija	N;FEM;SG	N;NOM;FEM;PL
jenkins	jenkins	jenkin	jenkins	N;MASC;SG	
confirmada	potrjen	confirmar	potrjen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
confirmada	potrjeno	confirmar	potrjen	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
confirmada	potrjeni	confirmar	potrjen	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
confirmada	potrjena	confirmar	potrjen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
parciais	delno	parcial	delno	ADJ;MASC;PL	ADV
parciais	delna	parcial	delen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
parciais	delni	parcial	delen	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
bater	ritem	bater	ritem	V;NFIN	N;NOM;MASC;SG
bater	pretepanje	bater	pretepanje	V;NFIN	N;NOM;NEUT;SG
bater	pretepanja	bater	pretepanje	V;NFIN	N;GEN;NEUT;SG
bater	zadetek	bater	zadetek	V;NFIN	N;NOM;MASC;SG
bater	hit	bater	hit	V;NFIN	N;NOM;MASC;SG
coreana	korejsko	coreana	korejski	N;FEM;SG	ADJ;NOM;NEUT;SG
coreana	korejski	coreana	korejski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
influente	vplivni	influente	vpliven	ADJ;MASC;SG	ADJ;NOM;MASC;PL
influente	vplivne	influente	vpliven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
partindo	odhod	partir	odhod	V;V.MSDR	N;NOM;MASC;SG
varsóvia	varšavi	varsóvia	varšava	N;FEM;SG	PROPN;NOM;FEM;SG
through	skoz	through	skoz	N;MASC;SG	
through	skozi	through	skozi	N;MASC;SG	ADP;ACC
script	skriptni	script	skripten	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
aproveitando	uživanje	aproveitar	uživanje	V;V.MSDR	N;NOM;NEUT;SG
estágios	pripravništvo	estágio	pripravništvo	N;MASC;PL	N;NOM;NEUT;SG
estágios	pripravništva	estágio	pripravništvo	N;MASC;PL	N;GEN;NEUT;SG
terminado	končano	terminar	končan	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
terminado	končana	terminar	končan	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
traça	vešča	traçar	vešča	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
proteína	beljakovin	proteína	beljakovina	N;FEM;SG	N;GEN;FEM;PL
proteína	proteini	proteína	protein	N;FEM;SG	N;NOM;MASC;PL
proteína	beljakovine	proteína	beljakovina	N;FEM;SG	N;NOM;FEM;PL
dominicana	dominikanski	dominicano	dominikanski	N;FEM;SG	ADJ;NOM;MASC;SG
bin	bin	bin	bin	N;MASC;SG	
swift	swift	swift	swift	N;MASC;SG	PROPN;NOM;MASC;SG
leslie	leslie	leslie	leslet	N;MASC;SG	PROPN;NOM;MASC;SG
parente	relativna	parente	relativen	N;MASC;SG	ADJ;NOM;FEM;SG
parente	relativno	parente	relativno	N;MASC;SG	ADV
nuvens	oblak	nuvem	oblak	N;FEM;PL	N;NOM;MASC;SG
nuvens	cloud	nuvem	cloud	N;FEM;PL	N;NOM;MASC;SG
fêmea	ženski	fêmea	ženski	N;FEM;SG	ADJ;NOM;MASC;SG
distâncias	razdalje	distância	razdalja	N;FEM;PL	N;NOM;FEM;SG
distâncias	oddaljenost	distância	oddaljenost	N;FEM;PL	N;NOM;FEM;SG
distâncias	razdalja	distância	razdaljati	N;FEM;PL	N;NOM;FEM;SG
semanal	tedensko	semanal	tedensko	ADJ;MASC;SG	ADV
macedônia	makedonski	macedônia	makedonski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
ávila	ávila	ávila	žvila	N;MASC;SG	PROPN;NOM;MASC;SG
essenciais	bistveno	essencial	bistveno	ADJ;MASC;PL	ADV
essenciais	bistvena	essencial	bistven	ADJ;MASC;PL	ADJ;NOM;FEM;SG
ensinar	poučevanje	ensinar	poučevanje	V;NFIN	N;NOM;NEUT;SG
cola	lepila	cola	lepiti	N;FEM;SG	N;NOM;NEUT;PL
sobreviveu	preživeli	sobreviver	preživeti	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;V.PTCP
ângelo	angelo	ângelo	angelo	N;MASC;SG	PROPN;NOM;FEM;SG
key	ključno	key	ključen	N;MASC;SG	ADJ;NOM;NEUT;SG
residente	prebivalec	residente	prebivalec	ADJ;MASC;SG	N;NOM;MASC;SG
garotas	punci	garota	punca	N;FEM;PL	N;NOM;FEM;SG
emily	emily	emily	emily	N;FEM;SG	PROPN;NOM;FEM;SG
carla	carla	carla	carel	N;FEM;SG	PROPN;NOM;MASC;SG
periódico	periodično	periódico	periodično	N;MASC;SG	ADV
obrigatório	obvezno	obrigatório	obvezno	ADJ;MASC;SG	ADV
obrigatório	obvezne	obrigatório	obvezen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
obrigatório	zahtevani	obrigatório	zahtevan	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
obrigatório	obvezno	obrigatório	obvezno	ADJ;MASC;SG	ADV
obrigatório	obvezno	obrigatório	obvezno	ADJ;MASC;SG	ADV
obrigatório	obvezne	obrigatório	obvezen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
preservar	ohranjanje	preservar	ohranjanje	V;NFIN	N;NOM;NEUT;SG
cook	cook	cook	cook	N;MASC;SG	PROPN;NOM;MASC;SG
equipado	nameščena	equipar	nameščen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
equipado	vgrajen	equipar	vgrajen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
equipado	opremljen	equipar	opremljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
equipado	opremljena	equipar	opremljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
equipado	opremljeno	equipar	opremljeno	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
equipado	opremljeni	equipar	opremljen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
equipado	opremljene	equipar	opremljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
sódio	natrijev	sódio	natrijev	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
concordou	dogovorjena	concordar	dogovorjen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
concordou	dogovorjeni	concordar	dogovorjen	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
concordou	dogovorjeno	concordar	dogovorjen	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
contínuo	neprekinjen	contínuo	neprekinjen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
contínuo	neprekinjeno	contínuo	neprekinjen	N;MASC;SG	ADV
early	zgodnje	early	zgodnji	N;MASC;SG	ADJ;NOM;NEUT;SG
early	zgodnja	early	zgodnja	N;MASC;SG	ADJ;NOM;FEM;SG
early	zgodnji	early	zgodnji	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
early	zgodaj	early	zgodaj	N;MASC;SG	ADV
acompanhamento	spremljevalni	acompanhamento	spremljevalen	N;MASC;SG	ADJ;NOM;MASC;SG
acompanhamento	spremljevalne	acompanhamento	spremljevalen	N;MASC;SG	ADJ;NOM;FEM;PL
acompanhamento	spremni	acompanhamento	spremeniti	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
bebida	piti	beber	piti	N;FEM;SG	V;IPFV;NFIN
máscara	maske	máscara	maska	N;FEM;SG	N;NOM;FEM;PL
máscara	mask	máscara	maska	N;FEM;SG	N;GEN;FEM;PL
gostava	všeč	gostar	všeč	V;IND;SG;3;IPFV;FIN	ADV
daria	daria	dar	daria	V;COND;SG;3;FIN	N;NOM;MASC;SG
random	naključna	randar	naključen	N;MASC;SG	ADJ;NOM;FEM;SG
random	naključno	randar	naključno	N;MASC;SG	ADV
random	naključni	randar	naključen	N;MASC;SG	ADJ;NOM;MASC;SG
random	naključen	randar	naključen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
shadow	sence	shadow	senca	N;MASC;SG	N;NOM;FEM;PL
fatal	smrtno	fatal	smrtno	ADJ;MASC;SG	ADV
abandonada	zapuščen	abandonar	zapuščen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
abandonada	zapuščena	abandonar	zapuščen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
abandonada	zapuščeni	abandonar	zapuščen	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
abandonada	zapuščeno	abandonar	zapuščen	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dividir	narazen	dividir	narazen	V;NFIN	ADV
dividir	split	dividir	split	V;NFIN	N;NOM;MASC;SG
obrigada	zahvala	obrigar	zahvala	V;FEM;SG;V.PTCP	N;NOM;FEM;SG
obrigada	hvala	obrigar	hvala	V;FEM;SG;V.PTCP	N;NOM;FEM;SG
tropa	čete	tropa	četa	N;FEM;SG	N;NOM;FEM;PL
indicados	nominiranci	indicar	nominiranec	V;MASC;PL;V.PTCP	N;NOM;MASC;PL
indicados	predstavljeni	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
indicados	predstavljeno	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
indicados	predstavljene	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
indicados	predstavljena	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
indicados	predstavljenih	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
indicados	predstavljen	indicar	predstavljen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
indicados	indicirano	indicar	indicirano	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
revolution	revolucije	revolution	revolucija	N;MASC;SG	N;NOM;FEM;PL
lealdade	zvestobe	lealdade	zvestob	N;FEM;SG	N;NOM;FEM;PL
exemplar	vzorno	exemplar	vzoren	N;MASC;SG	ADV
deixe	dopust	deixar	dopust	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG
deixe	zapusti	deixar	zapustiti	V;SBJV;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
maciço	ogromen	maciço	ogromen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ilustrado	prikazano	ilustrar	prikazan	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ilustrado	prikazan	ilustrar	prikazan	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
lava	lave	lavar	lava	N;FEM;SG	N;NOM;FEM;PL
islâmica	islamske	islâmico	islamski	N;FEM;SG	ADJ;NOM;FEM;PL
islâmica	islamski	islâmico	islamski	N;FEM;SG	ADJ;NOM;MASC;SG
observou	opažena	observar	opažen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
observou	opaženi	observar	opažen	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
observou	opažene	observar	opažen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
observou	opaženo	observar	opažen	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
observou	zabeležena	observar	zabeležen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
observou	zabeleženo	observar	zabeležen	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
quântica	kvantno	quântico	kvanten	N;FEM;SG	ADV
quântica	kvantni	quântico	kvanten	N;FEM;SG	ADJ;NOM;MASC;SG
five	pet	fiver	pet	N;MASC;SG	NUM;NOM;PL
five	five	fiver	fiv	N;MASC;SG	
armado	oboroženi	armar	oborožen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
armado	oborožena	armar	oborožen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
armado	oborožen	armar	oborožen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
armado	oborožene	armar	oborožen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
valle	valle	valler	valle	N;MASC;SG	PROPN;NOM;MASC;SG
alba	alba	alba	alba	N;FEM;SG	PROPN;NOM;FEM;SG
chances	verjetnost	chance	verjetnost	N;FEM;PL	N;NOM;FEM;SG
vendendo	prodaja	vender	prodaja	V;V.MSDR	N;NOM;FEM;SG
mason	mason	mason	mason	N;MASC;SG	PROPN;NOM;MASC;SG
alonso	alonzo	alonso	alonza	N;MASC;SG	
ira	ira	ira	ir	N;FEM;SG	PROPN;NOM;FEM;SG
obrigação	obveznosti	obrigação	obveznost	N;FEM;SG	N;NOM;FEM;PL
reconheceu	priznana	reconhecer	priznan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
reconheceu	priznan	reconhecer	priznan	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
contratos	naročila	contrato	naročiti	N;MASC;PL	V;PFV;FEM;SG;V.PTCP
future	prihodnje	future	prihodnji	N;MASC;SG	ADJ;NOM;NEUT;SG
future	bodoči	future	bodoč	N;MASC;SG	ADJ;NOM;MASC;PL
vira	obrni	ver	obrniti	V;IND;SG;3;FUT;FIN	V;PFV;IMP;SG;2;FIN
destaques	poudarja	destaque	poudarjati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
destaques	predstavljeni	destaque	predstavljen	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
destaques	predstavljeno	destaque	predstavljen	N;MASC;PL	ADJ;NOM;NEUT;SG;V.PTCP
destaques	predstavljene	destaque	predstavljen	N;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
destaques	predstavljena	destaque	predstavljen	N;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
destaques	predstavljenih	destaque	predstavljen	N;MASC;PL	ADJ;GEN;MASC;PL;V.PTCP
destaques	predstavljen	destaque	predstavljen	N;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
definitivo	dokončne	definitivo	dokončen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
definitivo	dokončno	definitivo	dokončno	ADJ;MASC;SG	ADV
express	izraziti	express	izraziti	N;MASC;SG	V;PFV;NFIN
polar	polarni	polar	polaren	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
bateu	zadetek	bater	zadetek	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
bateu	hit	bater	hit	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
mista	mešani	misturar	mešan	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
mista	mešana	misturar	mešan	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
mista	mešane	misturar	mešan	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
mista	mešano	misturar	mešan	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
convencer	prepričljiva	convencer	prepričljiv	V;NFIN	ADJ;NOM;FEM;SG
convencer	prepričljiv	convencer	prepričljiv	V;NFIN	ADJ;NOM;INDF;MASC;SG
convencer	prepričljivo	convencer	prepričljivo	V;NFIN	ADV
antropologia	antropologije	antropologia	antropologija	N;FEM;SG	N;NOM;FEM;PL
nicole	nicole	nicole	nicole	N;FEM;SG	PROPN;NOM;FEM;SG
executada	usmrtili	executar	usmrtiti	V;FEM;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
executada	izvršena	executar	izvršen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
executada	usmrčen	executar	usmrčen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kiev	kijevu	kiev	kijeva	N;MASC;SG	PROPN;DAT;MASC;SG
kiev	kijevu	kiev	kijeva	N;MASC;SG	PROPN;DAT;MASC;SG
meneses	meneses	menese	meneses	N;MASC;SG	
powell	powell	powell	powelati	N;MASC;SG	
apropriado	ustrezno	apropriar	ustrezno	V;MASC;SG;V.PTCP	ADV
apropriado	primerno	apropriar	primeren	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
apropriado	ustrezna	apropriar	ustrezen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
apropriado	primerna	apropriar	primeren	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
apropriado	ustrezen	apropriar	ustrezen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
israelense	izraelske	israelense	izraelski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
bueno	bueno	bueno	bueno	N;MASC;SG	ADJ;NOM;NEUT;SG
estuda	študija	estudar	študij	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
miles	kilometre	mile	kilometer	N;MASC;SG	N;ACC;MASC;PL
miles	kilometri	mile	kilometer	N;MASC;SG	N;NOM;MASC;PL
miles	miles	mile	miles	N;MASC;SG	
miles	kilometrov	mile	kilometer	N;MASC;SG	N;GEN;MASC;PL
miles	milj	mile	milja	N;MASC;SG	N;NOM;FEM;PL
cresce	rastejo	crescer	rasti	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
cláudia	claudia	cláudia	claudia	N;FEM;SG	PROPN;NOM;FEM;SG
cláudia	claude	cláudia	clauda	N;FEM;SG	PROPN;NOM;MASC;SG
correspondência	ujemanja	correspondência	ujemanje	N;FEM;SG	N;NOM;NEUT;PL
exames	preizkusi	exame	preizkus	N;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
istambul	istanbulu	istambul	istanbulel	N;MASC;SG	PROPN;DAT;MASC;SG
istambul	istanbul	istambul	istanbul	N;MASC;SG	PROPN;NOM;MASC;SG
orientado	usmerjena	orientar	usmerjen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
folclore	folklore	folclore	folklor	N;MASC;SG	N;NOM;FEM;PL
negrito	drzno	negrito	drzno	N;MASC;SG	ADV
negrito	drzen	negrito	drzen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
negrito	drzna	negrito	drzno	N;MASC;SG	ADJ;NOM;FEM;SG
negrito	drzni	negrito	drzen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
tracy	tracy	tracy	tracy	N;MASC;SG	PROPN;NOM;MASC;SG
rituais	obred	ritual	obred	N;MASC;PL	N;NOM;MASC;SG
rituais	ritual	ritual	ritual	N;MASC;PL	N;NOM;MASC;SG
chan	chan	chan	chan	N;MASC;SG	PROPN;NOM;MASC;SG
louise	louise	louise	louis	N;FEM;SG	PROPN;NOM;FEM;SG
cachorro	dog	cachorro	dog	N;MASC;SG	
cachorro	pasja	cachorro	pasja	N;MASC;SG	ADJ;NOM;FEM;SG
cachorro	pasji	cachorro	pasja	N;MASC;SG	ADJ;NOM;MASC;SG
amanda	amanda	amanda	amanda	N;FEM;SG	PROPN;NOM;FEM;SG
guardas	straža	guarda	straž	N;MASC;PL	N;NOM;FEM;SG
significativas	smiseln	significativo	smiseln	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
significativas	precejšnje	significativo	precejšnji	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
beijo	kiss	beijo	kiss	N;MASC;SG	
tubo	cevi	tubo	cev	N;MASC;SG	N;NOM;FEM;PL
finlandês	finska	finlandês	finski	N;MASC;SG	ADJ;NOM;FEM;SG
finlandês	finsko	finlandês	finski	N;MASC;SG	ADJ;NOM;NEUT;SG
finlandês	finski	finlandês	finski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
abrindo	odprtje	abrir	odprtje	V;V.MSDR	N;NOM;NEUT;SG
abrindo	otvoritev	abrir	otvoritev	V;V.MSDR	N;NOM;FEM;SG
abrindo	odpiranje	abrir	odpiranje	V;V.MSDR	N;NOM;NEUT;SG
pólo	pola	pólo	pola	N;MASC;SG	N;NOM;MASC;DU
álvares	álvares	álvar	álvares	N;MASC;PL	
hemisfério	polobli	hemisfério	polobli	N;MASC;SG	ADJ;NOM;MASC;SG
paroquial	župnijsko	paroquial	župnijski	N;MASC;SG	ADJ;NOM;NEUT;SG
tecnológica	tehnološke	tecnológico	tehnološki	N;FEM;SG	ADJ;NOM;FEM;PL
tecnológica	tehnološka	tecnológico	tehnološki	N;FEM;SG	ADJ;NOM;FEM;SG
tecnológica	tehnološko	tecnológico	tehnološki	N;FEM;SG	ADV
tecnológica	tehnološki	tecnológico	tehnološki	N;FEM;SG	ADJ;NOM;MASC;SG
philippe	philippe	philippe	philippa	N;MASC;SG	PROPN;NOM;MASC;SG
eclesiástica	cerkveni	eclesiástico	cerkven	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
eclesiástica	cerkvene	eclesiástico	cerkven	N;FEM;SG	ADJ;NOM;FEM;PL
mandado	nalog	mandar	naloga	V;MASC;SG;V.PTCP	N;NOM;FEM;PL
pastoral	pastirska	pastoral	pastirski	N;MASC;SG	ADJ;NOM;FEM;SG
promove	spodbujanje	promover	spodbujanje	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
nathan	nathan	nathan	nathan	N;MASC;SG	PROPN;NOM;MASC;SG
stand	stati	stand	stati	N;MASC;SG	V;IPFV;NFIN
desportos	športni	desporto	športen	N;MASC;PL	ADJ;NOM;MASC;SG
desportos	šport	desporto	šport	N;MASC;PL	N;NOM;MASC;SG
desportos	športne	desporto	športen	N;MASC;PL	ADJ;NOM;FEM;PL
desportos	športna	desporto	športen	N;MASC;PL	ADJ;NOM;FEM;SG
paolo	paolo	paolo	paoti	N;MASC;SG	PROPN;NOM;MASC;SG
sentidos	čutila	sentido	čutiti	N;MASC;PL	V;IPFV;FEM;SG;V.PTCP
radicais	radikalne	radical	radikalen	N;MASC;PL	ADJ;NOM;FEM;PL
radicais	radikalno	radical	radikalen	N;MASC;PL	ADV
estimativa	ocenjeno	estimativa	ocenjen	N;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
estimativa	ocenjen	estimativa	ocenjen	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
estimativa	ocenjeni	estimativa	ocenjen	N;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
estimativa	ocenjena	estimativa	ocenjen	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
avaliações	vrednotenja	avaliação	vrednotenje	N;FEM;PL	N;GEN;NEUT;SG
avaliações	vrednotenje	avaliação	vrednotenje	N;FEM;PL	N;NOM;NEUT;SG
avaliações	vrednotenja	avaliação	vrednotenje	N;FEM;PL	N;GEN;NEUT;SG
liberação	izpusti	liberação	izpustiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
liberação	osvoboditve	liberação	osvoboditev	N;FEM;SG	N;NOM;FEM;PL
intenções	nameni	intenção	nameniti	N;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
intenções	namere	intenção	namera	N;FEM;PL	N;NOM;FEM;SG
intenções	namen	intenção	namen	N;FEM;PL	N;NOM;MASC;SG
intenções	namera	intenção	namera	N;FEM;PL	N;NOM;FEM;SG
intenções	namera	intenção	namera	N;FEM;PL	N;NOM;FEM;SG
faces	lica	face	lica	N;FEM;PL	N;NOM;MASC;SG
príncipes	prince	príncipe	prince	N;MASC;PL	
dog	dog	dog	dog	N;MASC;SG	
dog	pasja	dog	pasja	N;MASC;SG	ADJ;NOM;FEM;SG
dog	pasji	dog	pasja	N;MASC;SG	ADJ;NOM;MASC;SG
valência	valence	valência	valence	N;FEM;SG	N;NOM;FEM;PL
influentes	vpliven	influente	vpliven	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
influentes	vplivna	influente	vpliven	ADJ;MASC;PL	ADJ;NOM;FEM;SG
restaurar	obnovi	restaurar	obnova	V;NFIN	N;DAT;FEM;SG
restaurar	obnavljanje	restaurar	obnavljanje	V;NFIN	N;NOM;NEUT;SG
marfim	slonokoščeni	marfim	slonokoščen	N;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP
palmas	palmas	palma	palmas	N;FEM;PL	N;NOM;MASC;SG
palmas	dlani	palma	dlan	N;FEM;PL	N;NOM;FEM;SG
garante	porok	garantir	porok	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
reconhecidos	priznani	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
reconhecidos	priznan	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconhecidos	priznana	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconhecidos	priznano	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reconhecidos	priznane	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
