категорија	kategooria
баба	vanaema
баба	vanaema
баба	vanaema
кулата	tower
кулата	torn
градоначалник	linnapea
женска	chica
женска	naissoost
женска	chick
женска	tibi
женска	tibu
асоцијација	assotsiatsioon
популација	populatsioon
популација	populatsiooni
популација	rahvastik
популација	elanikkond
популација	rahvaarv
израз	väljend
израз	väljendus
граѓанска	tsiviil
граѓанска	civic
поим	idee
поим	mõte
двор	tagahoovis
двор	õu
двор	õue
бенд	bänd
бенд	ansambel
рипка	kuldkala
шампиони	meistrid
објавено	avaldatud
објавено	kursis
објавено	lähetatud
дух	vaim
дух	vaimu
дух	kummitus
дух	tont
дух	vaim
загуби	kahjum
загуби	kaod
загуби	eksinud
загуби	kaotas
загуби	kadunud
загуби	kaotatud
сектор	sektor
пораст	tõuse
пораст	tõus
пораст	kasv
пораст	majanduskasv
хајнрих	heinrich
антонио	antonio
држи	hoia
околните	ümbritsev
околните	ümbritseva
околните	ümbritsevad
гвинеја	guinea
лично	isiklik
лично	isiklikud
лично	isiklikult
возачи	sõitjad
возачи	autojuhid
возачи	juhid
фердинанд	ferdinand
стр	str
јордан	jordan
јордан	jordaania
архитект	arhitekti
архитект	arhitekt
победник	võitja
дополнително	täiendavad
дополнително	täiendav
основното	liht
основното	elementaarne
медиуми	meedia
некаде	kuskil
некаде	kusagil
произведува	toodab
реакции	reaktsioonid
почна	alustatud
почна	alanud
почна	käivitatud
почна	algas
почна	hakkas
почна	alustas
али	aly
али	ali
елена	helena
елена	elena
елена	helen
посветен	pühendatud
посветен	pühendunud
интервју	intervjuu
интервју	intervjuud
основач	asutaja
независни	sõltumatud
независни	iseseisev
независни	sõltumatu
независни	sõltumatud
набрзо	varsti
пронајдени	leidis
пронајдени	leiti
пронајдени	leitud
напишани	kirjutatud
напишани	kirjalik
напишани	kirjutanud
турци	türklased
љубовта	armastan
љубовта	love
љубовта	armastus
љубовта	armastust
став	hoiak
став	suhtumine
став	hoiak
централен	kesksed
централен	kesk
централен	keskosa
централен	keskne
ерик	eric
киселина	hape
киселина	happe
казна	karistus
казна	karistuse
казна	lause
давид	david
постигне	saavutab
постигне	saavuta
постигне	saavutada
јорк	york
јорк	yorki
верзии	versioonid
дадена	antud
тракија	thrace
влезот	sissepääs
влезот	sisenemine
џексон	jackson
водач	liider
водач	juht
водач	leader
црни	mustad
црни	black
црни	musta
црни	must
рамка	kaader
рамка	raam
рамка	raami
боливија	boliivia
бугарска	bulgaaria
критика	kriitikat
критика	kriitika
критика	kriitika
критика	kriitikat
критика	kriitika
иднина	tulevikku
иднина	tulevik
шампионите	meistrid
генерално	üldiselt
генерално	üldjuhul
апостол	apostel
исхрана	toitumine
исхрана	toitumise
целина	terve
целина	terved
целина	tervik
целина	tervelt
седиштето	staap
седиштето	peakorter
потреби	vajadused
потреби	vajab
одржа	hoitud
улица	tänav
командант	komandör
важи	kehtiv
важи	kehtib
важи	rakendub
широк	laiad
широк	lai
широк	laia
рече	ütles
векови	sajandeid
векови	sajandite
проширување	laienemine
проширување	laiendamine
проширување	laienemine
проширување	laiendada
проширување	laiendamine
проширување	laieneb
дефиниција	mõiste
дефиниција	definitsioon
дефиниција	määratlus
домашни	riigisisesed
домашни	kodumaine
најдобри	parima
најдобри	parimad
најдобри	parimat
најдобри	parim
изврши	hukka
изврши	hukata
изврши	käivita
изврши	jooks
спречи	ennetada
копии	koopiad
копии	koopiaid
продукција	tootmine
продукција	toodang
пејачка	singer
пејачка	laulja
богатство	aare
богатство	varandus
богатство	varandus
богатство	rikkust
богатство	rikkuse
богатство	rikkus
вест	news
вест	uudis
вест	uudised
вест	west
вест	lääs
вест	lääne
финансии	rahastada
финансии	rahandus
финансии	rahandus
грешки	vead
грешки	vigu
грешки	vead
електронски	elektron
електронски	elektroonilised
електронски	elektrooniline
електронски	elektroonilisel
електронски	elektrooniliselt
лидер	liider
лидер	juht
лидер	leader
морал	moraali
морал	moraal
морал	moraali
морал	moraal
питер	peter
питер	peeter
занимање	kutsumus
занимање	okupatsiooni
занимање	amet
часови	tundides
часови	tunde
часови	tunnid
часови	tundi
часови	tunni
часови	tunnis
часови	tunnitasu
часови	klassid
часови	tunnid
одговорен	vastutustundlik
одговорен	vastutav
различна	teistsugune
различна	erinevad
различна	erinev
виктор	victor
виктор	viktor
освојување	vallutus
освојување	vallutama
освојување	vallutada
тимови	meeskonnad
тимови	rühmad
чин	auaste
чин	akt
чин	tegutsema
чин	act
корист	kasu
богови	jumalad
пост	postitust
пост	post
пост	postitus
девојка	sõbranna
девојка	tüdruksõber
девојка	tüdruk
робови	orjad
граѓаните	kodanikud
присутни	osalejad
присутни	olevik
присутни	kingitus
демократска	demokraatlik
демократска	demokraatlikud
месечината	kuu
месечината	moon
слободни	vabad
слободни	vaba
слободни	free
слободни	tasuta
подобри	parem
подобри	paremad
подобри	paremini
подобри	parandada
влез	kirje
влез	sissekanne
влез	sisenemine
влез	sissepääs
влез	sisenemine
нивна	nende
баварија	baieri
бран	kliid
бран	laine
жртви	ohvreid
жртви	ohvrid
жртви	ohverdusi
жртви	kaotused
гласови	hääli
гласови	hääled
гласови	hääli
гласови	hääled
крило	tiib
крило	tiiva
крило	tiib
устав	põhiseadus
одржуваат	hooldatud
