apie	關於
skr	scr
pasirašytas	訂閱
lapė	狐
lapė	狐狸
lapė	fox
koledžas	學院
koledžas	書院
koledžas	大學
kolonistų	殖民者
beisbolo	棒球
parms	parms
baldai	家俱
baldai	傢具
baldai	傢俱
autonomijos	自主
autonomijos	自治
kvapą	氣味
jausmus	感受
jausmus	感情
dėžutė	箱
dėžutė	框
dėžutė	盒
dėžutė	盒子
dėžutė	方框
dėžutė	信箱
dėžutė	郵箱
dėžutė	郵筒
kiaulės	豬
est	est
kenijos	肯亞
honda	本田
imtynių	摔跤
imtynių	摔角
grūdai	糧食
grūdai	穀物
grūdai	糧
grūdai	穀物
grūdai	穀類
grūdai	穀物
grūdai	麥片
grūdai	穀物
grūdai	穀類
gyvatė	蛇
tyrinėti	探索
chronologija	時序
chronologija	年表
prietaisas	電器
prietaisas	用具
prietaisas	家電
prietaisas	儀器
prietaisas	器械
užbaigti	完成
ingrida	ingrid
birželis	淳
birželis	俊
birželis	六月份
birželis	六月
lotus	lotus
lotus	蓮花
lotus	蓮
meistrai	工匠
kabineto	內閣
komentarai	評論
komentarai	意見
elektroninių	電子
vaikinas	guy
vaikinas	男朋友
vaikinas	男友
traukiniai	火車
traukiniai	列車
gold	金
gold	金子
gold	黃金
gold	金色
gold	gold
žolė	草
žolė	草地
žolė	草叢
žolė	大麻
žolė	雜草
tottenham	tottenham
persekiojimo	迫害
geba	能力
rightarm	rightarm
roundel	roundel
slavia	slavia
infekcijos	感染
uždegimas	發炎
uždegimas	炎症
chemija	化學
monako	摩納哥
nepriklausomybė	獨立
patiekalas	小菜
patiekalas	菜
dvigubas	雙重
prototipas	原型
atskleidžia	揭示
gina	捍衛
traukia	吸引
miręs	死
apple	apple
apple	蘋果
veikiančių	奔跑
veikiančių	跑步
veikiančių	運行
sugrįžimas	東山再起
sugrįžimas	復出
jimmy	jimmy
plokštė	板
jaunimas	青年
jaunimas	青春
jaunimas	青少年
bombos	炸彈
bombos	炸彈
stiprinti	加強
stiprinti	加強
kiemas	院子
kiemas	碼
kiemas	庭院
eksportas	出口
eksportas	出口
dvasinis	靈性
dvasinis	精神
faraonas	法老
iranas	伊朗
laukia	等候
laukia	等待
kopenhagoje	奶奶
kopenhagoje	阿嬤
maršrutas	路線
maršrutas	行程
sint	sint
dažnis	頻率
mauzoliejus	皇陵
mauzoliejus	陵
mauzoliejus	陵墓
gerovės	繁榮
gerovės	福利
jon	jon
somalio	索馬利亞
ein	ein
galaktikų	星系
vertinimas	估價
vertinimas	評估
pranešimas	通知
hip	hip
hip	臀
hip	臀部
hip	髖
instruktorius	教員
prisiminimai	記憶
prisiminimai	回憶
audros	風暴
audros	暴風
audros	風暴
audros	暴風雨
standartizacijos	標準化
nagrinėti	探索
diplomas	文憑
diplomas	證言
diplomas	證詞
urugvajus	烏拉圭
oksfordo	牛津
koledžo	學院
koledžo	書院
koledžo	大學
eteryje	醚
telekomunikacijų	電訊
telekomunikacijų	電信
telekomunikacijų	電訊
telekomunikacijų	電信
alfredo	alfredo
renkasi	集合
kovotojas	拳手
kovotojas	鬥士
kamera	鏡頭
kamera	照相機
kamera	相機
kamera	攝影機
miego	睡
miego	睡眠
miego	睡覺
rinkimo	募款
domas	dom
klinikos	門診
klinikos	診所
žemynas	大洲
žemynas	大陸
griovį	溝
griovį	溝渠
dūmai	煙
dūmai	吸煙
dūmai	煙霧
pasiekimų	成就
pasiekimų	成績
migracija	移徙
migracija	移民
migracija	遷徙
migracija	移民
migracija	移民局
reklama	廣告
ann	ann
apleista	廢棄
apleista	遺棄
apleista	不朽
antis	鴨
antis	鴨子
antis	鴨
antis	鴨子
eilutės	線條
eilutės	線
nebent	除非
sojų	大豆
tabakas	煙草
logistikos	物流
logistikos	後勤
mitas	神話
pulką	團
pulką	兵團
žudynės	屠殺
žudynės	大屠殺
apskaičiuoti	計算
sergio	sergio
apleistas	廢棄
apleistas	遺棄
autonomija	自主
autonomija	自治
karštas	熱
karštas	燙
isp	isp
tarnauja	服務
vilnos	羊毛
žievės	吠
žievės	樹皮
pilietinių	公民
laivybos	運費
laivybos	出貨
laivybos	航運
laivybos	航海
aiški	純潔
aiški	純純
aiški	純
aiški	純粹
kailio	皮草
kailio	皮毛
kailio	毛皮
šautuvai	步槍
sodininkystės	園藝
sodininkystės	園藝
sodininkystės	園藝
slidinėjimas	滑雪
stuburo	脊髓
gatvėse	街道
remontas	修復
remontas	維修
remontas	修理
remontas	修繕
remontas	維修
remontas	修繕
remontas	修理
susitikimai	會議
žaliojo	角
dažų	畫
dažų	油漆
dažų	顏料
dažų	染色
dažų	染料
dažų	染
vandenis	水域
mokesčiai	收費
mokesčiai	稅務
mokesčiai	稅收
mokesčiai	稅
mokesčiai	稅款
mokesčiai	費用
mokesčiai	收費
mokesčiai	手續費
benz	賓士
madona	聖母
ian	ian
unix	unix
laikraščiai	報章
laikraščiai	報刊
genealogija	家譜
puslaidininkių	半導體
pažeidimas	侵犯
bulvės	土豆
bulvės	馬鈴薯
bulvės	土豆
bulvės	馬鈴薯
surinkimo	擷取
surinkimo	捕捉
surinkimo	捕獲
blogio	惡
blogio	邪惡
gyvačių	蛇
magnio	鎂
riešutų	堅果
riešutų	核桃
riešutų	胡桃
žandikaulio	顎
žandikaulio	頜
šiluminė	熱
šiluminė	熱火
šiluminė	加熱
šiluminė	熱力
šiluminė	熱量
integracijos	融合
integracijos	整合
gegužė	mai
gegužė	邁
nelaisvėje	俘虜
istorijų	故事
istorijų	動態
roplių	爬蟲類
ledynas	冰川
baritonas	男中音
kaimynai	鄰
kaimynai	鄰居
kaimynai	鄰國
kaimynai	鄰居
elniai	鹿
kompetencijos	卓越
pelėda	貓頭鷹
pelėda	鴞
grenlandijos	格陵蘭
ragas	牛角
ragas	喇叭
ragas	號角
dienoraštis	日記
membranos	膜
adamas	adam
adamas	亞當
naikinimo	破壞
naikinimo	毀滅
naikinimo	毀壞
naikinimo	銷毀
aek	aek
milanas	米蘭
ašis	軸
ašis	軸線
ašis	軸
ašis	軸心
jauniklius	小熊
kukurūzų	玉米
gėrimo	藥水
tautybių	民族
tulžies	膽汁
angelas	angel
angelas	天使
gyva	活
gyva	直播
gyva	live
gyva	活著
suaugusiems	成人
suaugusiems	成年人
suaugusiems	成年
geto	貧民窟
geto	貧民區
uždavinys	任務
svečiai	賓客
svečiai	來賓
svečiai	客人
žiema	winter
žiema	冬
žiema	冬季
žiema	冬天
gerti	喝
gerti	喝酒
atlas	atlas
senatorius	參議員
senatorius	議員
uždrausti	禁止
ryte	早晨
ryte	早上
ryte	上午
fakultetų	院系
atsargų	供應
atsargų	用品
atsargų	準備金
atsargų	儲備
atsargų	股票
atsargų	存貨
atsargų	庫存
apyvarta	吞吐量
ortodoksų	東正教
ortodoksų	正統
ortodoksų	正教
kurtas	kurt
kurtas	curtis
kieme	院子
kieme	庭院
kario	咖哩
molis	黏土
molis	泥
molis	粘土
tuberkuliozės	肺結核
tuberkuliozės	結核
tuberkuliozės	結核病
stipendija	獎學金
trio	三重唱
įrankius	齒輪
pluoštas	纖維
muhammad	穆罕默德
hormonų	激素
hormonų	荷爾蒙
ausies	耳
ausies	耳朵
sniegas	下雪
sniegas	雪
sniegas	snow
pagirių	解酒
pagirių	宿醉
riešutai	核桃
pilvas	腹
pilvas	腹部
pilvas	肚子
pilvas	肚皮
suvokimas	感知
suvokimas	知覺
žiurkės	鼠
žiurkės	耗子
žiurkės	老鼠
cinko	鋅
butano	丁烷
javai	穀物
javai	穀類
javai	麥片
javai	穀物
javai	穀類
tunelis	地道
tunelis	隧道
realizmo	現實主義
silpnas	弱
silpnas	虛弱
silpnas	弱者
silpnas	軟弱
silpnas	薄弱
slėniai	山谷
bomba	炸彈
didžiulė	巨大
storas	肥
storas	脂肪
storas	胖
galūnių	肢
galūnių	肢體
galūnių	四肢
galūnių	肢
tvirtas	固體
tvirtas	固態
tvirtas	實心
tvirtas	扎實
tvirtas	堅固
tvirtas	強大
tvirtas	強壯
tvirtas	強烈
tvirtas	強
tvirtas	堅強
ožkos	山羊
apgulties	包圍
apgulties	圍城
apgulties	圍困
apgulties	圍攻
neaiški	含糊
išminties	智慧
vasari	vasari
pėdsakai	小徑
tibete	西藏
dziudo	柔道
septintasis	第七
giliau	更深
commons	commons
doleris	元
doleris	美元
lightgreen	lightgreen
sparnus	翅膀
sparnus	翼
šiluma	熱
šiluma	熱火
šiluma	加熱
šiluma	熱力
šiluma	熱量
šiluma	熱力
noras	願望
noras	慾望
baimė	恐懼
rankena	處理
brolija	友愛
brolija	互助會
brolija	博愛
brolija	義氣
pakeitimas	修正案
pakeitimas	修正
pažeidžia	違反
signalas	訊號
žuvėdra	海鷗
roku	roku
roku	祿
angis	毒蛇
etapai	階段
etapai	里程碑
profesija	職業
profesija	佔領
sužeista	受傷
sužeista	傷
bell	鐘
bell	貝爾
bell	鈴
bell	bell
florida	佛羅里達
florida	佛羅里達州
melodija	旋律
kareivis	戰士
kareivis	兵
kareivis	士兵
kareivis	軍人
vokalinių	聲樂
susitarimo	安排
suvokimo	感知
karvės	奶牛
karvės	牛
karvės	奶牛
karvės	母牛
gildijos	公會
bangas	浪
bangas	海浪
bangas	波浪
prielaidos	假設
prielaidos	假定
trauktis	退
trauktis	撤退
karvelis	鴿
karvelis	鴿子
jorge	jorge
žemynų	大洲
žemynų	大陸
sunkus	重
sunkus	重型
sunkus	沈重
sunkus	嚴重
sunkus	重度
rom	rom
programavimas	程式設計
komentaras	評論
tankio	密度
aukas	受害人
aukas	受害者
nuodingas	有毒
mityba	營養
mityba	飲食
mityba	節食
mityba	減肥
slovan	slovan
padegimas	縱火
jay	傑
jay	jay
dėmės	傷痕
dėmės	疤痕
dėmės	傷疤
teresa	teresa
nowrap	nowrap
sims	sims
kortos	卡
kortos	紙牌
kortos	卡片
kortos	牌
veikimas	手術
veikimas	行動
veikimas	運算
veikimas	操作
sąsajos	介面
sraigtasparnių	直升機
sraigtasparnių	直升飛機
grėsmės	威脅
poras	毛孔
koralų	珊瑚
pastovus	穩
pastovus	平穩
pastovus	穩定
pastovus	穩步
pastovus	穩住
klausos	聽證會
klausos	聽力
klausos	聽覺
ios	ios
spa	spa
spa	溫泉
spa	水療
plinta	散播
plinta	蔓延
plinta	傳播
ngc	ngc
aplankyti	參觀
aplankyti	訪問
aplankyti	造訪
aplankyti	來訪
aplankyti	拜訪
stovyklose	營地
psv	psv
dega	燒傷
dega	燒錄
dega	燃燒
dega	燒傷
dega	燒
dega	燒死
bengalijos	孟加拉
kalėjimas	監獄
kalėjimas	監獄
tragedija	慘案
tragedija	悲劇
tragedija	慘劇
mitsubishi	三菱
šarvai	盔甲
šarvai	裝甲
wydawnictwo	wydawnictwo
vakaro	晚間
vakaro	晚上
vakaro	傍晚
nagai	釘子
nagai	指甲
obuolių	蘋果
rnr	rna
mėnesiai	月
mėnesiai	月份
fleita	笛
fleita	笛子
pabrėžti	強調
pašarų	動態
pašarų	飼料
concat	concat
milžiniškas	巨大
klinika	門診
klinika	診所
pakviesti	邀請
pakviesti	受邀
periodiškai	定期
periodiškai	期刊
sveikas	嘿
uždaviniai	任務
tok	tok
prielaida	推定
vainikas	花環
rel	rel
velykų	復活節
england	英國
england	英格蘭
draudžiamos	禁止
džo	joey
kaulas	骨
kaulas	骨骼
kaulas	骨頭
nelson	nelson
indonezija	印度尼西亞
atostogų	假期
atostogų	渡假
atostogų	度假
židinys	壁爐
židinys	火爐
kviečių	小麥
kviečių	麥子
nedarbo	失業
nedarbo	失業率
prizo	獎品
prizo	獎賞
prizo	獎
pistoletai	手槍
virimo	煮沸
virimo	沸騰
virimo	做飯
virimo	烹飪
virimo	煮
virimo	烹調
virimo	煮飯
titas	titus
grynas	純潔
grynas	純純
grynas	純
grynas	純粹
ausys	耳
ausys	耳朵
badas	飢饉
badas	飢荒
badas	飢餓
būtinai	絕對
gyvuliai	動物
gyvuliai	牲畜
gyvuliai	畜牧
gyvuliai	動物
jausmas	感受
jausmas	感覺
keliones	trips
ram	ram
ram	公羊
ram	記憶體
ram	凌
ibm	ibm
liūto	獅
liūto	獅子
makro	宏觀
šlaitų	山坡
šlaitų	斜坡
ateitis	今後
ateitis	將來
ateitis	未來
sauber	sauber
parduodami	賣
parduodami	售出
kiaušiniai	蛋
kiaušiniai	雞蛋
kiaušiniai	卵
kiaušiniai	蛋
kiaušiniai	雞蛋
pasakojimo	敘事
pasakojimo	敘述
privalomas	強制
atleisti	滴
atleisti	下降
procentas	百分比
krenta	瀑布
krenta	秋季
krenta	秋天
krenta	跌倒
vartotojas	消費者
cilindro	缸
crvena	crvena
debesis	雲
debesis	雲端
luiza	louise
metrai	米
metrai	公尺
laukinės	荒野
laukinės	野外
efektyvumas	功效
hamburg	漢堡
que	que
struktūras	結構
ceremonijos	儀式
vėžliai	烏龜
vėžliai	海龜
rojus	roy
rojus	天堂
rojus	樂園
juros	jura
dantis	牙
dantis	牙齒
interwiki	interwiki
susieti	領結
susieti	平局
susieti	領帶
srauto	流
srauto	流程
srauto	流通
srauto	流動
srauto	流量
kaklas	脖子
kaklas	頸
kaklas	頸部
valensijos	valencia
padėkos	感恩
padėkos	感恩節
atominė	原子
tapatybės	身分
tapatybės	身份
įvertinimas	評比
įvertinimas	評分
įvertinimas	評估
comics	漫畫
utf	utf
maras	鼠疫
maras	瘟疫
mitai	神話
įrodymas	證據
įrodymas	證明
drėgmės	水分
drėgmės	濕度
drėgmės	潮濕
gebėjimas	能力
universal	環球
universal	普及
universal	普遍
galingas	強大
galingas	強國
vairuotojas	駕駛
vairuotojas	司機
vairuotojas	駕駛員
cat	貓咪
cat	貓
cat	cat
ragai	牛角
atletico	atletico
georgijus	georgy
hlist	hlist
disciplina	紀律
disciplina	紀律處分
turtus	財富
turbo	渦輪
represijų	壓迫
represijų	打壓
represijų	鎮壓
represijų	壓制
širdį	心碎
privilegija	特權
shamrock	shamrock
nuotaikos	心境
nuotaikos	心情
nuotaikos	情緒
ritmo	韻律
ritmo	節奏
vienybė	統一
vienybė	團結
trūkumai	缺陷
trūkumai	缺點
higienos	衛生
kristalų	水晶
kristalų	crystal
kristalų	晶體
vyšnių	櫻桃
stipendiją	獎學金
stipendiją	獎學金
trąšų	施肥
trąšų	肥料
trąšų	化肥
trąšų	肥料
greitkelis	高速公路
greitkelis	公路
čin	秦
nintendo	任天堂
pažeidimo	侵犯
barselonoje	巴塞隆納
barselonoje	barcelona
smūgis	吹
smūgis	炸
dirvos	土壤
priedai	飾品
priedai	配件
btr	gtr
šūkis	座右銘
šūkis	箴言
šūkis	格言
vėžlys	海龜
vėžlys	烏龜
vėžlys	龜
žinduoliai	哺乳動物
grindų	下限
grindų	地板
skubiai	緊急
skubiai	急
butų	公寓
pakeitimai	修正案
pakeitimai	修正
spinduliuotės	放射
spinduliuotės	放射性
spinduliuotės	輻射
baterijos	電池
baterijos	電量
baterijos	電池
darželio	幼兒園
darželio	幼稚園
darželio	幼兒園
darželio	托兒所
glentoran	glentoran
protas	頭腦
protas	心靈
žymėjimas	標記
žymėjimas	標示
žymėjimas	標識
atradimas	發現
atradimas	探索
turtingas	富人
turtingas	富
turtingas	豐富
turtingas	富有
stiprumas	效力
leidimai	許可證
čigonų	吉普賽人
čigonų	吉普賽
čigonų	吉卜賽人
pelnęs	賺取
germain	germain
libija	利比亞
nuolatinio	站立
nuolatinio	常備
nuolatinio	常設
dėmių	染色
dėmių	污點
kopos	沙丘
gyvybė	生命
gyvybė	人生
gyvybė	生活
veteranų	退伍軍人
veteranų	老兵
veteranų	退役軍人
bute	公寓
furtado	furtado
kapitalas	資本
kapitalas	首都
žaibas	閃電
žaibas	電光
mechanika	力學
atletika	舉重
kara	kara
vertingas	寶貴
tradicijomis	傳統
arklius	馬
arklius	馬匹
smurto	暴力
kolonizacija	殖民
nuomos	租賃
nuomos	租金
nuomos	租借
nuomos	租約
nuomos	租賃
druskų	鹽水
druskų	鹽類
autobusas	公車
autobusas	巴士
raketas	導彈
baptistų	浸信會
marta	martha
lengvas	輕度
lengvas	溫和
brolijos	友愛
brolijos	互助會
brolijos	博愛
aids	愛滋病
aids	aids
pasiūlymus	提議
požymis	屬性
povandeninis	潛水艇
povandeninis	潛艇
povandeninis	水底
povandeninis	水下
povandeninis	水中
važiuoklė	底盤
dažiklis	染色
dažiklis	染料
dažiklis	染
spektro	光譜
spektro	頻譜
baimės	恐懼
šuolis	躍
šuolis	飛躍
šuolis	跳躍
šuolis	閏
subjektas	實體
puolimas	攻勢
puolimas	冒犯
grynai	純粹
int	int
tapatybę	身分
tapatybę	身份
berniukai	男生
berniukai	男孩
faktorius	因子
faktorius	因數
liūtai	獅子
paliaubų	停火
atsakymas	回答
atsakymas	答
atsakymas	答案
atsakymas	回覆
ifk	ifk
papuošalai	珠寶
papuošalai	首飾
rotary	rotary
chromosomų	染色體
žemyninės	內地
žemyninės	大陸
indas	船隻
sociologija	社會學
gumos	膠
gumos	口香糖
skolos	債務
kieta	艱難
kieta	強硬
tunisas	突尼西亞
gamyklų	工廠
gamyklų	mills
investicijos	投資
investicijos	投資
turtų	財富
stalas	書桌
stalas	服務台
stalas	辦公桌
dragon	龍
dragon	神龍
wright	wright
lygybės	平等
terapija	治療
terapija	療法
rené	rené
kardas	刀
kardas	劍
kardas	寶劍
img	img
įkvėpimo	激勵
įkvėpimo	靈感
mergelių	處女
kašmyro	克什米爾
publikuoti	刊登
publikuoti	發表
aljanso	聯盟
aljanso	同盟
aljanso	結盟
mina	mina
gaidys	公雞
gaidys	公雞
prietaisai	裝置
prietaisai	儀器
prietaisai	器械
prietaisai	電器
prietaisai	用具
indra	indra
domino	骨牌
apskaita	會計
reliatyvumo	相對論
katastrofos	災難
slaugos	護理
slaugos	哺乳
filipinai	菲律賓
gauja	幫
gauja	幫派
vfb	vfb
lūpos	嘴唇
lūpos	唇
lūpos	雙唇
etika	倫理
etika	倫理學
orai	天氣
orai	氣象
kovotojai	戰鬥機
kovotojai	鬥士
sintezė	合成
sintezė	綜合
kanarų	金絲雀
žodyno	詞彙
žodyno	字彙
domingo	domingo
garų	蒸氣
garų	蒸汽
moderni	摩登
moderni	現代
moderni	近代
moderni	現代化
pusbrolis	表姐
pusbrolis	表妹
pusbrolis	表弟
pusbrolis	表哥
kūriniams	工程
kūriniams	作品
filadelfijos	費城
skraidyti	飛
skraidyti	飛翔
skraidyti	飛行
bowie	bowie
uždarymo	閉幕
pareiga	義務
bananai	香蕉
nikola	nikola
beach	沙灘
beach	海灘
con	con
komunistai	共產黨
komunistai	共產主義
atsakyti	回答
atsakyti	答
atsakyti	答案
atsakyti	回覆
raganos	女巫
raganos	魔女
raganos	巫婆
evoliucija	演化
evoliucija	演變
evoliucija	進化
evoliucija	演進
gilus	深
gilus	深層
tang	唐
demografija	人口
demografija	人口
užsakymų	預訂
paskaitos	講課
paskaitos	講座
paskaitos	演講
paparčių	蕨類
paparčių	fern
grace	恩典
grace	grace
sąvokų	概念
sąvokų	理念
harris	harris
tariamai	據稱
tariamai	據稱
genys	啄木鳥
neramumai	騷動
neramumai	騷亂
neramumai	動亂
terasos	梯田
mangano	錳
pupelės	豆子
pupelės	豆類
pupelės	豆豆
pupelės	豆
skaičiuoti	數
skaičiuoti	伯爵
skaičiuoti	數數
skaičiuoti	計數
diplomatijos	外交
tolygiai	均勻
lang	朗
lang	郎
ypatybės	屬性
michelle	michelle
singapūro	新加坡
propaganda	宣傳
kiaušinio	蛋
kiaušinio	雞蛋
rifo	礁
rifo	暗礁
rifo	珊瑚礁
vista	vista
komponentai	元件
licencijos	執照
licencijos	執照
licencijos	許可
licencijos	許可證
sprogimas	爆炸
metallica	metallica
sveiki	你好
quercus	櫟
cameron	cameron
registracijos	註冊
registracijos	登記
karvių	奶牛
dešimtys	追隨者
augmenija	植被
plata	plata
jauniklių	少年
kadrų	幀
kadrų	框架
kadrų	框
bauda	罰
bauda	懲罰
bauda	處罰
bauda	刑罰
irakas	伊拉克
išorėje	外部
išorėje	對外
genetikos	遺傳學
genetikos	遺傳
adams	亞當斯
adams	adams
vaistinės	藥房
vaistinės	藥劑
vaistinės	藥店
vaistinės	藥房
vaistinės	藥店
banknotai	紙幣
banknotai	鈔
smegenis	腦子
smegenis	頭腦
smegenis	腦
smegenis	大腦
smegenis	腦袋
švelnus	溫和
švelnus	溫柔
minkšta	軟軟
minkšta	柔軟
minkšta	柔和
minkšta	軟
buvimas	存在
buvimas	存在
ceremonijoje	儀式
katinas	貓咪
katinas	貓
katinas	cat
verdi	verdi
vaisingumo	生育率
vaisingumo	生育
detroito	底特律
arbitražo	仲裁
arbitražo	裁判
abejonių	疑慮
blogas	壞
sodą	果園
šokti	舞蹈
šokti	舞動
šokti	跳舞
šokti	舞
konkrečių	具體
fermentų	酶
geležis	鋼鐵
geležis	鐵
patiko	享受
gausus	豐富
parduodama	賣
parduodama	售出
parduodama	銷售
parduodama	賣
devyni	九
devyni	九個
pragyvenimo	自給
ištraukos	摘錄
vienuolynai	寺院
magija	魔神
magija	魔法
magija	魔術
magija	神奇
magija	魔力
boksininkas	拳手
boksininkas	拳擊手
sausa	乾燥
sausa	乾
preparatai	籌備
liauka	腺
treniruotės	鍛鍊
treniruotės	健身
treniruotės	有氧運動
vynuogės	葡萄
vynuogės	葡萄
campbell	campbell
parduotuvėse	店鋪
parduotuvėse	商店
silicio	矽
gimimas	出生
trupės	劇團
pinyin	拼音
pranešimai	通知
sweet	甜蜜
sweet	甜
aprašas	存貨
aprašas	庫存
atliekos	廢棄物
atliekos	廢物
atliekos	浪費
atliekos	廢物
bel	crl
sandėlis	倉庫
sandėlis	倉儲
lyginamosios	比較
schalke	schalke
textcolor	textcolor
tyrėjas	研究者
tyrėjas	研究員
įjungtas	啟用
gražiai	精美
gražiai	很好
gražiai	尼斯
palydovai	衛星
konkuruoti	競爭
rpg	抹布
tešlos	麵團
sintezės	融合
neil	neil
spec	規格
saldus	甜蜜
saldus	甜
doktrina	原則
doktrina	學說
doktrina	教義
doktrina	理論
doktrina	原理
kristalai	水晶
kristalai	晶體
arturas	阿瑟
arturas	arthur
irina	irina
klaus	klaus
išnykimo	滅絕
išnykimo	絕種
ragana	女巫
ragana	魔女
