ve	та
orman	лісах
orman	лісами
orman	лісова
orman	ліс
orman	джунглі
şimdiki	поточні
şimdiki	поточний
şimdiki	поточна
şimdiki	течія
şimdiki	струм
şimdiki	сьогодення
şimdiki	подарунок
şimdiki	теперішній
şimdiki	присутні
şimdiki	присутня
ulaşım	транспорт
ulaşım	транспортування
ulaşım	перевезення
ulaşım	транспорт
ulaşım	пересилання
gazi	газі
gazi	ветеран
önem	важливості
önem	важливість
vakfı	foundation
vakfı	фундамент
vakfı	бази
vakfı	фонд
erdoğan	ердоган
erdoğan	ердоган
romanya	румунії
romanya	румунія
yavaş	повільно
yavaş	повільні
yavaş	повільний
yavaş	повільно
yavaş	легка
yavaş	легкі
yavaş	легко
yavaş	легке
uygulama	реалізації
uygulama	впровадження
uygulama	реалізація
uygulama	реалізацію
uygulama	програми
uygulama	програма
uygulama	застосунок
uygulama	додаток
uygulama	застосунок
uygulama	додаток
harry	гаррі
harry	гарі
kurum	сажа
kurum	установа
kurum	інститут
kurum	установи
ekonomi	економіка
ekonomi	господарство
ekonomi	економіка
ekonomi	економія
ülkeler	націй
ülkeler	країн
ülkeler	країни
sonuçları	результати
sonuçları	наслідки
danimarka	данія
danimarka	данії
danimarka	данська
düzenleme	edit
düzenleme	редагувати
düzenleme	правка
düzenleme	змінити
düzenleme	домовленість
düzenleme	аранжування
düzenleme	розташування
düzenleme	редагування
düzenleme	монтаж
düzenleme	організацію
düzenleme	організації
mark	кропивницький
ada	острів
ada	острів
ada	іль
ada	євангелія
baskı	друк
baskı	надрукувати
baskı	друкувати
baskı	тиск
baskı	друку
baskı	друк
baskı	редакція
baskı	видання
live	жити
live	live
live	наживо
live	живу
live	трансляція
katkı	вклад
katkı	внесок
katkı	протилежне
ziyaret	відвідати
ziyaret	відвідання
ziyaret	візит
ziyaret	завітати
ziyaret	відвідайте
ziyaret	відвідування
ziyaret	відвідувань
ziyaret	відвідування
ziyaret	відвідала
ziyaret	відвідали
ziyaret	відвідав
ziyaret	відвідував
renk	колір
renk	кольорова
renk	колір
renk	кольорова
renk	барви
renk	кольори
renk	кольорів
zarar	шкоди
zarar	боляче
zarar	сутичка
zarar	збитки
zarar	ламати
zarar	пошкодження
ayrıldı	відокремлених
ayrıldı	розійшлися
ayrıldı	розділені
yıldırım	грім
yıldırım	thunderbolt
yıldırım	блискавка
arjantin	аргентині
arjantin	аргентина
arjantin	аргентини
arjantin	аргентинське
arjantin	аргентини
kalkınma	розвитку
kalkınma	розвиток
kalkınma	розробка
teşvik	стимулів
seri	серія
seri	серії
seri	ряд
seri	ряди
seri	послідовний
seri	серійний
lee	лі
manisa	маніса
antlaşması	договір
antlaşması	договору
kale	замок
kale	форт
kale	fort
kale	кале
kale	фортеця
kale	фортеці
kale	citadel
olimpiyat	олімпіада
olimpiyat	олімпіади
olimpiyat	олімпійська
olimpiyat	олімпійський
olimpiyat	олімпійські
olimpiyat	олімпіада
olimpiyat	іграх
sen	тобою
sen	ви
sen	ти
sen	тебе
manchester	манчестер
geçici	прозорим
geçici	перехідний
geçici	тимчасове
geçici	тимчасові
geçici	тимчасова
geçici	тимчасово
geçici	тимчасовий
geçici	тимчасовий
geçici	тимчасовий
jack	джек
imza	підписують
imza	підписано
imza	підписав
imza	підписали
imza	підписати
imza	знак
imza	підпис
imza	автограф
yazdı	написав
yazdı	написала
yazdı	писав
politik	політичний
politik	політичне
politik	політична
politik	політичні
gereksinim	вимогою
gereksinim	вимогу
silinmiş	вилучено
silinmiş	вилучені
görülen	бачили
görülen	бачив
king	кінг
king	король
king	цар
rusça	російська
rusça	російською
rusça	російську
art	арт
art	мистецтво
art	художня
serisi	серія
serisi	серії
serisi	ряд
serisi	ряди
fotoğraf	світлину
fotoğraf	світлина
fotoğraf	світлині
fotoğraf	фото
fotoğraf	фотографія
fotoğraf	picture
fotoğraf	зображення
fotoğraf	картинка
fotoğraf	фото
fotoğraf	фотографії
fotoğraf	фотографія
fotoğraf	фотографію
fotoğraf	фотографії
fotoğraf	світлини
fotoğraf	світлин
fotoğraf	фото
boy	розмір
boy	висота
önceden	pre
önceden	пре
önceden	попередньо
önceden	раніше
önceden	завчасно
önceden	перед
önceden	before
edward	едвард
edward	едуард
file	слона
file	слон
türkmen	туркменська
müzisyen	музикант
müzisyen	музикантів
müzisyen	музиканти
düzenli	організована
düzenli	організовані
düzenli	формальні
düzenli	регулярний
düzenli	звичайний
düzenli	формальний
best	кращий
best	найкраща
best	найкращий
best	найкраще
best	найкращі
siyasal	політичний
siyasal	політичне
siyasal	політична
siyasal	політичні
içi	inside
içi	всередині
hafif	світлі
hafif	світле
hafif	light
hafif	світло
hafif	світлий
hafif	легке
hafif	легкого
teslim	доставку
teslim	доставка
teslim	доставили
teslim	доставлено
teslim	здатися
teslim	підкорення
yoluyla	via
yoluyla	віа
yoluyla	через
yoluyla	крізь
yoluyla	наскрізь
yoluyla	через
yoluyla	передивився
kodu	код
tahta	вуд
tahta	деревина
tahta	лісова
tahta	дошки
tahta	правління
tahta	дошка
tahta	настільні
fikir	idea
fikir	ідея
fikir	ідею
geçiş	перемикання
geçiş	перемикач
geçiş	перехід
geçiş	перевал
geçiş	передати
geçiş	проїхати
geçiş	проходження
taki	taki
kapalı	off
kapalı	вимкнено
kapalı	закрита
kapalı	закрито
kapalı	закриті
kapalı	зачинено
off	ух
off	off
off	вимкнено
kuruluş	організація
kuruluş	установа
kuruluş	установа
kuruluş	організація
kuruluş	установа
kuruluş	інститут
kuruluş	установи
renkli	колір
renkli	кольорова
renkli	кольорові
