மற்றும்	un
பயன்படுத்தப்பட்டது	izmanto
பயன்படுத்தப்பட்டது	lietots
பயன்படுத்தப்பட்டது	izmantotais
பயன்படுத்தப்பட்டது	izmantots
பயன்படுத்தப்பட்டது	lietoti
பயன்படுத்தப்பட்டது	lietota
விரிவான	sīks
விரிவான	detalizēti
விரிவான	detalizēta
விரிவான	sīki
விரிவான	detalizēts
தலைநகரம்	kapitāls
தலைநகரம்	galvaspilsēta
வட்டார	vietējie
வட்டார	vietējā
வட்டார	vietējais
வட்டார	lokāla
வட்டார	lokālā
பிரபல	slavena
பிரபல	slavens
பிரபல	slavenais
பிரபல	slaveno
பார்வை	reach
பார்வை	aizsniegt
பார்வை	skats
பார்வை	apskatīt
தகுதி	atbilstība
தகுதி	piemērotība
தகுதி	pelnījuši
தகுதி	pienākas
தகுதி	kvalifikācija
தகுதி	kvalifikācijas
பாகம்	daļa
பாகம்	modulis
பாகம்	moduļa
மரபணு	gēns
மரபணு	gēnu
எல்லை	robežas
எல்லை	robeža
எல்லை	robeža
எல்லை	ierobežot
எல்லை	robeža
எல்லை	limits
எல்லை	ierobežojums
எல்லை	diapazons
நடு	vidū
நடு	tuvie
நடு	vidējie
வேறுபாடு	starpība
வேறுபாடு	atšķirība
வேறுபாடு	kontrasts
உறுப்பு	termins
உறுப்பு	apzīmējums
உறுப்பு	elementa
உறுப்பு	elements
உறுப்பு	elementam
உறுப்பு	elementā
நெடுஞ்சாலைகள்	lielceļiem
மருத்துவர்	ārsts
மருத்துவர்	ārstam
மருத்துவர்	ārsts
இடத்தை	vieta
எதிர்த்து	pret
ஏற்ற	kalna
புதினம்	romāns
இடையிலான	starp
இலக்கணம்	gramers
இலக்கணம்	literatūra
இலக்கணம்	literatūrā
இலக்கணம்	literatūras
லண்டன்	londona
லண்டன்	londonā
லண்டன்	london
கோப்பை	balva
கோப்பை	krūze
கோப்பை	kauss
அலி	ali
வினை	reakcija
வினை	reakcijas
கருத்தில்	apsver
கருத்தில்	apsverot
உள்ளடக்கிய	ieskaitot
வகுப்பு	šķira
வகுப்பு	klase
இறுதியாக	beidzot
பொருளாதாரம்	ekonomikas
பொருளாதாரம்	ekonomiskais
பொருளாதாரம்	ekonomiskā
பொருளாதாரம்	ekonomiska
பொருளாதாரம்	ekonomika
பொருளாதாரம்	ekonomikā
பொருளாதாரம்	finansiālā
பொருளாதாரம்	finansiālais
பொருளாதாரம்	finansiāls
பொருளாதாரம்	finanšu
பொருளாதாரம்	ekonomika
தவறான	nepareiza
தவறான	nepareizi
தவறான	nepareizs
தவறான	nepareizi
தவறான	nepareiza
தவறான	nepareizs
உச்ச	augstākā
உச்ச	augstākās
உச்ச	kulminācijas
ஆப்பிரிக்க	āfrikas
முகம்மது	mohamed
முக்கியமாக	galvenokārt
முடிகிறது	apdares
முடிகிறது	apdare
முடிகிறது	noslēdzas
முடிகிறது	galus
முடிகிறது	beidzas
முடிகிறது	beidzas
நடந்து	ejot
நடந்து	staigā
விளைவு	rezultāts
விளைவு	efekts
விளைவு	ietekme
விளைவுகள்	efekts
விளைவுகள்	efekti
விளைவுகள்	iedarbība
விளைவுகள்	ietekme
இத்தாலி	itālija
இணையத்தளம்	mājaslapa
இணையத்தளம்	mājaslapā
உருவாக்கம்	izveidošanas
உருவாக்கம்	izveide
உருவாக்கம்	izveidošana
உருவாக்கம்	radīšana
அமைதி	miers
அமைதி	mieru
அமைதி	miera
அமைதி	kluss
அமைதி	klusē
அமைதி	mierīgi
அமைதி	mierīgs
அமைதி	mierīga
ஐந்தாம்	piektā
ஐந்தாம்	piektajā
ஐந்தாம்	piektais
வழக்கமான	regulārā
வழக்கமான	regulārs
வழக்கமான	regulāras
வழக்கமான	regulāri
வழக்கமான	regulāra
நன்றாக	smalki
நன்றாக	skaistie
நன்றாக	smalks
நன்றாக	smalka
இருபது	twenty
இருபது	divdesmit
பீட்டர்	pīters
பீட்டர்	pēteris
வேகம்	ātrums
வேகம்	ātrumu
வேகம்	apgriezieni
வேகம்	ātri
வேகம்	ātra
வேகம்	ātrs
வேகம்	strauji
வேகம்	fast
உளவியல்	psiholoģija
சதவீதம்	procenti
சதவீதம்	procents
சதவீதம்	procentuālais
பாலியல்	seksuāli
பாலியல்	seksuālās
பாலியல்	seksuālā
பாலியல்	seksuāla
அருங்காட்சியகம்	muzeju
அருங்காட்சியகம்	muzeja
அருங்காட்சியகம்	muzejā
அருங்காட்சியகம்	muzejs
காட்டுகிறது	parāda
காட்டுகிறது	rāda
புவி	zemi
புவி	zeme
புவி	zemes
மன	garīgi
மன	garīgā
மன	garīgās
இரும்பு	dzelzi
இரும்பு	dzelzs
நடந்தது	gadījās
நடந்தது	notika
பழமையான	apzīmējumi
பழமையான	leģenda
பழமையான	klasika
பழமையான	klasiska
பழமையான	klasisks
செயற்கை	sintētisks
செயற்கை	sintētiskais
செயற்கை	sintētiski
செயற்கை	sintētisko
செயற்கை	sintētiska
செயற்கை	sintētiskie
செயற்கை	mākslīgā
செயற்கை	mākslīgais
செயற்கை	mākslīgs
செயற்கை	mākslīga
நீதி	tieslietas
நீதி	taisnīgums
நீதி	tiesiskums
முடிந்தது	pabeigti
முடிந்தது	pabeigts
முடிந்தது	pabeigta
முடிந்தது	pabeigti
முடிந்தது	pabeigts
முடிந்தது	pabeigta
முடிந்தது	gatavo
முடிந்தது	paveikts
முடிந்தது	darīts
முடிந்தது	izdarīts
முறைமை	režīms
தண்டனை	sods
தண்டனை	soda
தண்டனை	sods
ஒன்றும்	neko
ஒன்றும்	nekas
நாவல்	romāns
ஜப்பான்	japāna
உதவுகிறது	palīdz
சந்திப்பு	iecelšana
சந்திப்பு	tikšanās
சந்திப்பு	iecelšanu
சந்திப்பு	sanāksme
சந்திப்பு	satikšanās
சந்திப்பு	sapulce
சந்திப்பு	tikšanās
சந்திப்பு	satiekas
சந்திப்பு	tiekas
சந்திப்பு	sanāk
மன்றங்கள்	forumos
வாயு	gāze
வாயு	gāzes
ராபர்ட்	roberts
வழிபாடு	dievkalpojumu
சிங்கள	singāļu
தொல்லியல்	arheoloģijas
தொல்லியல்	arheoloģija
உயரமான	garāka
அறிவிக்கப்பட்டது	paziņots
அறிவிக்கப்பட்டது	paziņoja
கணக்கெடுப்பு	skaitīšana
மனிதர்கள்	cilvēkiem
பரிமாற்றங்கள்	darījumi
அரங்கம்	teātrī
அரங்கம்	stadionā
அரங்கம்	stadions
அரங்கம்	auditorijā
சூழலில்	vide
காணப்பட்டது	pamanīja
மரங்கள்	kokiem
மரங்கள்	kokus
மரங்கள்	koki
எடுத்துக்காட்டு	piemērs
மாதங்கள்	mēnešus
மாதங்கள்	mēnešiem
மாதங்கள்	mēneši
வடக்கே	ziemeļi
வடக்கே	ziemeļos
வடக்கே	ziemeļu
தூரம்	distance
தூரம்	attālums
அவசியம்	nepieciešami
அவசியம்	nepieciešama
அவசியம்	prasīts
அவசியம்	pieprasīts
அவசியம்	nepieciešams
மாநாடு	konference
மாநாடு	konferencē
மாநாடு	samitā
மாநாடு	samits
மாநாடு	konvents
மாநாடு	konvencija
மாநாடு	konventa
மாநாடு	konvenciju
சொல்லும்	pateikt
சொல்லும்	saki
சொல்லும்	teikt
சொல்லும்	pasaka
விலங்கு	dzīvnieku
விலங்கு	dzīvnieks
விலங்கு	dzīvniekam
தயாரிப்பாளர்	ražotājs
தயாரிப்பாளர்	izgatavotājs
தயாரிப்பாளர்	ražotājs
படுகொலை	slepkavības
படுகொலை	slepkavība
படுகொலை	slaktiņš
அல்லாத	non
பூ	zieds
பூ	ziedu
பூ	boo
யானை	zilonis
வணிகம்	komerciāls
வணிகம்	komerciālais
வணிகம்	komerciālie
வணிகம்	komerciālā
வணிகம்	komerciāli
வணிகம்	bizness
வணிகம்	uzņēmējdarbība
வணிகம்	tirdzniecība
வணிகம்	tirdzniecības
கல்	akmens
அமைந்திருக்கும்	atrodas
மண்டபம்	zālē
நூறு	simti
நூறு	simtu
நூறு	simtus
நூறு	simts
பாலம்	tilts
பாலம்	tilta
சார்	kungs
சார்	ser
சுற்றுச்சூழல்	vide
சுற்றுச்சூழல்	vides
கல்வெட்டு	uzraksts
தாயார்	māte
தாயார்	mātes
அதிகாரி	amatpersona
அதிகாரி	ierēdnis
அதிகாரி	amatpersona
அதிகாரி	virsnieks
அதிகாரி	virsnieka
புள்ளிகள்	punkti
புள்ளிகள்	punktus
புள்ளிகள்	score
மைக்கேல்	maikls
மைக்கேல்	michael
புத்தகம்	grāmata
புத்தகம்	grāmatiņa
புத்தகம்	grāmatu
கட்டிடங்கள்	ēkas
கட்டிடங்கள்	celtnes
மதம்	reliģija
ஈடுபாடு	iesaistīšanās
ஈடுபாடு	iesaiste
ஈடுபாடு	iesaistīšana
ஈடுபாடு	iesaistīšanās
ஈடுபாடு	iesaiste
பள்ளிகள்	skolas
பள்ளிகள்	skolām
வீடியோ	video
வெளியில்	ārā
வெளியில்	out
விவரங்கள்	detaļas
