den	را
hemliga	راز
hemliga	مخفی
normal	نرمال
normal	عادی
normal	معمولی
normal	طبیعی
jay	جی
jay	جیجاق
jay	jay
lang	لنگ
philippe	فیلیپه
kommersiella	الاهلی
kommersiella	تجاری
libyen	لیبی
roberto	روبرتو
misstag	اشتباهاتی
misstag	اشتباهات
misstag	اشتباه
ibn	ابن
vorpommern	فورپومرن
transport	انتقال
transport	ترابری
förut	پیش
richards	ریچاردز
fattiga	فقیران
fattiga	فقیر
fattiga	فقیری
fattiga	بیچاره
stjärnan	استار
stjärnan	ستاره
färre	کمتری
färre	کمتر
färre	کمتر
färre	less
utländsk	خارجه
utländsk	خارجی
katolsk	کاتولیک
hört	شنیده
dött	درگذشت
dött	مرده
dött	مردن
dött	مُرده
dött	مردگان
gas	گس
gas	گاز
berömd	مشهور
berömd	مشهوره
berömd	معروف
samlingen	مجموعۀ
samlingen	مجموعه
inspiration	الهام
sophie	سوفی
houston	هیوستون
houston	هوستون
houston	هاستون
sudan	سودان
human	مهربانانه
uppmärksammade	بشناس
framtid	اینده
framtid	future
framtid	آینده
koppling	کوپلینگ
koppling	ریش
koppling	کلاچ
koppling	ارتباط
koppling	اتصال
institut	موسسه
institut	مؤسسه
institut	انستیتو
institut	موسسات
institut	نهادهای
institut	مؤسسات
venus	ونوس
venus	زهره
resurser	منابع
dubbla	دابل
dubbla	دوگانه
dubbla	دوتایی
catherine	کاترین
inger	اینگر
flod	ریور
flod	رود
flod	رودخانه
greta	گرتا
greta	گرتل
kommunikation	ارتباط
kommunikation	ارتباطات
kommunikation	مکاتبه
kommunikation	ارتباطی
kommunikation	ارتباطات
kommunikation	مخابرات
kommunikation	آیات
äldste	بزرگان
gator	تمساح
gator	خیابانها
gator	خیابان
henan	هنان
dramatiska	دراماتیک
växa	رشد
craig	کرگ
craig	کریگ
craig	گریک
budget	بودجه
wheeler	ویلر
moçambique	موزامبیک
tusentals	هزاران
tusentals	هزارها
producerar	بیاورند
buck	باک
dean	دین
masters	اساتید
masters	استادان
masters	اربابان
masters	مسترز
sända	پخش
sända	مخابره
sända	ارسال
kiss	جیش
kiss	بوس
kiss	بوسه
kiss	ماچ
kiss	kiss
kiss	ببوس
ram	چارچوب
ram	چهارچوب
ram	قاب
ram	چارچوب
ram	فریم
ram	رام
ram	ram
ram	رم
utformning	دیزاین
utformning	طرح
utformning	طراحی
utformning	طراحی
falk	فالک
falk	شاهین
falk	فالکون
tekniken	تکنیک
tekniken	فناوری
tekniken	تکنولوژی
henderson	هندرسون
vetenskaplig	علمی
avrättades	اعدام
funktionen	کارکرد
funktionen	تابع
funktionen	ویژگی
samtal	گفتگو
samtal	مکالمه
samtal	گفتگوی
samtal	بخوانید
samtal	تماس
samtal	میخواند
samtal	بخواند
samtal	مکالمات
italia	ایتالیا
bryter	بشکند
bryter	شکستن
bryter	شکنی
rwanda	رواندا
henning	هنینگ
lätta	آسان
lätta	ساده
lätta	راحت
ding	دینگ
georgiska	گرجی
georgiska	گرجستان
järnvägsstation	پاسگاه
järnvägsstation	ایستگاه
detsamma	همچنین
detsamma	همون
celler	سلولهای
celler	سلول
celler	سلولها
kommittén	کمیته
kommittén	کمیسیون
kvällen	عصر
kvällen	غروب
kvällen	شام
figur	شکل
vojvodskap	gmina
vojvodskap	ویوودشیپ
uttalas	تلفظ
blått	کبود
blått	آبی
blått	بلو
eugène	اوژن
kosovo	کوزوو
demokrati	دمکراسی
demokrati	دموکراسی
införa	معرفی
införa	تحمیل
införa	معرفی
romeo	رومئو
inhemska	بومی
inhemska	اهلی
inhemska	بومی
storleken	اندازۀ
storleken	اندازه
habitat	زیستگاه
kvinnlig	زنانگی
kvinnlig	زنانه
sällsynt	نادره
sällsynt	کمیاب
sällsynt	نادر
sällsynt	نادری
hundar	سگهای
hundar	سگها
hundar	سگا
direkta	دایرکت
direkta	direct
split	شکافتن
delad	تقسیم
delad	شکافتن
isländska	ایسلندی
hawaii	هاوایی
johnston	جانستون
days	روزها
days	روزگار
days	روزهایی
days	روزای
days	روزهای
niger	نیجر
sánchez	سانچز
farfar	بابابزرگ
farfar	پدربزرگ
farfar	پدربزرگ
punkter	نقطه
punkter	نقاط
punkter	امتیاز
weber	وبر
blanc	بلان
avdelningen	وزارت
avdelningen	اداره
avdelningen	بخش
maken	همسر
maken	شوهر
maken	شوهری
maken	شوهرش
era	دوران
era	عصری
läste	بخوان
läste	خواندن
läste	خوانده
läste	بخوانند
läste	بخوانید
toledo	تولیدو
toledo	تولدو
diamond	الماس
diamond	دیاموند
diamond	الماسی
diamond	دایموند
moser	موزر
fips	fips
rouge	روژ
gädda	پایک
euproctis	euproctis
nödvändigt	لازم
nödvändigt	ضروری
nödvändigt	واجب
mann	مان
roche	روش
konstant	دائماً
konstant	دائما
konstant	ثابت
konstant	دائم
konstant	مداوم
alpina	آلپاین
palma	پالما
salo	سالو
montgomery	مونتگومری
montgomery	مانتگامری
aktivitet	فعالیتها
aktivitet	فعالیت
forster	فورستر
emellan	میان
emellan	بین
anmälan	گزارش
anmälan	اخطار
anmälan	اطلاعیه
anmälan	اعلان
charente	شرانت
nikolaj	نیکلای
nikolaj	نیکولای
nikolaj	نیکلای
nikolaj	نیکولای
burton	برتون
burton	بارتون
rogers	راجرز
tidskrifter	نشریات
tidskrifter	مجلات
regementet	هنگ
bennett	بنت
gratis	free
gratis	آزادی
gratis	رایگان
gratis	آزاده
gratis	آزاد
samoa	ساموآ
kapitel	سوره
kapitel	فصل
kapitel	سوره
kapitel	فصلها
hopkins	هاپکینز
ridley	ریدلی
armstrong	آرمسترانگ
bestämma	تصمیم
försvaret	دفاعی
försvaret	دفاع
försvaret	دفاع
campo	کامپو
liaoning	لیائونینگ
säkra	ایمن
säkra	امان
säkra	امن
säkra	ایمن
säkra	امن
galleri	گالری
galleri	نگارخانه
galleri	gallery
bildtext	عنوان
kontakter	مخاطبین
chans	شانس
chans	فرصت
alexandre	آلکساندر
uppenbart	آشکار
uppenbart	ظاهری
uppenbart	واضح
crawford	کرافورد
kristendomen	مسیحیت
earth	زمین
anita	آنیتا
kors	صلیب
kors	کراس
kors	عبور
släppa	نشر
offentligt	عمومی
offentligt	علنی
offentligt	همگانی
offentligt	public
offentligt	آشکارا
förekomma	رخ
debatten	مناظره
recensioner	نقدهای
kärnten	کرنتن
marcel	مارسل
mission	مأموریت
mission	ماموریت
avhandling	تز
crystal	بلور
crystal	کریستال
crystal	آبگینه
crystal	بلوری
lyon	لیون
oklart	نامشخص
theatre	سینماها
theatre	تئاتر
palm	نخل
palm	خرمایی
webb	تار
webb	وب
webb	وبی
bang	بنگ
kanadensiska	کانادایی
kanadensiska	کانادا
inspelning	ضبط
attack	حمله
sky	آسمان
sky	اسکای
carmen	کارمن
blood	خونی
blood	خون
tunnelbana	مترو
tunnelbana	متروی
tunnelbana	مترو
tunnelbana	متروی
meningen	حکم
meningen	جمله
small	کوچک
small	small
small	کوچکی
small	اسمال
stöder	مکمل
handen	دست
uppträder	نمایشی
shanghai	شانگهای
bak	بک
bak	باک
bak	عقب
ericson	اریکسون
stall	اصطبل
stall	پایدار
info	اطلاعات
födelse	تولد
födelse	birth
födelse	ولادت
alsace	آلزاس
chico	چیکو
postnummer	postcode
vera	ورا
föreslår	پیشنهاد
föreslår	خواستگاری
dei	dei
pole	قطب
pole	تیرک
jura	ژورا
alberto	آلبرتو
kampanj	ترویج
kampanj	ارتقاء
kampanj	ترفیع
kampanj	تبلیغ
kampanj	ارتقای
kampanj	ارتقا
kampanj	لشکرکشی
kampanj	کمپین
milan	میلان
ogift	مجرد
veckans	هفتگی
ron	ران
ron	رون
tex	تکس
germain	ژرمن
extremadura	اکسترمادورا
rioja	ریوخا
ting	تینگ
öde	سرنوشت
öde	تقدیر
öde	سرنوشتی
öde	سرنوشت
öde	تقدیر
identitet	همانی
identitet	هویت
representanter	نمایندگان
kapellet	نمازخانه
kapellet	چپل
kapellet	کلیسای
hughes	هیوز
ombyggnad	تبدیل
ombyggnad	بازسازی
räkna	شمارش
räkna	شمردن
räkna	شمارش
fan	بادبزن
fan	طرفدار
fan	پنکه
fan	فن
fan	فاک
holmes	هولمز
holmes	هلمز
insignis	insignis
munster	مونستر
växande	رشد
nationale	ناسیونال
tjugo	بیست
tillförordnad	بازیگری
tillförordnad	رفتار
kommentar	توضیح
kommentar	نظر
kommentar	تفسیری
kommentar	تفسیر
åtgärd	کنش
åtgärd	اکشن
åtgärd	اقدام
åtgärd	عمل
åtgärd	پیمانه
mueller	مولر
marco	مارکو
plaza	پلازا
metall	متال
metall	فلز
metall	فلزی
boende	مسکن
boende	ساکنین
boende	یاران
boende	سازش
boende	پذیرایی
björk	توس
björk	برچ
reid	رید
café	کافه
café	کافه
älskar	دوست
älskar	عشق
älskar	عشقی
älskar	عاشق
wardak	وردک
papper	کاغذ
papper	کاغذها
papper	اسناد
papper	کاغذ
apple	سیب
apple	apple
apple	اپل
omöjligt	ناممکن
omöjligt	غیرممکن
hora	هوکر
sjöberg	خوباریا
läsare	ریدر
läsare	خواننده
läsare	خوانندگان
läsare	خوانندگان
kolla	بررسی
gull	کاکایی
alpin	آلپاین
helmand	هلمند
socialt	اجتماعی
socialt	سوسیال
förlängning	افزونه
förlängning	پسوند
digitala	رقمی
digitala	digital
digitala	دیجیتالی
digitala	دیجیتال
dags	زمان
dags	تایم
dags	time
skick	شرط
skick	شرایط
noll	صفر
noll	زیرو
noll	zero
hudson	هادسون
hudson	هادسن
lambert	لمبرت
saxifraga	خاراشکن
startar	شروع
startar	آغاز
startar	شروع
startar	آغاز
själ	نفس
själ	سول
själ	نفسی
utnämnd	معین
guillaume	گیوم
heta	گرم
heta	داغ
kvarn	میل
kvarn	آسیاب
fiske	شیلات
fiske	ماهیگیری
dödade	کشته
sanna	سانا
sanna	راست
sanna	حقیقی
sanna	درست
sanna	true
andrej	آندری
andrej	آندری
prinsessa	پرنسس
prinsessa	شاهدخت
boyacá	boyacá
nominerade	نامزدها
centralt	مرکزی
centralt	سنترال
centralt	مرکز
suffolk	سافک
price	قیمتش
price	بهای
price	پرایس
price	بهایی
price	قیمتی
price	قیمت
orsakar	علل
orsakar	موجب
felipe	فیلیپه
golf	گلف
socialistiska	سوسیالیستی
socialistiska	سوسیالیست
akt	عمل
sigurd	زیگفرید
berger	برگر
licens	گواهینامه
licens	مجوز
licens	جواز
swan	قویی
swan	قو
swan	سوان
allvar	جدیت
allvar	جدیت
trädgård	باغچه
trädgård	باغ
trädgård	گاردن
trädgård	بهشت
hemlighet	محرمانه
hemlighet	رازی
hemlighet	راز
hemlighet	مخفی
maple	افرا
hasse	هاسه
grace	فضل
grace	گریس
upproret	عصیان
upproret	طغیان
upproret	سرکشی
upproret	شورش
grillo	گریلو
nionde	نهم
nionde	نهمین
adress	آدرس
adress	نشانی
päls	خز
jobbar	کار
rikt	ثروتمند
rikt	ثروتمندان
rikt	پولدار
rikt	پولداری
rikt	غنی
rikt	ریچ
maximilian	ماکسیمیلیان
years	سالهای
years	سالها
years	سال
lågt	کم
lågt	low
biograf	سینما
biograf	سینمای
biograf	cinema
effekter	ضربه
effekter	اصابت
effekter	برخوردی
effekter	برخورد
effekter	تأثیرات
effekter	تاثیرات
effekter	اثرات
effekter	آثار
medverkan	مشارکت
tung	سنگینی
tung	سنگین
tung	تونگ
sala	سالا
halva	نیم
halva	نیمی
halva	نصف
hinder	موانعی
hinder	موانع
hinder	مانعی
hinder	مانع
hinder	موانع
batu	باتو
vård	مراقبت
praktiskt	عملی
praktiskt	عملا
häck	کون
häck	پرچین
häck	بامانع
häck	باسن
häck	بات
greene	گرین
saussure	سوسور
fiktiva	خیالی
baghlan	بغلان
africana	africana
joel	جوئل
komiker	کمیک
komiker	کمدین
brann	سوزانده
heavy	سنگینی
heavy	سنگین
besöker	آباد
besöker	ملاقات
besöker	عیادت
besöker	بازدید
besöker	دیدن
besöker	بازدید
luther	لوتر
affärer	تجارت
affärer	کسب
affärer	business
schweiziska	سوئیسی
schweiziska	سوئیس
oswald	اسوالد
medier	رسانه
mesa	مسا
gif	gif
gif	گیف
bradford	بردفورد
miami	میامی
dotterbolag	تابعه
colin	کولین
colin	کالین
medelhavet	مدیترانه
danny	دنی
longipes	longipes
räknades	محسوب
räknades	اشرار
hale	hale
hale	هیل
émile	امیل
castor	کستر
kunskaper	دانش
kunskaper	آگاهی
kunskaper	علم
kunskaper	معرفت
pastor	پاستور
peloponnesos	پلوپونز
mynt	سکه
mynt	سکه
affärsman	کارآفرین
affärsman	کاسب
sony	سونی
känsla	احساسات
känsla	عاطفه
känsla	هیجانی
känsla	احساس
känsla	حس
känsla	احساسش
islet	islet
stipendium	تحقیقی
stipendium	بورسیه
tidigaste	معنى
blind	کور
blind	نابینا
virtuella	مجازی
lämpligt	مناسب
lämpligt	درخور
lämpligt	مناسب
lämpligt	مناسبه
cancer	سرطانی
cancer	سرطان
vegas	وگاس
introducerade	معرفی
negativa	نگاتیو
negativa	منفی
smak	مزه
smak	مزه
främja	ارتقاء
främja	ترفیع
främja	ترویج
främja	ارتقاء
främja	ترفیع
främja	ارتقا
främja	تبلیغ
avsikt	قصدی
avsikt	قصدم
avsikt	قصد
avsikt	قصدش
avsikt	قصد
capital	پایتخت
capital	سرمایه
läget	وضعیت
läget	موقعیت
oise	اواز
oise	اویز
testamentet	وصیتنامه
testamentet	وصیت
marks	مارکس
geografi	جغرافی
geografi	جغرافیای
geografi	جغرافیا
newcastle	نیوکاسل
handla	فروشگاه
handla	خرید
handla	فروشی
handla	مغازه
handla	shop
lyman	لایمن
sträcka	کشش
sträcka	دراز
édouard	ادوار
mona	مونا
genast	فوراً
genast	فورا
genast	بلافاصله
goose	غاز
goose	گوس
girls	دخترها
girls	دختران
flaggan	پرچم
mind	ذهن
mind	mind
miranda	میراندا
skotska	اسکاتلندی
skotska	اسکاتلند
skotska	اسکاتلندی
laos	لائوس
lot	لوط
utrymme	کوپه
utrymme	فضای
utrymme	فضا
utrymme	فضایی
utrymme	فاصله
seoul	سئول
bevara	حفظ
tionde	دهم
tionde	دهمین
vida	ویدا
rykte	نماینده
rykte	اعتبار
rykte	آبرو
rykte	شهرت
rykte	شهرتش
rykte	شایعه
rykte	شایع
luigi	لوئیجی
castillo	کاستیلو
nämner	یادی
shaykh	شیخ
faktorer	عوامل
förhandlingar	مذاکرات
förhandlingar	مذاکره
förhandlingar	مذاکره
förhandlingar	مذاکرات
army	لشگر
army	ارتش
army	ارتشی
army	سپاه
army	لشکر
flyger	پرواز
flyger	مگس
flyger	پروازی
flyger	پرواز
illustratör	تصویرگر
reser	سفر
reser	مسافرت
phoenix	سیمرغ
phoenix	فونیکس
phoenix	ققنوس
phoenix	فینکس
phoenix	فینیکس
alfabetet	الفبا
alfabetet	الفبای
talbot	تالبوت
fans	هواداران
fans	هوادارن
fans	طرفداران
intressanta	جالب
intressanta	جالبی
intressanta	جالبه
allvarligt	جدی
schumacher	شوماخر
fördraget	عهدنامه
fördraget	معاهده
fördraget	پیمان
mode	فشن
mode	مد
mode	fashion
mode	مُد
lindsey	لیندزی
relaterade	مربوط
