در	ajtó
سود	előny
سود	sud
سود	profit
سود	haszon
سود	nyereség
باد	bud
باد	szél
باد	szelet
سقوط	ütközés
سقوط	baleset
سقوط	crash
سقوط	esés
سقوط	őszi
سقوط	zuhanás
سقوط	ősszel
سقوط	ősz
الدین	alden
الدین	din
اوراق	kötvényeket
اوراق	kötvény
اوراق	kötvények
اصطلاح	távú
اصطلاح	kifejezés
الگوریتم	algoritmust
الگوریتم	algoritmus
طبیعت	jelleg
طبیعت	természet
ایندیانا	indiana
گشت	járőrök
گشت	járőr
گشت	őrjárat
نوازندگان	zenész
نوازندگان	zenészek
نوازندگان	zenekar
حقیقت	igazság
مسلمان	muszlim
مسلمان	muzulmán
مسلمان	muszlimok
مسلمان	muszlimok
صفر	nulla
صفر	zéró
صفر	zero
تجهیزات	berendezés
تجهیزات	berendezések
تجهیزات	felszerelés
تجهیزات	felszerelések
تجهیزات	kellékek
تجهیزات	ellátmányt
تجهیزات	ellátás
تجهیزات	készletek
تجهیزات	ellátmány
خطر	kockázat
خطر	kockázatos
خطر	veszély
فرض	feltételezem
فرض	feltételezett
فرض	feltételeztem
فرض	feltevés
فرض	feltételezés
فرض	feltételezve
هواپیما	sík
هواپیما	repülővel
هواپیما	repülő
هواپیما	repülőgép
معاون	helyettes
معاون	megbízott
فرمان	parancsnokság
فرمان	parancs
فرمان	megrendelés
فرمان	rendelés
فرمان	rend
فرمان	parancs
فرمان	licit
فرمان	parancsok
فرمان	megrendelések
فرمان	parancs
فرمان	parancsot
فدراسیون	föderáció
فدراسیون	szövetség
تجربه	tapasztalt
تجربه	tapasztaltak
تجربه	gyakorlott
تجربه	tapasztalatok
تجربه	élmények
تجربه	élmény
تجربه	tapasztalat
تجربه	tapasztalatok
تجربه	tapasztalattal
آزمایش	vizsgálati
آزمایش	vizsgálat
آزمایش	próba
آزمایش	teszt
آزمایش	kísérlet
آزمایش	tesztelés
آزمایش	vizsgálati
آزمایش	vizsgálat
آزمایش	próba
آزمایش	teszt
مسیحی	keresztény
مسیحی	christian
مسیحی	keresztények
مسیحی	keresztények
متصل	kapcsolódott
متصل	kapcsolt
متصل	összekapcsolt
متصل	kapcsolatban
متصل	kapcsolódás
متصل	kapcsolatot
غذایی	étel
غذایی	élelem
غذایی	élelmiszerek
غذایی	táplálék
غذایی	élelmiszer
غذایی	tál
غذایی	edény
غذایی	étkezés
غذایی	étel
امید	elvárás
امید	elvárások
امید	remény
امید	remélem
کالج	kollégium
کالج	főiskola
کالج	egyetem
ساحل	partra
ساحل	part
ساحل	shore
ساحل	beach
ساحل	part
ساحل	tengerpart
ساحل	tengerparton
ساحل	strand
خبری	hírek
خبری	hír
کنگره	kongresszus
اندونزی	indonéziában
اندونزی	indonézia
اندونزی	indonéz
عزیز	kedves
عزیز	drága
عزیز	aziz
بلغارستان	bulgária
مطلب	isis
مطلب	árucikk
مطلب	cikk
زرد	sárgák
زرد	sárga
تجارت	kereskedelem
تجارت	kereskedelmi
تجارت	kereskedés
تجارت	üzleti
تجارت	üzlet
تجارت	kereskedés
تجارت	csere
تجارت	kereskedelem
تجارت	kereskedelmi
ذخیره	tároló
ذخیره	tárolás
ذخیره	raktár
ذخیره	mentés
ذخیره	megmenteni
ذخیره	mentése
ذخیره	megtakarítás
ذخیره	mentés
ذخیره	megmenteni
ذخیره	áruház
ذخیره	üzlet
ذخیره	bolt
ذخیره	tartalék
ذخیره	tartalékot
دودمان	dinasztia
پوست	irha
پوست	bőre
پوست	bőr
برچسب	címke
برچسب	megjelölés
برچسب	tag
برچسب	megjelölése
برچسب	címke
کلرادو	colorado
رقص	dance
رقص	tánc
رقص	táncolj
رقص	táncolni
رقص	tánc
رقص	táncolni
رقص	táncol
فی	faye
فی	phi
فی	fay
قادر	képes
قادر	képes
دانشگاهی	akadémiai
دانشگاهی	kollégium
دانشگاهی	főiskola
دانشگاهی	egyetem
روسی	orosz
روسی	oroszul
روسی	oroszország
روسی	rossi
جرج	george
جرج	györgy
علاقه	érdeklődő
علاقه	érdekel
علاقه	érdekelt
علاقه	érdekelne
علاقه	érdeklődni
علاقه	érdeklődés
علاقه	kamat
علاقه	érd
علاقه	kamatok
آشنا	ismerős
آشنا	kapcsolatfelvétel
آشنا	kapcsolattartó
آشنا	kontakt
آشنا	érintkezés
آشنا	kapcsolat
آشنا	kapcsolatba
فنلاند	finnország
فنلاند	finnország
فنلاند	finn
جلو	front
جلو	eleje
جلو	előre
عضویت	tagság
عضویت	tagsági
جبهه	front
جبهه	eleje
تابستان	summer
تابستان	nyári
تابستان	nyáron
تابستان	nyár
معدنی	szervetlen
معدنی	ásványi
سد	gátat
سد	gát
مدرک	bizonyíték
مدرک	bizonyítás
مدرک	bizonyíték
مدرک	bizonyítékok
اختصاص	egyéni
نفوذ	befolyása
نفوذ	befolyással
نفوذ	befolyás
نفوذ	behatolás
ایل	île
عقب	vissza
عقب	hátsó
سرباز	katona
سرباز	magán
سرباز	privát
خشک	szárazon
خشک	száraz
خشک	szárított
خشک	szárítva
فراوان	bőséges
فراوان	bőség
فراوان	bőséges
فراوان	bőségesen
فراوان	sok
فراوان	sokat
تاثیر	befolyása
تاثیر	befolyással
تاثیر	befolyás
رفتن	elment
رفتن	eltűnt
اگرچه	habár
اگرچه	bár
اگرچه	habár
اگرچه	bár
احساس	érezd
احساس	érzem
احساس	érzés
احساس	érzem
احساس	érezni
احساس	érzéssel
احساس	éreztem
احساس	érezte
احساس	érzéseit
احساس	érzések
احساس	érzelmek
ادوارد	edward
برنز	égés
برنز	burns
برنز	bronz
خرید	műhely
خرید	üzlet
خرید	bolt
خرید	vásárlás
خرید	beszerzés
خرید	vásárlás
خرید	vétel
خرید	vegyél
خرید	venni
خرید	vásárol
خرید	megvásárolni
خرید	vásárolni
خرید	vásárlás
خرید	venni
قاره	kontinensen
قاره	kontinens
قاره	kontinens
هشتم	viii
هشتم	nyolcadik
شاخه	ágak
شاخه	fiókok
شاخه	branch
شاخه	ág
قطعه	szegmensek
قطعه	darabja
قطعه	darabka
قطعه	darab
قطعه	szegmens
قطعه	darabok
قطعه	darabjai
قطعه	darab
قطعه	darabokban
دیوار	wall
دیوار	fali
دیوار	falat
دیوار	fal
دیوار	falak
دیوار	falakat
مترجم	fordító
مترجم	tolmács
مترجم	tolmács
روایت	elbeszélés
اکبر	akbar
مجبور	kényszerít
اعدام	kivégezték
اعدام	kivégzés
اعدام	végrehajtás
اعدام	kivitelezés
اعدام	kivégzések
روح	ghost
روح	szellem
روح	szellem
روح	lélek
درگاه	kikötők
درگاه	kikötő
درگاه	port
امتیاز	pontszám
امتیاز	pont
امتیاز	pontok
پیشرفت	előrehaladás
پیشرفت	előrelépés
پیشرفت	fejlődés
پیشرفت	haladás
روحانی	spirituális
روحانی	szellemi
روحانی	lelki
گذاری	robbantások
گذاری	bombázás
مخصوص	különleges
مخصوص	speciális
منفی	negatív
تام	tomi
تام	tom
نکته	megjegyzés
نکته	jegyzet
نکته	tipp
نکته	füles
نکته	pont
نکته	point
گیاهی	gyógynövény
گیاهی	üzem
گیاهی	növény
سهام	részvények
سهام	készletek
سهام	állományok
سهام	részvények
سهام	részvény
سهام	részesedés
سهام	részvény
پرنده	madár
برلین	berlin
برلین	berlinben
برلین	berlini
تفسیر	kommentár
تفسیر	értelmezés
تفسیر	értelmezése
تفسیر	értelmezni
درود	áldás
درود	áldást
درود	köszönés
درود	üdvözlet
جزئی	részleges
جزئی	részlegesen
ولز	wales
ولز	walesi
ولز	wales
ولز	wells
کانال	csatorna
کانال	csatorna
هرچند	mindamellett
هرچند	mindazonáltal
هرچند	azonban
هرچند	habár
هرچند	bár
هرچند	habár
هرچند	bár
اسناد	papírokat
اسناد	papírok
اسناد	iratok
اسناد	dokumentumok
اسناد	okmányok
اسناد	dokumentum
داریوش	darius
توضیحات	megjegyzések
توضیحات	hozzászólás
توضیحات	megjegyzés
توضیحات	hozzászólások
توضیحات	észrevételek
حیات	hayat
دقت	állásfoglalás
دقت	határozat
دقت	felbontás
دقت	precíziós
دقت	pontosság
دقت	pontosság
آنجلس	angeles
روزهای	napok
روزهای	napokban
روزهای	napokat
روزهای	napokon
چارلز	károly
چارلز	charles
دامنه	hatálya
دامنه	hatály
دامنه	domain
دامنه	tartomány
دامنه	amplitúdó
نجات	megtakarítás
نجات	mentés
نجات	megmenteni
نجات	megmentési
نجات	mentő
نجات	mentés
مفید	hasznos
مفید	jótékony
مفید	előnyös
مفید	hasznos
مفید	segítőkész
مفید	hasznos
زدن	kopog
مارتین	márton
مارتین	martin
میسیسیپی	mississippi
مهاجم	támadók
مهاجم	striker
رباتیک	robotika
رکوردز	feljegyzések
رکوردز	records
رکوردز	nyilvántartások
رکوردز	nyilvántartás
نماد	szimbolizmus
نماد	jelkép
نماد	szimbólum
نماد	ikon
تصویری	vizuális
تکمیل	befejezés
تکمیل	befejezése
تکمیل	komplett
تکمیل	teljes
تکمیل	teljessé
قهرمانان	hősök
قهرمانان	bajnokok
نبراسکا	nebraska
وظیفه	kötelesség
وظیفه	vám
آهنگسازان	zeneszerzők
اداری	igazgatási
اداری	adminisztratív
زادروز	születésnap
زادروز	szülinapi
زادروز	szülinapot
زادروز	születésnapi
آکادمی	akadémia
ارسال	küldöm
ارسال	küld
ارسال	küldő
ارسال	elküldése
ارسال	küldése
ارسال	küldj
ارسال	küld
ارسال	küldeni
دیدار	találkozni
دیدار	találkozó
دیدار	gyűlés
دیدار	találkozás
دیدار	találkozó
دیدار	megbeszélés
دیدار	találkozás
فضا	űr
فضا	tér
عکاسی	fotózás
عکاسی	fényképészeti
توماس	thomas
توماس	tamás
صادق	becsületes
صادق	őszinte
انگلیس	anglia
انگلیس	england
انگلیس	angliai
پیوست	csatolja
پیوست	függelék
پیوست	csatolt
پیوست	csatolva
پیوست	függelék
موسی	moses
موسی	mózes
پای	gyalog
پای	láb
پای	pite
پای	lábat
پای	lábát
پای	láb
پیکچرز	képeket
پیکچرز	képek
پیکچرز	fényképek
مثبت	pozitívak
مثبت	pozitív
ارتباطات	kapcsolatai
ارتباطات	kapcsolatok
ارتباطات	kommunikáció
ارتباطات	távközlés
ارتباطات	kommunikációs
ارتباطات	kommunikáció
ارتباطات	közlemény
ارتباطات	kommunikációs
سلطنت	uralma
سلطنت	uralom
فراوانی	bőséges
فراوانی	bőség
فراوانی	bőséges
فراوانی	bőségesen
جراحی	műtét
جراحی	sebészet
جراحی	sebészi
جراحی	sebészeti
سابقه	precedens
سابقه	példátlan
مدافع	védő
مدافع	védelmező
مس	réz
مس	brass
مس	bronz
قرارداد	protokoll
قرارداد	jegyzőkönyv
قرارداد	megállapodás
قرارداد	egyetértés
قرارداد	megegyezés
قرارداد	egyezség
قرارداد	szerződéssel
قرارداد	szerződés
قلب	szívem
قلب	szívvel
قلب	szív
دارایی	ingatlan
دارایی	tulajdon
دارایی	ingatlanok
دارایی	tulajdonság
دارایی	eszközök
دارایی	vagyon
رهبران	vezetői
رهبران	vezetők
بهداشت	egészségügyi
بهداشت	higiéniai
بهداشت	higiénia
بهداشت	egészségügy
بهداشت	egészségügyi
بهداشت	egészség
بابل	bábel
بابل	babylon
شبه	pszeudo
نشست	ülés
نشست	ültem
نشست	ült
ظرفیت	kapacitások
ظرفیت	kapacitás
درک	derek
درک	értem
آلن	allen
آلن	alan
مسیحیت	kereszténység
تاجیکستان	tádzsikisztán
پیتر	peter
پیتر	péter
متال	metál
متال	metal
متال	fémek
متال	fém
مسکو	moszkvai
مسکو	moszkvában
مسکو	moszkva
خلاف	ellentétes
رومی	rumi
رومی	római
رومی	roman
سرویس	kiszolgálás
سرویس	szerviz
سرویس	szolgálat
سرویس	szolgáltatás
ابتدای	kezdetek
ابتدای	kezdete
ابتدای	eleje
ابتدای	kezdet
شاهزاده	herceg
شاهزاده	prince
یو	yoo
معمول	szokásos
ملک	ingatlan
ملک	tulajdon
ملک	ingatlanok
ملک	tulajdonság
ملک	malek
ملک	birtok
سرمایه	főváros
سرمایه	tőke
احترام	tiszteletet
احترام	tisztelet
الکترونیک	elektronika
الکترونیک	elektronikai
الکترونیک	elektronikusan
الکترونیک	elektronikus
رقابت	rivalizálás
رقابت	versenyezni
رقابت	versenyképes
رقابت	versengő
رقابت	versengés
رقابت	konkurencia
رقابت	verseny
کلید	kulcs
کلید	kulcsokat
کلید	kulcsok
کلید	kulcsfontosságú
کلید	key
کلید	kulcs
کهن	kahn
کهن	ősi
کهن	ős
کهن	ókori
نیم	fele
نیم	nim
شیرین	édesek
شیرین	édes
بد	bad
بد	rosz
بد	rossz
بد	gonoszság
بد	gonosz
صرف	elköltött
صرف	költött
صرف	töltött
صرف	tölteni
سان	napsütés
سان	sun
سان	nap
سان	napfény
سان	szan
سان	san
شاخص	index
شاخص	mutató
شاخص	mutató
بگیرد	vedd
خواندن	olvasott
خواندن	olvasok
خواندن	olvasni
خواندن	olvasás
اسب	lovak
اسب	lovakat
اسب	lovas
اسب	ló
فعالان	aktivisták
زیبایی	szépségek
زیبایی	szépség
زیبایی	gyönyörűség
هافبک	középpályás
حذفی	rájátszás
حافظه	emlékek
حافظه	emlék
حافظه	memória
حافظه	emlék
حافظه	emlékezet
حافظه	emlékek
مقیاس	mérleg
مقیاس	skálán
مقیاس	skála
نهم	kilencedik
فیلسوفان	filozófusok
مکتب	iskolában
مکتب	iskola
مکتب	suli
مارک	mark
معمولی	közönséges
معمولی	hétköznapi
معمولی	közös
معمولی	gyakori
معمولی	szokásos
معمولی	normális
معمولی	normál
اهداف	célkitűzések
اهداف	célokat
اهداف	célok
اهداف	célkitűzések
اهداف	célpontok
اهداف	célok
درد	fáj
درد	fájdalmat
درد	fájdalom
کارکنان	személyzet
کارکنان	alkalmazottak
کارکنان	munkavállalók
کارکنان	foglalkoztatottak
کارکنان	munkatársak
فتح	hódítás
فتح	uralkodj
فتح	győzelem
لوئیزیانا	louisiana
هواپیمای	légijármű
هواپیمای	repülőgépek
هواپیمای	repülőgép
هواپیمای	sík
هواپیمای	repülővel
هواپیمای	repülő
هواپیمای	repülőgép
هواپیمای	repülő
هواپیمای	repülőgép
اعتماد	bizalom
الان	most
تربیت	dédelgetett
ریز	kicsi
ریز	pici
ریز	apró
ماند	maradtam
ماند	maradtak
ماند	maradt
درمانی	kezelés
درمانی	terápia
درمانی	gyógyítás
درمانی	gyógyulást
درمانی	gyógyulás
درمانی	gyógyító
درمانی	terápiás
حالا	most
خودکار	auto
خودکار	automata
خودکار	automatikus
خودکار	automata
خودکار	automatikus
مغز	agya
مغز	agyat
مغز	agyam
مغز	agy
اطلاع	értesíti
نشریه	journal
نشریه	napló
نشریه	lap
نشریه	lapjában
آماده	kész
گوگل	google
ظاهری	tapintható
ظاهری	látszólagos
خانم	kisasszony
کتابی	könyv
کتابی	könyvet
خارجه	külföldi
خارجه	kül
خارجه	külföldiek
سنگی	kő
سنگی	stone
سنگی	szikla
سنگی	kő
سنگی	rock
بالایی	felső
پیمان	fogadalom
پیمان	szövetség
پیمان	szerződéssel
پیمان	szerződés
سلیمان	salamon
سلیمان	solomon
انتظار	vár
انتظار	várakozás
انتظار	várunk
انتظار	várok
یافتن	találni
یافتن	megtalálni
آلاسکا	alaszkai
آلاسکا	alaszkában
آلاسکا	alaszka
پیر	idős
پیر	régit
پیر	régi
پیر	öreg
پیر	régiek
