och	그리고
kamp	컴뱃
kamp	싸워라
kamp	싸움
kamp	싸우기
kamp	싸워
kamp	싸우다
vart	어디서
vart	어디
vart	어디에
vart	어디로
naturligt	자연
naturligt	천연
naturligt	자연스럽게
naturligt	자연적으로
naturligt	naturally
utökad	확장
utökad	연장
risk	위험
risk	리스크
ungdom	청년
ungdom	청소년
ungdom	젊음
ungdom	청춘
detaljer	세부사항
våld	폭력
påbörjade	시작되었습니다
påbörjade	시작했습니다
påbörjade	시작됨
herrgård	맨션
herrgård	저택
jerusalem	예루살렘
kristus	그리스도
kristus	크라이스트
relation	관계
relation	연애
relation	관계
turkiska	터키식
turkiska	터키어
turkiska	터키
tammerfors	탐페레
boys	소년
boys	소년들
boys	boys
boys	보이즈
boys	보이스
ständigt	끊임없이
ständigt	지속적으로
översättningar	번역
sluta	종료
sluta	끝내기
sluta	중지
sluta	멈추기
sluta	중단
sluta	정지
arts	예술
skepp	선박
dottern	딸이
beslöt	결심
östersjön	발트
populärt	인기가요
populärt	인기
populärt	인기가
populärt	인기
nebraska	네브라스카
nebraska	네브래스카
myndigheter	당국
automatiskt	자동
automatiskt	자동
hjälper	돕기
mönster	패턴
mönster	설계
mönster	디자인
mönster	패턴
belize	벨리즈
ärkebiskop	주교
ärkebiskop	대주교
breda	넓은
breda	광범위
breda	광범위한
breda	넓은
breda	와이드
breda	넓이
hamnen	항구
hamnen	항만
hamnen	항구
hamnen	포트
hamnen	항구
hamnen	하버
bestämmer	결심
konserter	연주회
konserter	콘서트
möjliga	가능한
möjliga	가능
mallar	템플릿
samla	수집
ungdomar	청년
ungdomar	청소년
ungdomar	젊음
ungdomar	청춘
åskådare	구경꾼
åskådare	관람객
åskådare	구경꾼
åskådare	방관자
bmw	bmw
siffror	숫자
siffror	수치
siffror	피규어
siffror	숫자
generellt	일반적으로
generellt	전반적으로
generellt	전체적으로
generellt	전반
självständighet	독립
självständighet	독립운동
självständighet	독립기념일
wars	전쟁
faktum	팩트
faktum	사실
foto	사진
akademiska	학문
akademiska	학업
akademiska	학술
knight	기사
knight	나이트
tennis	테니스
juridik	법칙
juridik	법률
juridik	법학
pro	프로
hälsa	체력
hälsa	헬스
hälsa	건강
hälsa	보건
lloyd	로이드
familjer	가족
dela	공유
dela	공유해
dela	공유하기
dela	공유
dela	나누기
dela	스플리트
dela	스플릿
dela	분할
dela	나누기
harbour	항구
harbour	하버
lanka	스리랑카
nationell	국립
nationell	내셔널
nationell	국민
rita	추첨
rita	그리기
rita	그리기
rita	리타
ambassadör	대사
sommar	여름
hole	구멍
hole	구멍이
företrädare	대표자
företrädare	대표
fot	발발
fot	발발
fönster	윈도우
fönster	창문
dennis	데니스
lantbrukare	농부
lantbrukare	농부
ersätta	교체
ersätta	대체
ersätta	바꾸기
fågeln	조류
erbjuder	쿠폰
försvar	방위
försvar	국방
försvar	방어
försvar	디펜스
försvar	방위
försvar	국방
försvar	방어
försvar	디펜스
halvön	반도
halvön	반도
avslutades	종료되었습니다
box	box
box	상자
box	박스
berättelse	이야기
berättelse	스토리
berättelse	소식
metoden	수단
metoden	메서드
metoden	방법
metoden	메소드
tecknade	만화
tecknade	카툰
rudolph	루돌프
hoppas	바라며
hoppas	희망
turné	투어
turné	관광
turné	둘러보기
turné	구경
turné	여행
homer	호머
verktyg	공구
verktyg	도구
verktyg	도구
verktyg	유틸리티
elsa	엘사
bryta	브레이크
bryta	휴식
bryta	break
bryta	깨짐
bryta	브레이킹
matematik	수학
matematik	수학
matematik	수학
tron	왕좌
tron	왕위
tron	믿음
tron	신념
tron	신앙
tron	신념
tron	믿음
tron	신앙
nintendo	닌텐도
vii	vii
traditionell	전통적
traditionell	전통적인
traditionell	전통
pjäs	놀기
pjäs	재생
pjäs	연주
pjäs	플레이
vista	비스타
förklara	설명
förklara	설명해
förklara	설명하기
förklara	설명해주세요
kommendör	캡틴
kommendör	대위
kommendör	선장
kommendör	지휘관
kommendör	사령관
kommendör	커맨더
mörka	어둡게
mörka	다크
mörka	어두운
mörka	어둠
filosof	철학자
filosof	철학
förband	붕대
förband	드레싱
förband	붕대
förband	붕대
fåtal	몇몇
släktingar	친척
benämning	명명법
benämning	명명
kläder	의류
kläder	의류
kläder	옷이
offentlig	공공
offentlig	공개
offentlig	공중
race	레이스
race	경주
race	인종
race	경쟁
fernando	페르난도
fernando	페르난두
process	프로세스
process	절차
process	과정
skjuter	새싹
entertainment	엔터테인먼트
entertainment	오락
brett	넓은
brett	와이드
brett	넓이
brett	브렛
brett	넓은
brett	광범위
brett	광범위한
cliff	클리프
cliff	절벽
mattias	마티아스
malta	몰타
kor	kor
jobb	직업
jobb	욥기
jobb	작업
jobb	일자리
jobb	직업
jobb	잡스
likhet	닮음
kontrollera	통제
kontrollera	제어
kontrollera	제어하기
kontrollera	컨트롤
kontrollera	체크
kontrollera	확인
kontrollera	점검
storm	폭풍
storm	폭풍우
storm	스톰
branch	지점
branch	분기
utomlands	해외로
utomlands	해외
utomlands	해외로
utomlands	해외
story	이야기
story	스토리
story	소식
ingenting	아무것도
drift	드리프트
drift	작동
drift	작전
expedition	탐험
expedition	원정
banks	뱅크
banks	은행
banks	뱅크스
genomföra	구현
rex	렉스
philipp	필립
stuttgart	슈투트가르트
grenar	나뭇가지
volym	볼륨
eng	eng
say	say
hope	희망
tronen	왕좌
tronen	왕위
separat	별도
separat	따로따로
separat	따로
separat	별도로
separat	분리
separat	따로따로
separat	따로
dyker	다이빙
dyker	잠수
iväg	끄기
name	이름
drama	드라마
rike	왕국
rike	킹덤
rike	엠파이어
rike	제국
rike	왕국
avancerade	고급
förhindra	방지
förhindra	예방
bridge	다리
bridge	브리지
bond	채권
bond	결합
bond	본드
bostäder	주택
bostäder	숙소
trek	트렉
matt	매트
marina	마리나
marina	마린
marina	해병대
monica	모니카
pacific	태평양
pacific	퍼시픽
eld	화재
eld	불화
innehållet	콘텐츠
innehållet	컨텐츠
innehållet	내용
innehållet	목차
innehållet	콘텐츠
innehållet	내용
kretsar	회로
kretsar	서킷
kretsar	회로
linjer	라인
marocko	모로코
begäran	요청
begäran	요청
begäran	요청하기
beteckning	명명법
beteckning	명명
beteckning	레이블
beteckning	라벨
mått	차원
mått	크기
mått	측정
mått	측정
mått	지표
mått	차원
uganda	우간다
kust	연안
kust	해안
kust	코스트
kust	해안
webbsida	웹사이트
egenskap	속성
egenskap	자산
egenskap	재산권
egenskap	속성
egenskap	재산
ellen	엘런
ellen	엘렌
blockering	차단
blockering	차단
blockering	블록
blockering	블럭
vallonien	왈롱
utrustning	장비
slagverk	타악기
återvända	반납
återvända	반환
återvända	리턴
återvända	귀환
återvända	복귀
hål	구멍
hål	구멍이
hål	구멍
hål	구멍이
teorin	이론
islam	이슬람교
islam	이슬람주의
islam	이슬람
färdig	완료
färdig	완료되었습니다
färdig	완료
kings	킹스
eddie	에디
nätverk	네트워크
nätverk	네트워킹
nätverk	네트워크
nätverk	네트워크
definition	정의
förlorat	분실
förlorat	로스트
förlorat	잃어버린
copa	코파
planen	플랜
planen	계획
flyttar	moves
flyttar	움직임
flyttar	이사
flyttar	움직임
afrikanska	아프리카
milano	밀란
milano	밀라노
uppföljare	후속
självständig	독립
självständig	독립적
självständig	자치구
ekonomiskt	재무
ekonomiskt	금융
ekonomiskt	경제
svarade	답글
svarade	답변
tankar	tanks
tankar	탱크
tankar	전차
tankar	생각
vårt	우리의
vårt	우리의
portugisiska	포르투갈령
portugisiska	포르투갈어
åttonde	여덟번째
infoga	삽입
infoga	삽입
games	게임
glas	잔다
glas	유리
glas	글래스
pic	pic
finsk	핀란드어
finsk	핀란드
generation	세대
tyvärr	불행히도
village	빌리지
village	마을
besökare	방문자
besökare	방문객
besökare	방문자
besökare	방문객
mtv	mtv
hits	조회수
aleksandr	알렉산드르
aleksandr	알렉산더르
aleksandr	알렉산더
noveller	소설
förbund	규약
föreningar	협회
tryck	누르세요
tryck	누르기
tryck	누르면
tryck	압력
tryck	압박
tryck	인쇄
tryck	프린트
tryck	밀어
tryck	푸시
tryck	프레스
tryck	누르기
fet	뚱뚱한
fet	지방
fet	살찐
marianne	마리안
body	시체
body	몸매
body	몸매가
rubrik	헤드라인
rubrik	제목
rubrik	타이틀
rubrik	제목
moselle	모젤
field	필드
field	현장
raka	면도
raka	똑바로
raka	스트레이트
journal	학술
journal	학술지
journal	저널
misslyckades	실패
fra	fra
plata	플라타
struktur	구조물
struktur	구조
adrian	아드리안
undersökning	문의
undersökning	조사
undersökning	수사
undersökning	시험
undersökning	검사
undersökning	설문조사
reklam	광고
reklam	광고
bära	착용
master	마스터스
master	마스터
hunter	사냥꾼
hunter	헌터
avdelning	부서
avdelning	섹션
avdelning	타이틀
avdelning	제목
väger	무게
perioder	생리
perioder	월경
perioder	마침표
miljon	백만명
miljon	백만
vermont	버몬트
mac	mac
venedig	베네치아
venedig	베니스
net	net
hjärta	하트
hjärta	심장
hjärta	마음
våningar	바닥
speciell	특수
speciell	특별한
speciell	스페셜
speciell	특별
gyllene	황금
gyllene	골든
bujumbura	부줌부라
blod	피피
blod	블러드
blod	혈액
inomhus	실내
inomhus	실내에
inomhus	인사이드
inomhus	내부
inomhus	실내
jerry	제리
jordbruk	농업
jordbruk	농사
jordbruk	농장
jordbruk	농업
fisher	피셔
tower	타워
carpenter	목수
carpenter	카펜터
jenny	jenny
jenny	제니
atlanta	애틀랜타
atlanta	아틀란타
atlanta	애틀란타
konstruktion	공사
konstruktion	건설
konstruktion	건축
konstruktion	설계
konstruktion	디자인
konservativa	보수주의
konservativa	보수당
konservativa	보수주의
konservativa	보수
ange	집합
ange	세트
ange	설정
ange	지정하기
ange	지정합니다
ange	지정
ange	입력
ange	입력합니다
ange	입력하기
dao	dao
microsoft	마이크로소프트
kenneth	케네스
powell	파월
situationen	상황
situationen	상황이
samlingar	컬렉션
samlingar	모음집
tjeckoslovakien	체코슬로바키아
segern	승리
segern	victory
astrid	아스트리드
valen	고래
egendom	자산
egendom	재산권
egendom	속성
egendom	재산
egendom	부동산
anfall	발작
anfall	공격
anfall	발작
flickor	소녀
flickor	소녀들
flickor	걸스
självständigt	독립
självständigt	독립적
självständigt	독립
självständigt	독립운동
självständigt	독립기념일
denis	데니스
original	원본
original	오리지널
original	오리지널
barry	배리
styrelse	보드
styrelse	게시판
styrelse	이사회
hotel	호텔
guide	안내서
guide	가이드
guide	안내
hänsyn	고려
curtis	커티스
minskar	감소
driva	드리프트
huvudkontor	본부
huvudkontor	본사
dator	컴퓨터
spindlar	거미
vetenskap	사이언스
vetenskap	과학
parallellt	평행
parallellt	병렬
iris	아이리스
iris	이리스
alta	알타
figurer	수치
figurer	피규어
figurer	문자
figurer	등장인물
anse	고려해
anse	고려
isaac	이삭
tillhörighet	소속
trupp	분대
trupp	스쿼드
trupp	군대
ralph	랄프
ralph	랠프
olja	오일
olja	석유
olja	기름
term	용어
peters	피터스
jamaica	자메이카
hund	개그
hund	개들
halv	절반
resan	여행
zimbabwe	짐바브웨
people	국민
people	사람
people	명인
people	사람들
passagerare	여객
passagerare	승객
passagerare	승객
ain	아인
sällskap	회사
sällskap	컴퍼니
sällskap	기업
soul	영혼
soul	소울
otter	수달
studios	스튜디오스
studios	스튜디오
gårdar	농장
gårdar	농사
miss	그리워
miss	미스
brist	부족
brist	부족
bush	부시
detroit	디트로이트
förklaring	설명
förklaring	선언
psalmbok	찬송
byar	마을
taket	옥상
taket	지붕
academy	아카데미아
academy	아카데미
fullständigt	완료
fullständigt	완성
fullständigt	완전히
jämför	비교하기
jämför	비교
farah	파라
leopold	레오폴드
leopold	레오폴트
beck	벡스
beck	피치
beslutet	의사결정
beslutet	결정
höra	듣기
kulturen	문화
harvey	하비
domstolen	법정
domstolen	재판소
domstolen	법원
snabb	급속
snabb	급속한
snabb	빠르다
snabb	빨라
snabb	빠름
snabb	빠른
föreslog	추천
konflikter	갈등
konflikter	분쟁
konflikter	갈등
konflikter	갈등이
konflikter	충돌
konflikter	분쟁
gata	거리가
gata	스트리트
gata	거리
gata	길거리
handboll	핸드볼
sydkorea	한국
sydkorea	코리아
flicka	girl
flicka	소녀
autonoma	자치구
autonoma	자율
plötsligt	갑작스럽게
plötsligt	갑자기
sarah	사라
sarah	새라
sarah	세라
alba	알바
intresserade	관심사
intresserade	관심
slovenien	슬로베니아
slovenien	슬로베니아어
slovenien	슬로베니아
slovenien	슬로베니아어
hittas	찾았다
hittas	찾았습니다
hittas	발견됨
engagerad	약혼
regelbundet	정규
regelbundet	보통
bibeln	성경
mörk	어둡게
mörk	다크
mörk	어두운
mörk	어둠
paraguay	파라과이
sämre	악화
mottagare	수신자
mottagare	수신자
mottagare	수신자
mottagare	수신기
teorier	이론
teorier	이론
dominerande	지배
dominerande	지배자
five	다섯
five	파이브
stallet	안정화
stallet	안정환
stallet	안정적
stallet	안정
austin	오스틴
straff	페널티
straff	처벌
straff	징벌
straff	처벌
casey	케이시
simpson	심슨
kommunala	시영
fysiker	물리학자
fysiker	물리학자
leslie	레슬리
konflikten	갈등
konflikten	갈등이
konflikten	충돌
konflikten	분쟁
christmas	크리스마스
utbrott	확산
utbrott	분출
ward	워드
temperatur	기온
temperatur	체온
temperatur	온도
bröder	형제단
bröder	형제
bröder	브라더스
bröder	형제들
hård	열심히
hård	하드
hård	어려워
fångar	죄수
fångar	억류
tunisien	튀니지
nått	도달
analys	해석학
analys	해석
analys	분석
debatt	토론
debatt	논쟁
växt	공장
växt	식물
växt	식물학
skala	스케일
skala	축척
skala	척도
skala	규모
bin	벌벌
nationellt	국립
nationellt	내셔널
nationellt	국민
rollerna	역할
oro	염려
oro	우려
skotsk	스코틀랜드
skotsk	스코틀랜드인
alf	alf
anlände	도착했다
publiken	군중
använd	이용하기
använd	사용하기
använd	사용
använd	이용
använd	사용하다
miles	마일스
miles	마일리지
miles	마일
miles	마일리
miles	마일즈
stars	항성
stars	스타
traditionen	전통
litauen	리투아니아
annika	안니카
marion	매리언
marion	마리온
marion	마리안
farbror	삼촌
farbror	아저씨
stående	standing
stående	스탠딩
stående	초상화
stående	세로
stående	인물
krafter	권력
krafter	파워스
kroatiska	크로아티아어
kroatiska	크로아티아
kroatiska	크로아티아인
stevens	스티븐스
assisterande	조교
assisterande	조수
assisterande	보조
porter	포터
collins	콜린스
veronica	베로니카
närliggande	근처
ändringar	변화
ändringar	변경
handling	행동
handling	활동
handling	작업
handling	동작
handling	액션
handling	문서로
handling	문서
restaurang	음식점
restaurang	레스토랑
restaurang	식당
brothers	형제
brothers	브라더스
brothers	형제들
tidpunkt	타이밍
tidpunkt	타이밍이
tidpunkt	시간
tidpunkt	타임
tidpunkt	time
skadade	부상
skadade	손상
skadade	손상된
skadade	부상당한
turnering	토너먼트
turnering	대회
kammare	챔버스
relevanta	관련
relevanta	관련성
lager	레이어
lager	계층
lager	레이어
lager	창고
lager	웨어하우스
lager	주식
lager	주식
lager	재고
innefattar	포함
innefattar	포함됨
