और	en
मुश्किल	moeilik
मुश्किल	moeilik
परस्पर	wedersydse
परस्पर	mutual
परस्पर	onderlinge
अनुकूल	gunstig
ईंधन	brandstof
तनाव	stres
तनाव	stress
योग्यता	kwalifikasies
योग्यता	aptitude
बैठक	meetings
बैठक	vergaderings
बैठक	ontmoeting
बैठक	besigheid
बैठक	vergadering
कम्प्यूटर	rekenaar
वाराणसी	waranasi
जल्द	gou
जल्द	binnekort
जल्द	soon
मुम्बई	mumbai
हॉल	saal
हॉल	sale
किंग	heer
किंग	king
किंग	koning
पेरिस	parys
टाइम्स	tye
टाइम्स	kere
जवाब	antwoord
जवाब	antwoord
जवाब	antwoorde
जवाब	antwoorde
संपादक	redakteur
संपादक	redigeerders
बंदरगाह	hawe
बंदरगाह	port
बंदरगाह	poort
ग्रुप	groep
ग्रुप	groepeer
शून्य	nul
शून्य	zero
जैविक	organiese
कौशल	vaardighede
कौशल	vaardigheid
कौशल	finesse
भक्ति	bhakti
भक्ति	devotion
गहराई	diepte
आश्रम	hospice
आरंभिक	aanvanklike
आरंभिक	beginner
कण	deeltjies
कण	deeltjie
वाणिज्यिक	kommersiële
वाणिज्यिक	kommersieel
नैतिक	etiese
नैतिक	moral
रॉयल	koninklike
रॉयल	royal
शिखर	toppunt
शिखर	rylaan
शिखर	peak
धरती	aarde
नेहरू	nehru
पेशेवर	professioneel
पेशेवर	professionele
पेशेवर	professionals
लैटिन	latyns
परंपरागत	tradisioneel
परंपरागत	tradisionele
परंपरागत	ortodokse
समीकरण	vergelyking
समीकरण	vergelyking
जाँच	toets
जाँच	toetse
जाँच	check
जाँच	tsjeggië
जाँच	kontroleer
जीवों	organismes
मापन	meting
मापन	mate
मापन	mates
मापन	maatreëls
सुन्दर	mooi
सुन्दर	pretty
प्रथा	practice
प्रथा	praktyk
प्रथा	oefen
प्रथा	praetor
दोनो	altwee
दोनो	beide
दोनो	albei
दोनो	sowel
संपादित	gewysig
देखी	gesien
देखी	saag
देखी	gekyk
देर	laat
आंशिक	eweredige
आंशिक	gedeeltelik
आंशिक	gedeeltelike
परम्परा	tradisie
एसोसिएशन	assosiasies
एसोसिएशन	verenigings
एसोसिएशन	vereniging
एसोसिएशन	assosiasie
आध्यात्मिक	geestelik
साइट	webwerwe
साइट	tuistes
साइट	werwe
साइट	sites
साइट	terreine
यहूदी	joodse
यहूदी	joods
यहूदी	hebreeus
यहूदी	jode
यहूदी	jiddisj
विशेषकर	besonder
विशेषकर	veral
महाद्वीप	kontinent
महाद्वीप	kontinente
तरीका	manier
तरीका	way
मुक्ति	bevryding
मुक्ति	verlossing
प्रजनन	breeding
बॉक्स	boks
बॉक्स	bokse
बॉक्स	kassies
श्रेय	krediet
श्रेय	krediete
श्रेय	loubser
स्टेट	staat
स्टेट	deelstaat
स्टेट	provinsie
स्टेट	toestand
स्टेट	spasie
स्टेट	stat
वेल्स	wallis
समकालीन	kontemporêre
निभाई	gespeel
गुना	vou
प्रारूप	konsep
प्रारूप	formateer
एक्सप्रेस	express
वजन	gewig
प्रक्रियाओं	prosesse
प्रक्रियाओं	prosedures
अभिव्यक्ति	uitdrukking
मंदिरों	tempels
चोट	skade
चोट	besering
मौजूदा	hede
मौजूदा	tans
मौजूदा	voordra
मौजूदा	teenwoordig
मौजूदा	bestaande
हरा	greens
हरा	groen
हरा	grenada
संगीतकार	musikant
संगीतकार	musikante
प्रवृत्ति	trend
प्रवृत्ति	tendens
प्रवृत्ति	neiging
रुचि	belangstelling
रुचि	rente
आर्य	ariese
पर्यटक	toeriste
पर्यटक	tourists
पर्यटक	toeriste
मछली	fishes
मछली	visse
मछली	vis
मछली	visvang
उपभोक्ता	openbaring
उपभोक्ता	verbruiker
उपभोक्ता	verbruikers
वैज्ञानिकों	scientists
आविष्कार	uitvinding
आसान	maklik
आसान	maklike
यान	yen
कक्ष	kamer
कक्ष	selle
कक्ष	sel
कक्ष	chamber
कक्ष	kamers
कक्ष	rooms
यौन	seksuele
मशहूर	bekende
मशहूर	beroemd
मशहूर	famous
अनुबंध	ooreenkoms
अनुबंध	kontrak
राव	rao
पाठ्यक्रम	natuurlik
वेस्ट	wes
प्रतिष्ठित	noble
प्रतिष्ठित	edel
प्रतिष्ठित	gesiene
प्रतिष्ठित	geëerde
गवर्नर	goewerneur
न्यूनतम	verklein
न्यूनतम	laagste
न्यूनतम	laagte
न्यूनतम	minimum
न्यूनतम	min
प्रतिभा	genie
प्रतिभा	genius
प्रतिभा	talent
प्रशंसा	loof
प्रशंसा	lofprysing
सीट	sitplekke
सीट	sitplek
व्यावहारिक	praktiese
उत्सव	fees
उत्सव	viering
कपड़े	klerasie
कपड़े	klere
कपड़े	kleredrag
कपड़े	klere
पुणे	pune
सालों	jare
हजारों	duisende
खनिज	mineraal
खनिज	fossiel
खनिज	minerale
लम्बी	lank
बुद्धि	intelligensie
विषाणु	virus
फ्रांसीसी	frans
फ्रांसीसी	franse
कठोर	hard
कठोर	harde
कठोर	moeilik
कठोर	severe
प्रणालियों	sisteme
प्रणालियों	stelsels
प्रणालियों	systems
विकार	disorder
विकार	siekte
विकार	kwale
घटक	saamgestelde
घटक	komponent
ऑस्ट्रेलियाई	aussie
ऑस्ट्रेलियाई	australiese
वर्गों	vierkante
वर्गों	blokkies
वर्गों	seksies
वर्गों	afdelings
वर्गों	artikels
संहिता	kode
काल्पनिक	fantasie
काल्पनिक	imaginary
काल्पनिक	denkbeeldige
प्रयत्न	pogings
प्रयत्न	poging
प्रयत्न	moeite
तारामंडल	sterrebeeld
प्रजाति	spesie
प्रजाति	spesies
विविधता	verskeidenheid
इस्लामी	islamitiese
शहरी	urban
शहरी	stedelike
बातें	dinge
नदियाँ	riviere
मानवीय	humane
शास्त्रीय	klassieke
कृति	masterpiece
सैन	san
अग्नि	brand
अग्नि	vuur
ग्रेट	groot
ग्रेट	wonderlik
श्रम	arbeid
श्रम	labour
श्रम	arbeid
आयरलैंड	ysland
आयरलैंड	ierland
निकटतम	naaste
उसको	hom
दर्जा	rang
दर्जा	rank
असफल	vaal
असफल	faal
असफल	fail
असफल	misluk
असफल	mislukking
चन्द्र	chandra
चन्द्र	maan
गाँधी	gandhi
अनुप्रयोग	aansoek
अनुप्रयोग	toepassings
अनुप्रयोग	toepassing
अनुप्रयोग	toepassings
अनुप्रयोग	programme
अनुप्रयोग	aanwendings
अनुप्रयोग	aansoeke
सोने	goud
बेहद	verskriklik
बेहद	uiters
बेहद	vreeslik
सचिव	sekretaris
सचिव	sekretaresse
ब्रांड	brands
ब्रांड	handelsmerk
डिज़ाइन	ontwerp
आवास	habitat
आवास	woonplek
आवास	opsy
आवास	behuising
आवास	blyplek
आवास	indiening
आवास	verblyf
आवास	gastehuis
ज़िला	distrik
यांत्रिक	mechanical
यांत्रिक	meganiese
धारणा	conception
खड़े	staande
खड़े	staan
द्रव्यमान	massa
न्यायाधीश	judge
न्यायाधीश	regter
लाइव	regstreekse
लाइव	lewendige
लाइव	gepubliseer
लाइव	regstreeks
कवियों	digters
आकृति	vorm
आकृति	figuur
स्थितियों	situasies
करेंगे	sal
मलयालम	malayalam
जाय	neutmuskaat
हालाँकि	hoewel
हालाँकि	alhoewel
पीटर	petrus
पीटर	peter
खराब	sleg
एलबम	album
एलबम	albums
संवाद	dialoog
प्रीमियर	premiere
प्रीमियर	premier
चित्रित	painted
चित्रित	gekleur
चित्रित	ingekleur
चित्रित	geverf
पेट	maag
मोहम्मद	mohamed
फसल	snoei
दोस्त	maatjie
दोस्त	vriend
वापसी	terugkeer
वापसी	opgelewer
वापसी	comeback
प्रोत्साहित	moedig
प्रोत्साहित	bemoedigende
क्रमशः	onderskeidelik
सूरज	son
लाइसेंस	lisensies
लाइसेंस	lisensie
लाइसेंस	lisensie
सेन	sen
सेन	sep
छः	sesde
छः	ses
मिशन	missie
मिशन	sending
मिशन	missions
लंबा	tall
लंबा	lank
लंबा	hoog
लंबा	lank
विशेषज्ञ	specialist
विशेषज्ञ	deskundige
विशेषज्ञ	deskundiges
विशेषज्ञ	kundiges
विशेषज्ञ	kenners
विशेषज्ञ	experts
विशेषज्ञ	kundige
विशेषज्ञ	expert
विशेषज्ञ	ervare
विशेषज्ञ	spesialiteite
नौकरी	werk
नौकरी	job
नौकरी	werkie
उपाय	vermeende
आकाश	hemel
आकाश	lug
स्थानांतरित	gekuif
स्थानांतरित	geskuif
स्थानांतरित	verhuis
बचाव	verdedig
बचाव	redding
बचाव	red
