den	the
utförd	izvela
utförd	nastupao
utförd	izvedena
utförd	izvodili
tempel	hram
tempel	hramove
mötet	sastanak
mötet	susret
eds	eds
litteraturen	književnost
åsa	asa
erfarenhet	iskustva
erfarenhet	iskustvo
euro	eura
euro	evra
euro	eur
euro	euro
karolinska	karolinska
trinidad	trinidad
know	zna
know	znaju
know	know
china	kina
matthew	matthew
flytande	tečnost
skandinavien	skandinaviji
institutioner	institucije
institutioner	institucija
hell	pakao
hell	hail
wallace	wallace
kön	spol
kön	spol
utsedd	označene
utsedd	imenovao
utsedd	imenovani
utsedd	imenovana
utsedd	imenovalo
slovakien	slovačka
capensis	capensis
after	nakon
tres	tres
katherine	katherine
abra	abra
tänkte	misao
tänkte	misleći
revolution	revolucija
playa	playa
båtar	brodove
båtar	brodovi
lettland	latvija
she	ona
australisk	australijski
australisk	australian
australisk	australijska
hav	morima
hav	okeanima
hav	okeani
hav	moru
hav	more
hav	okean
string	gudački
string	string
andersen	andersen
six	šest
svenskar	šveđani
warszawa	varšava
sovjetisk	sovjetski
utgåvan	izdanje
della	della
peterson	peterson
percy	percy
nye	nye
styrelseordförande	predsjedavajući
varor	dobara
varor	robu
varor	roba
alfa	alpha
alfa	alfa
alfa	alfa
kyrkogården	groblje
extremt	izuzetno
extremt	ekstremni
extremt	krajnjem
extremt	ekstremne
extremt	ekstremnim
lundgren	lundgren
muslimska	muslim
muslimska	musliman
personligen	lično
tillägg	dodatak
sjunga	pjevaju
sjunga	sing
sjunga	pjevanje
emanuel	emanuel
set	setu
set	set
set	postavio
set	postavljeni
set	seta
hej	alo
hej	halo
hej	hej
hittat	našla
hittat	pronađen
hittat	pronađena
hittat	pronašli
hittat	pronašao
hittat	utvrdila
föreståndare	rukovodilac
experiment	eksperimenti
experiment	eksperiment
experiment	eksperimentu
ungersk	mađarski
självständiga	independent
självständiga	nezavisno
självständiga	nezavisni
självständiga	nezavisna
winter	zima
vin	vin
vin	vino
facebook	facebook
montreal	montreal
spridning	difuzija
spridning	širenja
mendoza	mendoza
melodin	melodija
teologi	teologije
grandis	grandis
phillips	phillips
kreta	kreta
agnes	agnes
bart	bart
drogs	izvukao
nivåer	nivoi
britt	britt
mod	hrabrost
motorväg	autoceste
motorväg	freeway
motorväg	autoput
pool	bazen
vackra	lijepe
vackra	lijepa
teolog	teolog
tillverkare	proizvođači
tillverkare	proizvođač
highland	highland
popularitet	popularnosti
popularitet	popularnost
madison	madison
helen	helen
khan	khan
khan	kan
graf	graf
inc	inc
jämförelse	poređenja
jämförelse	poređenje
jämförelse	diff
närke	närke
richardson	richardson
verkstad	radionica
verkstad	radionice
verkstad	radionici
verkstad	radionicu
organiserade	organizirani
organiserade	organizirano
organiserade	organizirana
organiserade	organizovana
organiserade	organizovane
organiserade	organizovani
organiserade	organizovano
organiserade	organizovan
nahr	nahr
sharp	oštrim
sharp	oštre
sharp	oštru
sharp	oštrog
läs	čita
läs	uče
läs	nauči
läs	uči
läs	learn
salto	salto
kai	kaj
kai	kai
flitigt	marljivo
presenterade	predstavila
presenterade	predstavljena
presenterade	predstavljen
presenterade	predstavilo
presenterade	predstavio
presenterade	uvedeno
presenterade	uveo
presenterade	uveden
presenterade	uvedena
oak	hrast
sammanslagning	spajanje
sammanslagning	spajanja
sammanslagning	spajanje
liberal	liberalne
liberal	liberalni
liberal	liberalna
fars	farsu
guam	guama
producera	proizvoditi
palatset	palata
palatset	palača
ball	lopta
dallas	dallas
juridiska	legalno
juridiska	pravna
juridiska	pravne
juridiska	pravni
juridiska	pravnih
skillnader	razlika
skillnader	razlike
klotter	graffiti
base	baza
hoppade	skočio
anhui	anhui
augusta	augusta
reichenbach	reichenbach
edit	uredi
edit	uređivanje
sittande	sjede
nytta	korist
norfolk	norfolk
johns	johns
ovanstående	iznad
laura	laura
luke	luke
luke	luk
deltagarna	učesnici
sevilla	sevilla
sevilla	sevilla
away	away
away	daleko
skulpturer	skulptura
skulpturer	skulptura
bobby	bobi
bobby	bobby
positivt	pozitivna
positivt	pozitivan
positivt	pozitivne
positivt	pozitivni
positivt	pozitivno
amanda	amanda
gap	jaz
markus	markus
sandberg	sandberg
lägsta	najniža
lägsta	najniži
specifika	specifične
specifika	konkretne
specifika	specifična
dahl	dahl
roca	roca
dresden	drezden
tillåter	omogućava
elektrisk	električne
elektrisk	električna
elektrisk	električni
elektrisk	električna
elektrisk	električni
manager	rukovodilac
blivande	budućnost
lämplig	pogodan
lämplig	pogodna
äta	jede
äta	jedi
äta	eat
äta	jede
äta	jedu
nepal	nepala
lotta	lotta
clinton	clinton
square	kvadrat
félix	félix
pablo	pablo
schweizisk	švicarska
schweizisk	švicarski
rasmus	rasmus
drottningen	queen
drottningen	kraljica
separata	odvojenih
separata	odvojene
separata	odvojiti
medicinsk	medicinska
medicinsk	medicinski
medicinsk	medical
årliga	godišnje
årliga	godišnjim
årliga	godišnji
årliga	godišnjem
årliga	godišnja
leone	leone
försvarare	defender
försvarare	branilac
försvarare	branioci
family	porodica
family	porodično
newton	njutn
newton	newton
gibson	gibson
fallen	pala
kunglig	royal
kunglig	kraljevska
kunglig	kraljevsko
kunglig	kraljevski
devils	šejtani
klimat	klima
uppväxt	podignut
uppväxt	podigao
gottlieb	gottlieb
lès	lès
höjden	visina
accra	accra
joachim	joachim
terry	terry
europe	evropa
birch	birch
mar	mar
solo	solo
himlen	nebo
himlen	sky
himlen	nebo
änka	udovica
söderberg	söderberg
julian	julian
julian	juliana
julian	julijanski
kiev	kijev
efterföljande	naknadna
insularis	insularis
bostad	boravka
bostad	stanovanje
bostad	stambeni
odlas	porastao
ellis	ellis
minskat	smanjen
minskat	smanjena
känslor	emocija
känslor	emocije
känslor	emocija
känslor	osećanja
känslor	osjećanja
albin	albin
judisk	jevrejska
judisk	jevrejsko
judisk	jevrej
judisk	jevrejski
perdita	perdita
europeisk	evropljanin
europeisk	evropski
kommitté	odbor
kommitté	komitet
act	ponašaju
act	čin
act	akt
sprida	širenja
lahtis	lahti
nana	nana
corporation	korporacija
serbiska	srpska
serbiska	srpski
serbiska	srpski
tävla	trka
tävla	rasa
edmund	edmund
svärd	mač
främre	ispred
främre	front
främre	frontalni
viken	zaliv
viken	zaliva
viken	zaliv
lille	lille
butiker	prodavnice
butiker	radnje
butiker	prodavnice
säker	osigurati
säker	osigurali
säker	obezbjedi
säker	osigurana
säker	obezbjeđen
larsen	larsen
melbourne	melbourne
bei	bei
båt	čamac
engagemang	angažman
engagemang	opredjeljenje
engagemang	opredjeljenja
engagemang	posvećenost
engagemang	obaveza
engagemang	učešće
engagemang	posvećenost
larry	larry
mekaniska	mehanički
mekaniska	mašinski
mekaniska	mašinsko
foster	foster
foster	gajenja
foster	fetus
foster	fetusa
biträdande	pomoćnik
biträdande	asistenta
biträdande	asistent
biträdande	zamjenik
canada	kanada
hemliga	tajna
normal	normalno
normal	normalan
normal	normalni
normal	normalne
normal	normalna
jay	jay
lang	lang
philippe	philippe
regent	namjesnika
utmed	duž
kommersiella	komercijalne
kommersiella	komercijalni
kommersiella	reklama
libyen	libija
roberto	roberto
varade	trajalo
försvinner	nestane
försvinner	nestati
misstag	greške
misstag	grešku
misstag	greška
ibn	ibn
bidrar	doprinosi
transport	prijevoz
transport	prevoz
transport	transport
transport	transport
förut	pre
förut	prije
richards	richards
fattiga	loše
fattiga	siromašni
fattiga	siromašnih
stjärnan	zvijezda
färre	manje
utländsk	stranih
utländsk	strani
utländsk	stranim
radering	delecija
katolsk	katolici
katolsk	katolički
katolsk	katolička
katolsk	katolik
hört	čuo
hört	čuli
simpsons	simpsons
dött	poginuo
dött	umro
dött	umrlo
dött	umrla
dött	mrtva
dött	mrtvi
dött	mrtvo
dött	mrtav
gas	plin
berömd	poznati
berömd	poznata
berömd	poznat
berömd	poznate
berömd	slavni
samlingen	zbirka
samlingen	kolekcija
samlingen	collection
inspiration	inspiracija
sophie	sophie
houston	houston
sudan	sudan
human	human
human	humani
uppmärksammade	primijetili
framtid	budućnost
koppling	kvačila
koppling	veza
institut	institut
institut	institutu
institut	zavod
institut	instituta
institut	institucije
institut	institucija
venus	venera
resurser	resursi
resurser	resurse
dubbla	dvostruki
dubbla	dupla
dubbla	dvostruko
dubbla	dvostruke
dubbla	dvostruku
dubbla	dvostruka
catherine	catherine
catherine	katarina
inger	inger
flod	rijeka
greta	greta
kommunikation	komunikacija
kommunikation	komunikacija
äldste	najstariji
äldste	najstarija
äldste	stariji
negra	negra
gator	gator
gator	ulice
gator	ulica
gator	ulicama
henan	henan
dramatiska	dramatičnog
dramatiska	dramatična
dramatiska	dramatičnim
dramatiska	dramatičnu
dramatiska	dramatičan
växa	rastu
växa	rasti
brasiliensis	brasiliensis
craig	craig
budget	budžet
moçambique	mozambik
tusentals	hiljade
producerar	proizvoditi
producerar	proizvodi
studerat	studirao
studerat	proučili
studerat	učio
studerat	proučen
studerat	proučavao
studerat	proučio
buck	bak
svårare	teže
dean	din
masters	masters
producerat	proizveo
producerat	proizvela
sända	emitovanje
sända	emitovati
sända	poslati
sända	šalju
sända	send
typiska	tipično
typiska	tipičan
kiss	pee
kiss	poljubac
kiss	kiss
ram	framework
ram	okvir
ram	okvir
ram	ram
utformning	dizajn
utformning	dizajnira
falk	falk
falk	soko
tekniken	tehnika
tekniken	tehnologija
want	žele
henderson	henderson
vetenskaplig	naučna
vetenskaplig	naučne
vetenskaplig	naučno
avrättades	pogubljen
funktionen	funkcija
funktionen	igranih
funktionen	igrane
samtal	razgovori
samtal	pregovori
samtal	razgovor
samtal	call
samtal	poziv
samtal	poziva
samtal	razgovori
byttes	promijenio
byttes	promijenila
byttes	promijenjen
italia	italia
bryter	lomi
bryter	breaking
rwanda	ruanda
rwanda	ruandski
henning	henning
älvsborgs	älvsborgs
lätta	lak
lätta	lako
lätta	lahko
lätta	polahko
lätta	lagan
ding	ding
georgiska	gruzijski
järnvägsstation	stanica
detsamma	ista
detsamma	isti
detsamma	isto
celler	ćelije
kommittén	odbor
kommittén	komitet
bel	bel
kvällen	večeri
kvällen	veče
figur	figura
figur	cifra
figur	figure
figur	umjetničko
vojvodskap	vojvodstvo
uttalas	pronunciation
berättade	rekao
blått	plava
eugène	eugène
kosovo	kosovo
utbildad	obrazovana
utbildad	obrazovani
utbildad	trenirao
utbildad	obučenih
utbildad	obučeni
demokrati	demokratija
martín	martín
införa	uvodi
införa	uvođenju
införa	predstavljamo
införa	uvođenje
införa	nametnuti
införa	nametne
införa	uvesti
romeo	romeo
inhemska	rodnoj
inhemska	domaće
inhemska	domaćem
inhemska	domaća
inhemska	domaći
inhemska	autohtone
orsakade	izazvalo
orsakade	uzrokovala
orsakade	uzrokovane
orsakade	izazvao
orsakade	izazvala
storleken	veličina
storleken	veličine
habitat	staništa
habitat	staništa
habitat	stanište
sällsynt	rijetki
sällsynt	rijetko
hundar	psi
hundar	pasa
hundar	pse
direkta	direktni
direkta	direktna
direkta	direktan
split	splitsko
split	split
split	splitska
delad	dijele
delad	podijeljeni
delad	podijeljene
delad	podijeljen
delad	podijeljeno
delad	splitsko
delad	split
delad	splitska
allmusic	allmusic
isländska	islandski
kvarvarande	preostali
kvarvarande	preostalih
kvarvarande	preostala
kvarvarande	preostale
hawaii	havaji
johnston	johnston
days	dana
mexicana	mexicana
niger	niger
sánchez	sánchez
farfar	djed
farfar	dedo
farfar	djed
farfar	dedo
punkter	tačaka
punkter	tačke
punkter	tačaka
weber	weber
avdelningen	odjel
avdelningen	katedri
avdelningen	odjeljenje
avdelningen	departmenta
maken	muž
era	eru
era	ere
era	era
azur	azur
läste	čita
typiskt	tipično
typiskt	tipičan
diamond	dijamant
moser	moser
rouge	rouge
gädda	pike
nödvändigt	neophodni
nödvändigt	neophodno
nödvändigt	neophodna
nödvändigt	neophodan
nödvändigt	neophodnih
nödvändigt	neophodnu
mann	men
roche	roche
konstant	neprekidno
konstant	stalno
konstant	konstanta
alpina	alpina
alpina	alpskom
alpina	alpsko
palma	palma
salo	salo
aktivitet	aktivnost
forster	forster
emellan	između
anmälan	izveštaj
anmälan	izvještaj
anmälan	obavještenje
charente	charente
nikolaj	nicolai
nikolaj	nikolay
nikolaj	nicholas
nikolaj	nikolaj
burton	burton
rogers	rogers
tidskrifter	magazine
tidskrifter	časopisa
danielsson	danielsson
regementet	regimenta
regementet	puk
bennett	bennett
gratis	free
samoa	samoa
kapitel	poglavlje
kapitel	poglavlja
hopkins	hopkins
längden	dužina
ridley	ridley
säljs	prodala
säljs	prodat
säljs	prodao
röra	mess
armstrong	armstrong
bestämma	odlučiti
bestämma	odluče
försvaret	odbrana
försvaret	odbranu
försvaret	odbrana
campo	campo
liaoning	liaoning
säkra	osigurati
säkra	osigurali
säkra	obezbjedi
säkra	osigurana
säkra	obezbjeđen
galleri	galerija
bildtext	caption
kontakter	kontakti
chans	šansa
alexandre	alexandre
galicien	galicija
uppenbart	očigledno
uppenbart	očigledni
uppenbart	očigledan
kristendomen	kršćanstvo
earth	zemlja
anita	anita
kors	prelazi
kors	krst
släppa	puštanje
släppa	oslobađanje
offentligt	javni
offentligt	javnost
offentligt	javna
offentligt	javno
offentligt	javno
debatten	debatu
debatten	raspravu
debatten	debati
debatten	debata
debatten	debate
kärnten	koruška
marcel	marcel
mission	misija
avhandling	disertaciju
avhandling	teze
avhandling	teza
crystal	kristal
lyon	lyon
theatre	pozorište
webb	webb
webb	web
bang	bang
kanadensiska	kanadski
inspelning	snimanje
attack	napad
sky	sky
sky	nebo
carmen	carmen
blood	krv
tunnelbana	metro
tunnelbana	metro
meningen	kaznu
meningen	rečenica
meningen	kazna
meningen	presudom
small	male
small	mali
stöder	podržava
handen	šaka
uppträder	nastupa
shanghai	šangaj
bak	bak
ericson	ericson
bajo	bajo
stall	stabilno
stall	stabilna
stall	stabilan
info	info
födelse	rođenja
födelse	rodila
alsace	alsace
chico	chico
vera	vera
vera	veri
föreslår	predlaže
föreslår	sugeriše
föreslår	sugerira
föreslår	predlaže
dei	dei
valais	valais
pole	pol
jura	jura
alberto	alberto
kampanj	promocija
kampanj	kampanje
kampanj	kampanji
kampanj	kampanja
kampanj	kampanju
milan	milano
ogift	neudate
veckans	sedmični
veckans	sedmičnjak
ron	ron
germain	germain
extremadura	extremadura
rioja	rioja
öde	destiny
öde	sudbina
öde	sudbinu
öde	sudbinu
öde	sudbina
identitet	identitet
identitet	identiteta
representanter	predstavnici
kapellet	kapela
hunt	lov
ombyggnad	pretvaranje
räkna	računaju
räkna	grof
räkna	broji
räkna	broji
fan	navijač
fan	fan
fan	fuck
holmes	holmes
holmes	holmesa
got	imam
got	got
got	dobio
got	dobila
växande	rastući
växande	rastuća
växande	raste
växande	rastuće
nationale	nationale
tjugo	dvadeset
tillförordnad	postupajući
kommentar	komentara
kommentar	komentar
kommentar	commentary
åtgärd	akcija
åtgärd	mjera
åtgärd	mjeri
mueller	mueller
marco	marco
marco	marko
plaza	plaza
metall	metal
utfört	izvela
utfört	nastupao
utfört	izvedena
utfört	izvodili
boende	stanovanje
boende	stambeni
boende	stanovništvo
boende	smještaja
björk	björk
björk	birch
reid	reid
café	cafe
café	cafe
älskar	ljubav
haut	haut
papper	papir
papper	papire
janne	janne
berry	berry
apple	jabuka
volcán	volcán
omöjligt	nemoguća
omöjligt	nemoguće
hora	hooker
sjöberg	sjöberg
läsare	reader
läsare	čitaocima
kolla	pogledajte
kolla	check
ilex	ilex
alpin	alpskom
alpin	alpsko
helmand	helmand
socialt	socijalno
socialt	društvena
socialt	društvene
socialt	društvenu
socialt	socijalna
förlängning	produženje
digitala	digitalnu
digitala	digitalna
digitala	digitalne
digitala	digitalni
digitala	digitalnoj
dags	vrijeme
skick	uslovom
skick	uslov
skick	stanje
noll	nula
hudson	hudson
seven	sedam
lambert	lambert
saxifraga	saxifraga
startar	počinje
startar	započinje
startar	počevši
startar	polazna
startar	počev
startar	počinje
startar	počinju
startar	početak
startar	start
startar	početka
producerad	proizveo
producerad	proizvela
själ	duša
utnämnd	imenovao
utnämnd	imenovani
utnämnd	imenovana
utnämnd	imenovalo
guillaume	guillaume
adrien	adrien
klockväxter	campanulaceae
heta	hot
heta	vrelo
kvarn	mlin
kvarn	mill
fiske	ribolovu
fiske	ribolov
dödade	ubila
dödade	ubili
dödade	ubio
dödade	ubijena
dödade	ubijen
dödade	ubijeni
flyttat	preselio
sanna	sanna
sanna	istina
sanna	tačna
andrej	andrej
andrej	andrey
andrej	andrej
andrej	andrei
prinsessa	princeza
prinsessa	princeze
nominerade	nominirani
nominerade	nominovan
centralt	centralizirani
centralt	central
centralt	centralni
centralt	centralna
suffolk	suffolk
price	cijena
orsakar	izazivaju
orsakar	uzrokujući
orsakar	uzroka
orsakar	uzroci
orsakar	uzrokuje
felipe	felipe
golf	golf
socialistiska	socijalistička
deux	deux
akt	ponašaju
akt	čin
akt	akt
sigurd	sigurd
berger	berger
kvalet	kvalifikacijama
licens	dozvola
licens	licenca
licens	dozvolu
licens	licencu
licens	licence
swan	labud
allvar	ozbiljnost
trädgård	bašti
trädgård	bašte
trädgård	bašta
trädgård	džennet
hemlighet	tajna
maple	javor
hasse	hasse
grace	grace
upproret	pobunu
upproret	pobuni
upproret	pobune
grillo	grillo
nionde	deveti
adress	adresa
päls	krzno
jobbar	radna
jobbar	radi
jobbar	radeći
jobbar	radio
jobbar	radnu
pieter	pieter
föräldrarna	roditelji
hotade	zaprijetio
hotade	ugrožena
hotade	ugrozili
rikt	bogata
rikt	bogato
rikt	bogati
rikt	bogatim
rikt	bogat
pérez	pérez
ale	ale
maximilian	maksimilijan
maximilian	maximilian
years	godina
lågt	niski
lågt	nizak
lågt	low
biograf	kino
biograf	kinematografija
biograf	cinema
effekter	utjecaj
effekter	udar
effekter	uticaji
effekter	efekti
medverkan	učešće
tung	heavy
tung	teški
tung	težak
tung	teška
tung	teške
tung	tung
sala	sala
halva	polovina
halva	polovinu
halva	pola
hinder	prepreka
hinder	prepreke
hinder	prepreka
hinder	prepreku
hinder	barijere
hinder	barijera
vård	briga
praktiskt	praktične
praktiskt	praktična
praktiskt	praktični
praktiskt	praktično
häck	ass
häck	preprekama
häck	prepreke
häck	tur
greene	greene
saussure	saussure
fiktiva	izmišljen
africana	africana
joel	joel
komiker	strip
brann	spaljeno
brann	spaljena
heavy	heavy
heavy	teški
heavy	težak
heavy	teška
heavy	teške
besöker	posjetu
besöker	posjeta
luther	luther
luther	luter
affärer	poslovni
affärer	poslovanje
hindra	sprečavaju
schweiziska	švicarska
schweiziska	švicarski
medier	media
medier	mediji
mesa	meša
gif	gif
bradford	bradford
miami	miami
dotterbolag	podružnica
colin	colin
colin	kolin
medelhavet	mediteranska
medelhavet	mediteranski
medelhavet	mediteran
danny	deni
danny	danny
hale	hale
émile	émile
castor	kastor
kunskaper	znanje
pastor	sveštenik
pastor	sveštenika
mynt	novčiće
mynt	kovanica
mynt	novčić
mynt	novčića
affärsman	biznismen
sony	sony
evert	evert
känsla	emocija
känsla	osećaj
känsla	feeling
känsla	osjećaju
känsla	osjećaj
stipendium	stipendiju
stipendium	stipendija
tidigaste	najraniji
tidigaste	najranije
möller	möller
bidragit	doprinijela
bidragit	doprinijeli
bidragit	doprinio
bidragit	doprinijelo
blind	slijepa
virtuella	virtualna
virtuella	virtuelna
virtuella	virtualni
rest	putovali
rest	otputovao
rest	putovao
lämpligt	pogodan
lämpligt	pogodna
cancer	rak
vegas	vegas
introducerade	uvedeno
introducerade	uveo
introducerade	uveden
introducerade	uvedena
negativa	negativan
negativa	negativne
negativa	negativni
negativa	negativno
brita	brita
smak	okus
främja	promoviranje
främja	promovira
främja	promovisanje
främja	promoviranja
främja	promovira
avsikt	namjera
avsikt	namjeru
avsikt	namjerom
avsikt	namjera
avsikt	namjere
bailey	bailey
capital	kapital
läget	situacija
läget	stanje
oise	oise
testamentet	testament
testamentet	zavjet
marks	obilježava
marks	maraka
geografi	geografija
newcastle	newcastle
järnvägar	željeznice
järnvägar	željeznice
järnvägar	željeznica
handla	radnja
handla	shop
lyman	lyman
chinensis	chinensis
sträcka	trase
édouard	édouard
mona	mona
genast	odmah
girls	djevojke
girls	girls
avskaffades	ukinut
avskaffades	ukinuo
våtmark	wetland
flaggan	zastava
mind	um
miranda	miranda
skotska	škotski
skotska	škotski
laos	laos
lot	lot
lot	mnogo
utrymme	prostor
seoul	seulu
bevara	očuvati
bevara	očuvanje
bevara	očuvanje
tionde	deseti
tionde	deseta
vida	vida
rykte	glasine
rykte	predstavnik
rykte	ugled
luigi	luigi
castillo	castillo
primula	primula
nämner	spominjanja
nämner	spominje
nämner	spomen
nämner	spomenuti
faktorer	faktori
förhandlingar	pregovori
förhandlingar	pregovori
army	vojska
army	armija
flyger	mušica
flyger	lete
flyger	leteći
illustratör	illustrator
glen	glen
reser	putuje
reser	putovanja
reser	putovanju
reser	putujući
phoenix	phoenix
alfabetet	abeceda
fans	navijači
fans	navijača
intressanta	zanimljiva
intressanta	zanimljivo
intressanta	interesantan
intressanta	interesantno
intressanta	zanimljiv
allvarligt	ozbiljna
allvarligt	ozbiljan
allvarligt	ozbiljne
allvarligt	ozbiljno
schumacher	schumacher
björneborg	pori
fördraget	sporazum
mode	moda
lindsey	lindsey
lindsey	lindsay
relaterade	vezani
relaterade	vezane
backen	brdo
föredrar	preferira
aloe	aloe
tjänsten	služba
tjänsten	servis
isabella	izabela
tiger	tigar
uppsättning	setu
uppsättning	set
uppsättning	postavio
uppsättning	postavljeni
återstår	ostaci
återstår	ostaje
återstår	preostali
återstår	preostalih
återstår	preostala
återstår	preostale
micke	mike
micke	tod
anta	usvoje
anta	usvoji
anta	usvojiti
likheter	sličnosti
förebild	model
förebild	modela
wings	krila
wings	krilima
ersättning	kompenzacije
ersättning	kompenzaciju
ersättning	naknadu
ersättning	naknade
ersättning	zamjena
flyga	mušica
flyga	lete
flyga	leteći
belgiska	belgijski
gnagare	glodara
teckningar	crtežima
teckningar	crteži
arsenal	arsenal
chalmers	chalmers
utför	izvode
utför	izvrši
utför	nastupa
agneta	agneta
cole	cole
cole	kol
tillverkar	proizvodi
pojkar	momci
pojkar	boys
pojkar	dječaci
olycka	nesreća
sinaloa	sinaloa
forsberg	forsberg
atlas	atlas
morgon	jutro
reinhold	reinhold
curt	curt
kalimantan	kalimantan
irländsk	irski
planeten	planeta
marginata	marginata
devil	šejtan
harvard	harvard
neapel	napulj
drake	drake
drake	zmaj
drake	dragon
flöjt	flauta
rester	ostataka
rester	ostaci
praxis	praksu
praxis	praksi
praxis	praksom
praxis	praksa
praxis	praxis
arv	naslijeđe
arv	baština
arv	nasljeđe
arv	nasljedstvo
arv	legacy
arv	naslijeđe
tekniker	tehničar
tekniker	tehničari
tekniker	tehničara
tekniker	tehnike
tävlande	takmičar
tävlande	takmičari
tävlande	takmičar
tävlande	takmičarke
tävlande	takmičari
framgångsrikt	uspješan
framgångsrikt	uspješnu
framgångsrikt	uspješne
framgångsrikt	uspješna
framgångsrikt	uspješni
framgångsrikt	uspješno
vänta	sačeka
vänta	čekati
vänta	wait
duncan	duncan
gult	žuta
petri	petrijeva
frey	frey
jalisco	jalisco
befintliga	postojeće
befintliga	postojećim
befintliga	postojećih
befintliga	postojeći
alias	zvani
skatt	blago
skatt	porez
skatt	porezi
skatt	poreze
sitta	sede
sitta	sjedi
giuseppe	giuseppe
visste	znao
visste	znali
visste	poznavao
visste	poznavali
svansen	rep
florens	florence
business	poslovni
business	poslovanje
fantasy	fantastika
passiflora	passiflora
bönder	seljaci
bönder	poljoprivrednici
bönder	poljoprivrednike
bönder	poljoprivrednicima
cox	cox
nancy	nancy
break	brejk
fletcher	fletcher
eyes	eyes
eyes	očima
eyes	oči
svans	rep
woods	woods
tumba	tumba
praktiska	praktične
praktiska	praktična
praktiska	praktični
clay	glina
dansare	plesači
dansare	dancer
garcía	garsija
garcía	garcía
irländska	irski
palmer	palmer
blandad	mješovite
blandad	mješovita
tåget	voz
undersöka	istragu
kaledonien	kaledonije
ägaren	vlasnik
myndighet	autoritet
mta	mta
campanula	campanula
roma	roma
roma	rome
roma	romi
roma	romska
asiatiska	azijsko
asiatiska	azijski
asiatiska	azijske
asiatiska	azijska
haven	okeanima
haven	okeani
frukter	plod
frukter	voće
frukter	plod
kemist	hemičar
tolkas	protumačili
mexikanska	meksički
osv	etc
osv	itd
engler	engler
berlins	berlin
bryan	bryan
tryckt	štampanih
tryckt	štampana
tryckt	štampani
dubrovnik	dubrovnik
likaså	slično
traditioner	tradicije
traditioner	tradicija
traditioner	tradicija
registrerade	registrovan
registrerade	registrovana
brooks	brooks
influenser	uticaja
ekonomin	privreda
hong	hong
viridis	viridis
nathan	nathan
madeleine	madeleine
utredning	istraga
nations	nacija
nations	nacija
handbok	uputstvo
handbok	priručnik
india	indija
felder	felder
gers	gers
ruth	ruth
perkins	perkins
officerare	oficiri
officerare	službenici
officerare	oficire
slam	slam
burns	burns
burns	opekotine
vella	vella
blake	blake
anhalt	anhalt
minnen	sjećanja
minnen	uspomene
minnen	uspomena
minnen	sjećanje
minnen	uspomena
minnen	pamćenje
minnen	memorija
minnen	memorije
minnen	memorijski
ära	počast
ära	čast
ära	časti
ära	čast
ära	slava
grenen	ogranak
grenen	grana
förtroende	povjerenje
förtroende	trust
förtroende	povjerenje
château	château
bremen	bremen
jesper	jesper
tekniskt	tehnički
tekniskt	tehnička
tekniskt	tehnički
snake	zmija
däggdjur	sisari
däggdjur	sisari
amaryllisväxter	amaryllidaceae
vänstra	lijevo
titta	vidi
xbox	xbox
aktuell	trenutna
kassel	kassel
dixon	dixon
rhin	rhin
skjuta	streljaštvu
pat	pat
medlemskap	članstvo
alexandra	alexandra
alexandra	aleksandra
konstnärliga	umjetnička
konstnärliga	umjetničko
konstnärliga	umjetničkim
konstnärliga	umjetnički
alternativa	alternativna
alternativa	alternativa
inspelningar	snimci
praktisk	praktične
praktisk	praktična
praktisk	praktični
begränsade	zabranjen
begränsade	ograničene
begränsade	ograničena
begränsade	ograničen
shaanxi	shaanxi
motorvägen	freeway
uppfyller	ispunjavanju
avsedda	namijenjeni
avsedda	namijenjene
avsedda	namijenjena
avsedda	namijenjen
staterna	države
staterna	država
riga	rigi
styrkorna	jakih
möten	sastanke
möten	sastancima
möten	sastanci
möten	sastanaka
möten	imenovanja
rymden	prostor
sidney	sidney
universal	universal
universal	univerzalno
universal	univerzalnih
universal	univerzalni
universal	univerzalne
universal	univerzalna
fånga	uhvati
normala	normalno
normala	normalan
normala	normalni
normala	normalne
normala	normalna
samlas	skup
samlas	okupljanje
samlas	assemble
her	njen
her	njena
her	joj
medaljen	medalja
medaljen	medalju
etniska	etnički
etniska	etnička
gästrikland	gästrikland
assistent	pomoćnik
assistent	asistenta
assistent	asistent
framställning	peticiju
ambassad	ambasada
stannar	ostaje
byter	prebacivanje
call	call
call	poziv
samlades	okupilo
örgryte	örgryte
möjlig	mogući
möjlig	moguće
bokstäver	pisma
bokstäver	slova
joan	joan
council	vijeće
somme	somme
etta	etta
shakespeare	shakespeare
sonson	unuk
effekten	efekt
effekten	efekat
representera	predstavljaju
röstade	izglasan
röstade	glasali
röstade	glasao
existerande	postojeće
existerande	postojećim
existerande	postojećih
existerande	postojeći
jennifer	jennifer
skär	rezanje
skär	rez
skär	smanjila
brasiliansk	brazilski
tvingade	primorala
tvingade	prisiljeni
tvingade	primorana
tvingade	prisiljen
tvingade	primoran
tvingade	primorao
aston	aston
återvänder	vraća
återvänder	povratka
tage	tage
lin	lin
lin	lan
chelsea	chelsea
ten	desetine
ten	deset
basel	basel
parlament	parlament
parlament	parlamenti
staty	skulptura
staty	kip
videon	video
unika	jedinstveni
unika	jedinstveno
unika	jedinstven
unika	jedinstvena
singapore	singapur
pjäser	predstave
fästning	tvrđava
cayenne	cayenne
wellington	wellington
