que	که
clínica	درمانگاه
clínica	کلینیک
cervantes	سروانتس
ian	ایان
bus	اتوبوس
bus	bus
fabricants	تولیدکنندگان
fabricants	سازندگان
walker	واکر
walker	والکر
sar	sar
sar	سر
calç	آهک
calç	لایم
julia	جولیا
clergat	روحانیت
clergat	روحانیون
office	اداره
office	دفتر
fisiologia	فیزیولوژی
llacuna	تالاب
llacuna	مرداب
crani	جمجمه
senzills	اختصاص
senzills	تکآهنگ
senzills	تکنفره
senzills	مجرد
consultar	مشورت
consultar	مشاوره
xoc	شوکه
xoc	شوک
teodor	تئودور
fèlix	فلیکس
fèlix	فیلیکس
parr	پار
càstig	مجازات
càstig	تنبیه
forçar	مجبور
linux	لینوکس
precedent	سابقه
managerclubs	managerclubs
elit	نخبگان
elit	نخبه
magatzem	انبار
targeta	کارت
targeta	ورق
cultius	زراعت
superficial	سطحی
acceptada	پذیرفت
acceptada	پذیرفته
ira	آیرا
romanticisme	رمانتیسم
coincideix	کبریت
subjectes	سوژه
subjectes	فاعل
subjectes	موضوع
conspiració	توطئه
conspiració	دسیسه
profeta	پیغمبر
profeta	پیامبر
profeta	پیغمبری
fibres	الیاف
arn	rna
zaragoza	ساراگوسا
rioja	ریوخا
fluid	سیال
fluid	مایع
fluid	شاره
legend	افسانه
legend	اسطوره
componen	نگارش
componen	سرودن
emma	اِما
privats	خلوت
privats	شخصی
privats	سرباز
privats	private
privats	خصوصی
ingrés	درآمدی
ingrés	درآمد
envia	ارسال
neutral	بیطرف
neutral	خنثی
pasta	پاستا
biscaia	بیسکای
corall	کورال
corall	مرجان
corall	مرجانی
explorador	پیشاهنگ
explorador	کاوشگر
explorador	اکسپلورر
promogut	ترفیع
louvre	لوور
converses	مکالمات
successors	جانشین
plató	افلاطون
plataformes	سکوهای
quàntica	کوانتوم
quàntica	کوانتومی
earth	زمین
àlgebra	جبر
carter	کارتر
enterrament	دفن
enterrament	خاکسپاری
rodrigo	رودریگو
kazakhstan	قزاقستان
esquerres	چپگرا
vèrtex	رأس
girar	چرخاندن
girar	چرخش
miss	خانم
miss	بانو
miss	دوشیزه
degradació	خفت
desenvolupant	توسعه
cantata	کانتاتا
emergència	اورژانسی
emergència	اضطراری
emergència	اورژانس
núria	نوریا
aplicada	کاربردی
sarah	ساره
canya	نیشکر
misteri	معمای
campbell	کمپل
campbell	کمپبل
campbell	کمبل
wolf	گرگ
wolf	وولف
wolf	گرگه
wolf	ولف
aïllament	جداسازی
aïllament	انزوا
faune	فان
xah	shah
xah	شاه
pur	خالص
pur	ناب
pur	پاک
clot	لخته
bissau	بیسائو
herois	قهرمانان
partícula	ذرات
partícula	ذره
miracle	معجزه
guix	گچ
guix	گچی
nerviós	مضطرب
nerviós	عصبی
segment	قطعه
febre	تب
abasta	بپوشد
treva	آشتی
irregulars	نامنظم
pan	پان
pan	پن
comissions	کمیته
benito	بنیتو
centrat	مرکزی
balls	رقصهای
danses	رقصهای
txecoslovàquia	چکسلواکی
mississipí	میسیسیپی
conjunta	مفصل
nationalgoals	nationalgoals
farina	آرد
nicaragua	نیکاراگوئه
atracció	جذابیت
atracció	جاذبه
atracció	جذب
detecció	آشکارسازی
detecció	تشخیص
salomó	سلیمان
salomó	سولومون
subministrament	تامین
vladímir	ولادیمیر
borneo	بورنئو
nus	گره
consagració	تبرک
formigó	بتون
formigó	بتن
fem	fem
cirurgia	جراحی
semblança	شباهتی
semblança	تشابه
semblança	شباهت
enderrocar	سرنگون
espectador	تماشاچی
espectador	ناظری
espectador	تماشاگر
lenin	لنین
fibra	فیبر
fibra	فایبر
fibra	الیاف
bordeus	بردو
ètica	اخلاقیات
ètica	اخلاق
geogràfic	جغرافیایی
geogràfic	جغرافی
mou	حرکت
àrtic	قطبی
mirall	انعکاس
mirall	آیینه
mirall	آینه
mirall	آئینه
güell	گوئل
essencials	ضروری
vacances	مرخصی
vacances	تعطیلات
vacances	تعطیلات
vacances	اعیاد
precedents	سابقه
estratègica	راهبردی
estratègica	استراتژیک
interval	گستره
interval	گسترۀ
interval	فاصله
brandenburg	براندنبورگ
vitamina	ویتامین
amenaces	تهدید
amenaces	تهدیدات
amenaces	تهدیدها
amenaces	تهدیدهای
preocupació	نگرانی
rendició	تسلیم
alcalá	الکالا
nomenclatura	نامگذاری
humida	مرطوب
humida	خیس
lambert	لمبرت
reich	رایش
arxiduc	آرشیدوک
recepció	دریافت
recepció	پذیرش
recepció	پذیرایی
punk	ولگرد
punk	پانک
aristòtil	ارسطو
glucosa	گلوکز
llombardia	لمباردی
òxid	اکسید
entertainment	سرگرمی
entertainment	تفریحات
entertainment	پذیرایی
transports	انتقال
transports	ترابری
ocean	اقیانوس
ocean	اقیانوسی
tons	شدتی
aterratge	فرود
provocat	تحریک
inclusió	شمول
auto	خودکار
cabra	بز
cabra	بزه
cabra	بزغاله
cabra	گوت
percussió	دق
polonesos	تیرک
badajoz	باداخس
oise	اواز
oise	اویز
celta	سلتیک
preparat	اماده
preparat	آماده
empleats	کارمندان
empleats	کارکنان
empleats	کارمند
entén	میفهمد
birmània	میانمار
benestar	رفاه
serbi	صرب
serbi	صربی
eficàcia	اثربخشی
eficàcia	اثربخشی
oració	نماز
oració	دعا
raf	raf
vores	لبه
vores	مرزی
vores	مرزبانی
vores	مرز
vores	لبۀ
plini	پلینی
acadèmica	دانشگاهی
acadèmica	آکادمیک
acadèmica	تحصیلی
fruites	میوه
mirant	نظاره
mirant	مراقبه
mirant	تماشای
domenico	دومنیکو
álvaro	آلوارو
tria	انتخاب
tèrmica	گرمایی
tèrmica	حرارتی
narració	روایت
babilònia	بابلی
babilònia	بابل
matemàtics	ریاضیدانان
progressista	پیشرو
adjunt	پیوست
adjunt	معاون
distingit	برجسته
distingit	ممتاز
distingit	متمایز
subministraments	تدارکات
subministraments	تجهیزات
subministraments	آذوقه
públicament	آشکارا
nick	نیک
terol	تروئل
pescadors	ماهیگیران
pescadors	ماهیگیر
associades	مرتبط
associades	وابسته
romero	رومرو
pelatge	خز
paixà	پاشا
angelo	آنجلو
más	más
liverpool	liverpool
liverpool	لیورپول
ritual	آیین
bernardo	برناردو
varien	متفاوت
demetri	دیمتریوس
centrecampista	هافبک
màgia	جادویی
màgia	جادو
màgia	سحر
màgia	جادوی
autorització	اجازۀ
gold	طلای
gold	gold
gold	طلا
gold	طلایی
gold	گلد
gold	زرین
cape	کیپ
cape	شنل
cape	دماغه
prohibit	ممنوعه
prohibit	ممنوع
prohibit	حرام
prohibit	نهی
prohibit	ممنوع
prohibit	حرام
excepcional	استثنایی
excepcional	استثنائی
comes	کاما
bielorússia	بلاروس
freqüències	فرکانسهای
freqüències	فرکانس
coronació	تاجگذاری
rahman	الرحمن
rahman	رحمان
stuart	استارت
stuart	استوارت
stuart	سوارت
donacions	اهدا
nana	نانا
sebastian	سباستین
sebastian	سباستیان
diable	شیطان
papua	پاپوآ
public	عمومی
public	علنی
public	همگانی
public	public
min	مین
min	min
herbes	گیاهان
habitat	سکونت
conveni	کنوانسیون
conveni	همایش
cicles	چرخه
llana	پشم
madison	مدیسون
luxe	دلخوشی
luxe	luxury
interessat	علاقمندی
interessat	علاقه
interessat	علاقمند
potter	پاتر
oxidació	اکسیداسیون
filtre	پالایش
filtre	پالایه
filtre	فیلتر
wild	وحشی
wild	وایلد
assumpció	فرض
assumpció	پندار
assumpció	گمان
intervencions	مداخلات
cooperativa	تعاونی
crèdit	اعتبار
crèdit	اعتباری
étienne	اتین
lluitant	کشمکش
lluitant	تقلا
lluitant	جنگیدن
lluitant	دعوا
française	française
maons	آجرهای
maons	آجر
assoleix	میرسد
urani	اورانیوم
derivades	مشتقات
vinyes	تاکستان
àguila	عقاب
àguila	ایگل
nassau	ناسو
llums	چراغها
llums	چراغ
massacre	کشتار
lliurament	تحویل
lliurament	زایمان
llotja	مزایده
llotja	حراجی
llotja	حراج
place	محل
place	مکانی
place	مکان
place	جای
place	جایی
vázquez	باسکس
funda	غلاف
sever	سوروس
automàtica	خودکار
automàtica	اتوماتیک
automàtica	خودکار
moçambic	موزامبیک
descobriments	کشفیات
descobriments	اکتشافات
jurídic	مجاز
jurídic	قانونی
jurídic	حقوقی
ampliat	گسترده
ampliat	گسترده
absorció	جذب
augmentant	افزایش
augmentant	افزایشی
instància	نمونه
instància	نمونۀ
instància	مثال
château	شاتو
núvol	ابری
núvol	ابر
sacrifici	قربانی
sacrifici	فدا
sacrifici	ذبح
sacrifici	فداکاری
atleta	athlete
atleta	پهلوان
atleta	ورزشکار
sanitat	سلامت
sanitat	بهداشت
sanitat	health
sanitat	سلامتی
capturats	دستگیر
capturats	اسیر
official	رسمی
marcus	مارکوس
beca	تحقیقی
beca	بورسیه
avantpassats	پدرانشان
avantpassats	اجداد
avantpassats	پدران
avantpassats	نیاکان
bonaparte	بناپارت
dimissió	استعفای
dimissió	استعفاء
dimissió	استعفا
cames	پاهایش
cames	نوازش
cames	پاها
cames	پا
superat	بگذشت
superat	گذشت
jon	jon
enregistraments	رکوردینگز
euro	یورو
armenis	ارمنیان
armenis	ارمنی
armenis	ارامنه
prince	پرنس
prince	پرینس
prince	شاهزاده
holstein	هولشتاین
fila	سطر
connexions	اتصالات
connexions	ارتباطات
dignitat	شأن
dignitat	بزرگواری
dignitat	وقار
flores	فلورس
cartell	پوستر
cartell	اعلامیه
fetge	جگر
fetge	کبد
marx	مارکس
leonard	لئونارد
collins	کالینز
pòrtic	رواق
urbanisme	urbanism
escrivint	نویسندگی
escrivint	نوشتن
manageryears	manageryears
danubi	دانوب
aplicat	کاربردی
caixes	جعبه
lentament	آهسته
salons	اجدادش
filadèlfia	فیلادلفیا
especialistes	متخصصین
hardy	اردی
hardy	هاردی
hudson	هادسون
hudson	هادسن
combinar	ترکیب
amir	امیر
amir	amir
infraestructura	زیرساخت
olor	بوش
olor	بوی
watson	واتسون
banys	حمام
banys	حمام
holandès	هلندی
holandès	داچ
holandès	هلند
ibèric	ایبری
harris	هریس
mortal	کشنده
mortal	مرگبار
mortal	فناپذیر
mortal	فانی
servit	خدمت
elionor	النور
anàlisis	بصیرت
gal	گال
chen	چن
trans	trans
trans	ترانس
anunci	حدیث
anunci	اعلان
anunci	اطلاعیه
exposat	عرضه
compressió	تراکم
dilluns	دوشنبه
examen	امتحان
examen	معاینه
examen	آزمون
rudolf	رودولف
mèdici	مدیچی
cama	پای
cama	پاش
cama	ساق
cama	پا
paquet	بسته
paquet	بستۀ
sergi	سرجی
sergi	سرگی
transforma	تبدیل
transforma	تبدیلهای
bru	bru
èmfasi	تأکید
èmfasi	تاکید
tierra	تیرا
dispersió	پراکندگی
autopista	اتوبان
autopista	بزرگراه
bonet	بونت
huracà	طوفان
huracà	گردباد
margaret	مارگرت
margaret	مارگارت
desastre	مصیبت
desastre	فاجعه
desastre	مصیبتی
desastre	حادثه
protector	سروری
estructural	ساختاری
estructural	سازهای
entrat	واردشده
conscient	هوشیاری
sensible	حساس
sensible	حساسی
criminal	جنایتکار
criminal	مجرم
criminal	تبهکار
criminal	کیفری
warner	وارنر
warner	بیم
humits	مرطوب
bank	بنک
bank	بانک
essència	فروهر
essència	گوهر
essència	اسانس
franges	شکافها
bit	بیت
bit	ذره
gustav	گوستاو
decorats	آراسته
fans	هواداران
fans	هوادارن
fans	طرفداران
julien	ژولین
bas	باس
bas	bas
esclau	slave
esclau	بنده
esclau	برده
setena	هفتمین
setena	هفتم
maduresa	بلوغ
schmidt	اشمیت
adjacents	مجاور
construeix	ایجاد
construeix	ساختن
anatòlia	آناتولی
bany	حمام
bany	دستشویی
estimació	برآورد
estimació	تخمین
estimació	برآورد
estimació	تخمین
barba	ریش
barba	ریشش
exportació	صادرات
exportació	صادرات
suports	پیست
notre	نوتر
anatomia	تشریح
anatomia	آناتومی
codificació	کدگذاری
codificació	پربازده
codificació	کدبندی
francesca	فرانچسکا
jurament	قسم
jurament	سوگند
venjança	انتقام
venjança	کینه
venjança	انتقام
mercenaris	اجیر
mercenaris	مزدوران
alep	حلب
habitacions	اتاقها
habitacions	اتاقهای
habitacions	اتاق
tija	استم
tija	بنیادی
tija	ساقه
exclusiva	خالص
exclusiva	انحصاری
contractat	استخدام
subclassis	subclassis
sumatra	سوماترا
scala	اسکالا
veïnat	همسایگی
relatiu	نسبی
next	بعدی
next	next
proporcional	متناسب
pisa	پیزا
dependent	وابسته
esperant	منتظرم
esperant	انتظار
esperant	منتظر
esperant	منتظریم
cine	کاین
cine	cine
gonzalo	گونزالو
incendis	آتشسوزی
sony	سونی
kurt	کورت
kurt	کرت
suggerir	پیشنهاد
sou	حقوق
dividits	تقسیم
thompson	تامسون
thompson	تامپسون
oportunitats	فرصتها
oportunitats	فرصتهای
cook	کوک
cook	آشپز
cook	آشپزی
eugeni	یوجین
eugeni	اوژن
assistents	دستیاران
targetes	کارتها
targetes	ورق
targetes	کارتهای
concentracions	غلظت
caçadors	شکارچیان
catherine	کاترین
uganda	اوگاندا
beguda	نوشیدن
beguda	بنوش
beguda	بنوشید
bicicleta	دوچرخه
duració	دوام
consolidació	تحکیم
neolític	نوسنگی
determinació	عزم
elevades	مرتفع
elevades	برافراشته
pep	پپ
facció	حزبی
sultanat	احمدنگر
école	école
folre	آستر
carlota	شارلوت
estels	ستارگان
khanat	خانات
esclavitud	بردگی
àtom	اتم
segòvia	سگوبیا
pastoral	pastoral
ortega	اورتگا
dinosaures	دایناسورها
immediata	فوری
envolten	محاصره
envolten	احاطه
envolten	فراگیر
esquadra	جوخه
levi	لوی
dead	مرده
dead	مردن
dead	مُرده
dead	مردگان
lang	لنگ
clans	قبایل
clans	قبائل
accidents	تصادفات
accidents	حوادث
entrant	استارتر
lloyd	لوید
fix	ثابت
fix	معین
apòstols	رسولان
apòstols	پیامبرانی
càlculs	محاسبات
acompanyament	پد
acompanyament	لایی
descàrrega	بارگیری
descàrrega	دانلود
ras	ras
angel	آنجل
angel	فرشته
angel	انجل
handbol	هندبال
mercedes	mercedes
mercedes	مرسدس
hondures	هندوراس
malawi	مالاوی
primari	ابتدایی
primari	اصلی
primari	اولیه
mobilitat	تحرک
racó	گوشه
troia	تروا
troia	تروی
erupció	فوران
gats	گربه
homer	هامر
perpendicular	عمود
costaneres	ساحلی
poderosa	توانا
poderosa	نیرومند
poderosa	پرقدرت
poderosa	قدرتمند
futurs	آتی
nissaga	نژاد
nissaga	وراثت
sàhara	صحرا
sàhara	صحرای
promotor	ترویج
promotor	برگزارکننده
tabac	دخانیات
tabac	تنباکو
tabac	توتون
metropolitan	متروپولیتن
assassí	قاتل
eficiència	بازده
eficiència	کارایی
sencera	کل
entesa	عقل
coberts	کارد
stanford	استنفورد
info	اطلاعات
virgili	ویرجیل
classic	کلاسیک
classic	classic
cràter	دهانه
esquadró	اسکادران
antologia	گلچین
declaracions	اظهارات
mecànic	مکانیک
mecànic	مکانیک
mecànic	mechanical
mecànic	مکانیکی
explorar	کاوش
hereva	ورثه
wei	وی
diferencial	دیفرانسیل
esplendor	منظر
baker	بیکر
baker	نانوا
turistes	توریست
turistes	توریستهای
calcària	آهک
calcària	لایمستون
leiden	لیدن
limitacions	محدودیتهای
limitacions	محدودیتها
limitacions	محدودیت
consola	کنسول
partició	پارتیشن
partició	افراز
tribunals	دادگاههای
descomposició	تجزیه
conreus	زراعت
respostes	پاسخها
respostes	پاسخهای
respostes	جوابها
respostes	پاسخها
respostes	جوابهای
respostes	پاسخهای
candidatures	نامزدها
candidatures	نامزدهای
biol	biol
mariners	ملوان
suportar	ماندگار
horari	برنامه
horari	زمانبندی
kurdistan	کردستان
kurdistan	kurdistan
devoció	صمیمیت
mixta	مخلوط
mixta	مختلط
mosaic	کاشی
mosaic	موزاییک
mosaic	موزائیک
proa	تعظیم
proa	سجده
proa	کمان
proa	باو
auxiliars	امدادی
desenes	دهها
agnès	اگنس
evans	ایوانز
evans	اونس
evans	اوانس
evans	اونز
evans	اوانز
utrecht	اوترخت
infeccions	عفونت
infeccions	عفونتهای
lliurement	آزادانه
olivier	الیویه
genèric	عمومی
genèric	عام
gendarmeria	ژاندارمری
complement	وصله
cornellà	کرنیا
slam	اسلم
graham	گراهام
prosperitat	رفاه
tràcia	تراکیه
savi	خردمند
savi	حکیمی
savi	حکیم
savi	فرزانه
cantàbria	کانتابریا
gutiérrez	گوتیرز
gutiérrez	گوتیرز
belgrad	بلگراد
advocats	وکیل
advocats	وکلا
acadèmics	دانشگاهیان
mills	میلز
fuga	گریز
fuga	فرار
rom	رام
rom	rom
louise	لوئیز
louise	لوییز
hospitals	بیمارستان
hospitals	بیمارستانها
obligació	التزام
esteban	استبان
trastorn	اختلال
trastorn	خودشیفته
trastorn	اختلالات
sara	sara
sara	سرا
villanueva	بییانوئبا
panzer	زرهی
imam	امام
oslo	اسلو
prevenció	پیشگیری
mussolini	موسولینی
comparar	مقایسه
vespre	عصر
vespre	غروب
vespre	شام
morales	مورالس
jeff	جف
descans	بشکند
descans	استراحت
descans	شکستن
descans	آرامش
descans	الباقی
descans	استراحت
actuant	بازیگری
actuant	رفتار
bryan	براین
bryan	برایان
bryan	بریان
radar	راداری
radar	رادار
sopar	شام
sopar	عصرانه
sopar	شام
contingent	مشروط
residencial	مسکونی
johan	یوهان
lisa	لیسا
lisa	لیزا
plasma	پلاسما
plasma	پلاسمای
ratolí	موش
ratolí	موشی
ratolí	ماوس
basilea	بازل
correcció	اصلاح
correcció	درستی
correcció	صحت
àvia	مادربزرگ
cooper	کوپر
guillermo	گیلرمو
néta	نوه
folklore	فولکلور
folklore	اجدادی
gant	گنت
seine	سن
raïm	انگور
raïm	انگوری
solo	سولو
hot	گرم
hot	داغ
conqueridor	فاتح
enciclopèdic	encyclopedic
herman	هرمن
herman	هرمان
werner	ورنر
rituals	مناسک
bust	بالاتنه
mikhaïl	میخائیل
caledònia	کالدونیا
detenció	بازداشت
detenció	توقیف
detenció	دستگیر
detenció	دستگیری
detenció	بازداشت
entrevistes	مصاحبه
subespècie	زیرگونه
sofre	گوگرد
sofre	سولفور
aïllada	منزوی
aïllada	ایزوله
manhattan	منهتن
hopkins	هاپکینز
haia	هیگ
melbourne	ملبورن
sociologia	جامعهشناسی
estratègic	راهبردی
estratègic	استراتژیک
jerry	جری
namíbia	نامیبیا
ramos	راموس
teòrica	نظری
timbre	ناقوس
timbre	زنگ
timbre	بل
acumulació	انباشت
acumulació	تجمع
mali	مالی
weimar	وایمار
pous	ولز
taverna	میخانه
taverna	میکده
true	راست
true	حقیقی
true	درست
true	true
connecticut	کنتیکت
impost	مالیات
impost	مالیاتی
aurora	آرورا
aurora	اورورا
darwin	داروین
institucional	نهادی
lugo	لوگو
romàntic	رمانتیکی
romàntic	رومانتیک
romàntic	رمانتیک
romàntic	عاشقانه
precipitació	بارش
precipitació	بارندگی
executiva	اجرایی
matthew	ماتیو
matthew	متیو
preservar	حفظ
intermedi	میانجی
intermedi	واسطه
intermedi	میانی
beatriu	بئاتریس
polígon	چندضلعی
traspàs	انتقال
desapareguda	گمشده
butlletí	خبرنامه
hercegovina	هرزگوین
groenlàndia	گرینلند
inca	اینکا
studio	studio
studio	استودیو
studio	استدیو
nadiu	بومی
shadow	سایه
shadow	شادو
indo	ساسانیان
faccions	احزاب
zoologia	جانورشناسی
efectius	سربازان
toro	toro
campanes	زنگوله
basar	بازار
vuitè	هشتم
vuitè	هشتمین
ron	ران
ron	رون
migració	وطن
migració	مهاجرت
princeton	پرینستون
baptiste	باپتیست
carro	ارابه
carro	چرخ
carro	گاری
estatuts	احکام
contínuament	دائما
solana	سولانا
solana	آفتاب
precisa	دقیق
turner	ترنم
turner	ترنر
palaus	قصرها
mesopotàmia	النهرین
pradesh	پرادش
vestuari	صندوقچه
vestuari	کمد
vestuari	رختکن
renúncia	استعفای
renúncia	استعفاء
renúncia	استعفا
disset	هفده
circumferència	چرخه
circumferència	دایره
transversal	عرضی
divulgació	disclosure
divulgació	فاش
divulgació	افشاگری
divulgació	افشاء
moderat	میانه
guillaume	گیوم
meca	مکه
visitant	مهمان
visitant	دیدن
visitant	بازدید
dolç	شیرین
torrents	سیلاب
larry	لری
larry	لاری
twitter	توئیتر
twitter	twitter
twitter	تویتر
twitter	توییتر
wayne	وین
cerimònies	مراسمی
cerimònies	تشریفات
fictici	خیالی
escates	ترازوی
vocabulari	واژگان
pila	کپه
pila	پشته
pila	استک
dick	دیک
edimburg	ادینبورگ
narbona	نربون
motocicletes	موتورسیکلت
arsenal	آرسنال
arsenal	arsenal
acusació	اتهام
delictes	جنایات
delictes	جرایم
delictes	جرائم
ortiz	اورتیز
cia	cla
pink	پینک
pink	صورتی
iglesias	ایگلسیاس
dave	دیو
ventre	رحم
hannover	هانوفر
submarí	زیردریایی
llibertats	آزادیهای
servidors	سرورهای
excepcions	استثنا
zwick	زوئیک
jamaica	جامائیکا
letó	لتونی
ken	کن
observador	ناظر
tiberi	تیبریوس
fotogràfica	عکاسی
almeria	آلمریا
quintana	کینتانا
interaccions	تعاملات
pesant	سنگینی
pesant	سنگین
atlanta	آتلانتا
substitueix	جایگزینی
substitueix	جایگزین
recomana	توصیه
houston	هیوستون
houston	هوستون
houston	هاستون
singapur	سنگاپور
deure	وظیفه
assíria	آشور
aprenent	شاگرد
aprenent	کارآموز
rubí	یاقوت
northern	شمالی
northern	شمال
fritz	فریتس
fritz	فریتز
marxista	مارکسیست
edgar	ادگار
fallida	ورشکستگی
pietat	بخشش
pietat	رحمت
pietat	رحمتی
andreas	آندریاس
somme	سومه
joies	جواهر
joies	جواهرات
antecedents	زمینه
ryan	راین
ryan	رایان
versalles	ورسای
pica	پایک
pica	پیکا
qualificació	ارزیابی
búlgar	بلغاری
deutsche	دویچه
albacete	آلباسته
susan	سوسن
susan	سوزان
convidats	میهمانان
convidats	میهمان
convidats	مهمانان
bàrbara	باربارا
bàrbara	باربرا
infern	جهنم
infern	دوزخ
infern	دوزخ
revolucionaris	انقلابیون
mini	mini
mini	مینی
filòsofs	فیلسوفان
rosario	روساریو
buits	شکاف
buits	شکافها
carbonell	کاربونل
permanents	پایدار
permanents	همیشگی
permanents	دائم
permanents	دائمی
permanents	دایمی
permanents	دایم
modest	فروتن
modest	متواضع
segments	قطعه
mansur	منصور
nikolai	نیکلای
nikolai	نیکولای
nikolai	نیکلای
nikolai	نیکولای
gestionar	مدیریت
amplitud	دامنه
inter	اینتر
avaluar	ارزیابی
banca	نیمکت
llars	خانوار
gall	خروس
desnivell	شیب
desnivell	سراشیبی
piscina	بیلیارد
piscina	استخری
piscina	استخر
atles	اطلس
imdb	imdb
clars	روشن
acusats	متهمان
nuevo	نوئوو
artesans	صنعتگران
suplent	متناوب
participacions	سهم
participacions	اشتراک
participacions	سهام
marató	ماراتن
marató	ماراتون
ànimes	نفوس
cec	کور
cec	نابینا
secretària	دبیر
secretària	منشی
feliç	خوشبخت
feliç	خوش
feliç	شاد
feliç	خوشحال
feliç	مبارک
marino	مارینو
fosfat	فسفات
ipa	ipa
ferrara	فرارا
mag	افسونگر
mag	mag
act	عمل
ovelles	گوسفند
ovelles	گوسفندی
confirma	تایید
confirma	تأیید
confirma	تصدیق
mariner	ملوان
adjacent	مجاور
matilde	ماتیلدا
gloria	گلوریا
logotip	لوگو
infinit	نامتناهی
infinit	بینهایت
infinit	نامحدود
infinit	بیکران
infinit	نامتناهی
infinit	بینهایت
jason	جیسون
guerrer	مبارز
guerrer	سلحشور
guerrer	جنگجوی
revestiment	دورانی
pineda	پیندا
hist	هیست
comandants	فرماندهان
perfecta	عالی
perfecta	perfect
perfecta	پرفکت
charlotte	شارلوت
actualització	بهروز
cromosoma	کروموزوم
coca	نوشابه
coca	کوکا
coca	کوکا
salts	غواصی
salts	شیرجه
salts	جهش
gregorio	گرگوریو
milícia	مجاهدین
helen	هلن
narrador	راوی
ambulància	آمبولانس
peña	پنیا
kosovo	کوزوو
vaca	گاوه
vaca	گاوی
vaca	گاو
sebastián	سباستین
sebastián	سباستیان
ciment	سیمان
ciment	سیمانی
cadira	صندلی
transbordador	فری
transbordador	معبر
transbordador	گذرگاه
làser	لیزر
làser	لیزری
claudio	کلودیو
apòstol	رسولی
progressiva	پیشرو
evita	اویتا
adhesió	عضویت
fum	دودی
fum	دود
fum	دوده
niu	لانه
niu	آشیانه
niu	لونه
niu	niu
consolat	کنسولگری
neoclàssic	نئوکلاسیک
masters	اساتید
masters	استادان
masters	اربابان
masters	مسترز
wallace	والاس
wallace	والیس
amos	آموس
amos	اساتید
amos	استادان
amos	اربابان
amos	مسترز
pretendent	خواستگاری
pretendent	خواستگار
peó	مهره
infraphylum	infraphylum
dotzena	دوازدهمین
dotzena	دوازدهم
erosió	فرسایش
verona	ورونا
sabor	مزه
civilitzacions	تمدنهای
lara	لارا
simpson	سیمپسون
robinson	رابینسون
cabells	موی
cabells	مو
cabells	موها
bemoll	مسطح
bemoll	فلت
divuit	eighteen
divuit	هیجده
divuit	هجده
consonant	همخوان
revelació	وحی
revelació	مکاشفه
estrasburg	استراسبورگ
inventar	بندند
ibáñez	ایبانز
ajuntaments	شهرهای
ajuntaments	دهستانهای
adolfo	آدولفو
